ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Vietnamese_I_2	Vietnamese	viet1252	vie	I	tao / (tôi)	taːu̯³³	t aː u̯ ³³	t aːu̯ ³³	I_2			
Nguồn (Cổ Liêm)_I_2	Nguồn (Cổ Liêm)	nguo1239	nuo	I	t'ɔ1	tɔ¹	t ɔ ¹	t ɔ ¹	I_2			Nguyen1997
Nguồn (Yên Thọ)_I_3	Nguồn (Yên Thọ)	nguo1239	nuo	I	ʔuj1	ʔuj¹	ʔ u j ¹	ʔ u j ¹	I_3			Nguyen1997
Hung (Toum)_I_2	Hung (Toum)	toum1239	hnu	I	saw	saw	s a w	s a w	I_2			Ferlus2017
Hung (Liha)_I_2	Hung (Liha)	lyha1238	hnu	I	saw	saw	s a w	s a w	I_2			Ferlus2017
Chứt (Sách)_I_2	Chứt (Sách)	sach1240	scb	I	[[ho, mèŋ]]	ho	h o	h o	I_2			Ferlus2007
Chứt (Mày)_I_2	Chứt (Mày)	mayy1239	scb	I	ʔaho¹	ʔaho¹	ʔ a h o ¹	ʔ a h o ¹	I_2			Babaev2018
Chứt (Rục)_I_2	Chứt (Rục)	rucc1239	scb	I	ho	ho	h o	h o	I_2			Nguyen/Tran/Ferlus1998
Arem_I_4	Arem	arem1240	aem	I	kɯ̆̀ʔ (<Katuic)	kɯʔ	k ɯ ʔ	k ɯ̀̆/ɯ ʔ	I_4			Kasuga2008
Thavưng_I_5	Thavưng	aheu1239	thm	I	kan3	kan³	k a n ³	k a n ³	I_5			Ferlus1979
Maleng_I_6	Maleng	male1282	pkt	I	ʔeŋ (?Lao reflexive)	ʔeŋ	ʔ e ŋ	ʔ e ŋ	I_6			NVlNHH2001
Vietnamese_THOU_12	Vietnamese	viet1252	vie	THOU	mày	mai̯²¹	m a i̯ ²¹	m ai̯ ²¹	THOU_12			
Nguồn (Cổ Liêm)_THOU_14	Nguồn (Cổ Liêm)	nguo1239	nuo	THOU	jə̆w1	jə̆w¹	j ə̆ w ¹	j ə̆ w ¹	THOU_14			Nguyen1997
Nguồn (Yên Thọ)_THOU_14	Nguồn (Yên Thọ)	nguo1239	nuo	THOU	zaw1	zaw¹	z a w ¹	z a w ¹	THOU_14			Nguyen1997
Thổ (Làng Lỡ)_THOU_12	Thổ (Làng Lỡ)	thoo1240	tou	THOU	məj² ( v! )	məj²	m ə j ²	m ə j ²	THOU_12			
Thổ (Cuối Chăm)_THOU_12	Thổ (Cuối Chăm)	thoo1240	tou	THOU	miː²	miː²	m iː ²	m iː ²	THOU_12			6.1
Hung (Phong)_THOU_12	Hung (Phong)	phon1243	hnu	THOU	miː	miː	m iː	m iː	THOU_12			Ferlus2017
Hung (Toum)_THOU_12	Hung (Toum)	toum1239	hnu	THOU	mei	mei	m e i	m ei	THOU_12			Ferlus2017
Hung (Liha)_THOU_12	Hung (Liha)	lyha1238	hnu	THOU	məi	məi	m ə i	m əi	THOU_12			Ferlus2017
Chứt (Sách)_THOU_12	Chứt (Sách)	sach1240	scb	THOU	[[mi]]	mi	m i	m i	THOU_12			Ferlus2007
Chứt (Mày)_THOU_12	Chứt (Mày)	mayy1239	scb	THOU	ʔami¹	ʔami¹	ʔ a m i ¹	ʔ a m i ¹	THOU_12			Babaev2018
Chứt (Rục)_THOU_12	Chứt (Rục)	rucc1239	scb	THOU	mi	mi	m i	m i	THOU_12			Nguyen/Tran/Ferlus1998
Arem_THOU_12	Arem	arem1240	aem	THOU	mɯ̀i̯	mɯi̯	m ɯ i̯	m ɯ̀i̯/ɯi̯	THOU_12			Kasuga2008
Thavưng_THOU_15	Thavưng	aheu1239	thm	THOU	thəw1, ʔəʔ1	tʰəw¹	tʰ ə w ¹	tʰ ə w ¹	THOU_15			Ferlus1979
Maleng_THOU_16	Maleng	male1282	pkt	THOU	căk	căk	c ă k	c ă k	THOU_16			NVlNHH2001
Vietnamese_HE OR SHE OR IT_17	Vietnamese	viet1252	vie	HE OR SHE OR IT	nó / hắn	nɔː⁴⁵	n ɔː ⁴⁵	n ɔː ⁴⁵	HE OR SHE OR IT_17			
Nguồn (Cổ Liêm)_HE OR SHE OR IT_17	Nguồn (Cổ Liêm)	nguo1239	nuo	HE OR SHE OR IT	nɔ3	nɔ³	n ɔ ³	n ɔ ³	HE OR SHE OR IT_17			Nguyen1997
Thổ (Cuối Chăm)_HE OR SHE OR IT_20	Thổ (Cuối Chăm)	thoo1240	tou	HE OR SHE OR IT	han³	han³	h a n ³	h a n ³	HE OR SHE OR IT_20			6.1
Hung (Phong)_HE OR SHE OR IT_20	Hung (Phong)	phon1243	hnu	HE OR SHE OR IT	han	han	h a n	h a n	HE OR SHE OR IT_20			Ferlus2017
Hung (Toum)_HE OR SHE OR IT_20	Hung (Toum)	toum1239	hnu	HE OR SHE OR IT	han	han	h a n	h a n	HE OR SHE OR IT_20			Ferlus2017
Hung (Liha)_HE OR SHE OR IT_20	Hung (Liha)	lyha1238	hnu	HE OR SHE OR IT	han	han	h a n	h a n	HE OR SHE OR IT_20			Ferlus2017
Chứt (Mày)_HE OR SHE OR IT_20	Chứt (Mày)	mayy1239	scb	HE OR SHE OR IT	ʔahăn³	ʔahăn³	ʔ a h ă n ³	ʔ a h ă n ³	HE OR SHE OR IT_20			Babaev2018
Chứt (Rục)_HE OR SHE OR IT_20	Chứt (Rục)	rucc1239	scb	HE OR SHE OR IT	hắn	han	h a n	h ắ/a n	HE OR SHE OR IT_20			Nguyen/Tran/Ferlus1998
Arem_HE OR SHE OR IT_17	Arem	arem1240	aem	HE OR SHE OR IT	unɛa̯ʔ	unɛa̯ʔ	u n ɛ a̯ ʔ	u n ɛa̯ ʔ	HE OR SHE OR IT_17			Kasuga2008
Thavưng_HE OR SHE OR IT_22	Thavưng	aheu1239	thm	HE OR SHE OR IT	piːn1	piːn¹	p iː n ¹	p iː n ¹	HE OR SHE OR IT_22			Ferlus1979
Maleng_HE OR SHE OR IT_20	Maleng	male1282	pkt	HE OR SHE OR IT	hăn˧˦˧ˀ	hăn³⁴³	h ă n ³⁴³	h ă n ³⁴³ˀ/³⁴³	HE OR SHE OR IT_20			NVlNHH2001
Vietnamese_ANT_25	Vietnamese	viet1252	vie	ANT	kiến	kiːŋ⁴⁵	k iː ŋ ⁴⁵	k iː ŋ ⁴⁵	ANT_25			
Mương (Hòa Bình)_ANT_25	Mương (Hòa Bình)	muon1246	mtq	ANT	kiɛn³	kjɛn³	k j ɛ n ³	k i/j ɛ n ³	ANT_25			
Mương (Sơn La)_ANT_25	Mương (Sơn La)	muon1246	mtq	ANT	kiɛn³	kjɛn³	k j ɛ n ³	k i/j ɛ n ³	ANT_25			
