ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Badga_I-B	Badga	bada1257	bfq	I	na	na	n a	na	I-B	FALSE	Kolipakam fieldwork	
Betta_Kurumba_I-B	Betta Kurumba	bett1235	xub	I	na:ʋə	naːʋə	n aː ʋ ə	na:ʋə	I-B	FALSE	Kolipakam fieldwork	
Brahui_I-B	Brahui	brah1256	brh	I	i:	iː	iː	i:	I-B	FALSE	Kolipakam (fieldwork)	
Gondi_I-B	Gondi	nort2702	gno	I	nanna	nanna	n a n n a	nanna	I-B	FALSE	Kolipakam (fieldwork)	
Kannada_I-B	Kannada	nucl1305	kan	I	na:nu	naːnu	n aː n u	na:nu	I-B	FALSE	Kolipakam fieldwork	
Kodava_I-B	Kodava	koda1255	kfa	I	na:nə	naːnə	n aː n ə	na:nə	I-B	FALSE	Kolipakam fieldwork	
Kolami_I-B	Kolami	nort2699	kfb	I	ne:nu	neːnu	n eː n u	ne:nu	I-B	FALSE	Kolipakam (fieldwork)	
Kota_I-B	Kota	kota1263	kfe	I	a:n	aːn	aː n	a:n	I-B	FALSE	Kolipakam (fieldwork)	
Koya_I-B	Koya	koya1251	kff	I	nanna	nanna	n a n n a	nanna	I-B	FALSE	Kolipakam fieldwork	
Kurukh_I-B	Kurukh	kuru1302	kru	I	ae:n	aeːn	a eː n	ae:n	I-B	FALSE	Kolipakam (fieldwork)	
Kuwi_I-B	Kuwi	kuvi1243	kxv	I	na:nu	naːnu	n aː n u	na:nu	I-B	FALSE	Kolipakam (fieldwork)	
Kuwi_I-B	Kuwi	kuvi1243	kxv	I	mu	mu	m u	mu	I-B	FALSE	Kolipakam (fieldwork)	
Malayalam_I-B	Malayalam	mala1464	mal	I	ɲa:n	ɲaːn	ɲ aː n	ɲa:n	I-B	FALSE	Kolipakam fieldwork	Andronov1964
Malto_I-B	Malto	saur1249	mjt	I	he:nu	heːnu	h eː n u	he:nu	I-B	FALSE	Kolipakam (fieldwork)	
Ollari_Gadba_I-B	Ollari Gadba	pott1240	gdb	I	a:n	aːn	aː n	a:n	I-B	FALSE	Kolipakam (fieldwork)	
Parji_I-B	Parji	duru1236	pci	I	ān	aːn	aː n	ān	I-B	FALSE		Andronov1964
Tamil_I-B	Tamil	tami1289	tam	I	na:n	naːn	n aː n	na:n	I-B	FALSE	Kolipakam fieldwork	Andronov1964
Telugu_I-B	Telugu	telu1262	tel	I	ne:nu	neːnu	n eː n u	ne:nu	I-B	FALSE	Kolipakam fieldwork	
Toda_I-B	Toda	toda1252	tcx	I	o:n	oːn	oː n	o:n	I-B	FALSE	Kolipakam fieldwork	
Tulu_I-B	Tulu	tulu1258	tcy	I	ja:nu	jaːnu	j aː n u	ja:nu	I-B	FALSE	Kolipakam fieldwork	
Yeruva_I-B	Yeruva	ravu1237	yea	I	na:n	naːn	n aː n	na:n	I-B	FALSE	Kolipakam fieldwork	
Badga_all-A	Badga	bada1257	bfq	all	ella	ella	e l l a	ella	all-A	FALSE	Kolipakam fieldwork	
Kannada_all-A	Kannada	nucl1305	kan	all	ella	ella	e l l a	ella	all-A	FALSE	Kolipakam fieldwork	
Kodava_all-A	Kodava	koda1255	kfa	all	ella	ella	e l l a	ella	all-A	FALSE	Kolipakam fieldwork	
Kota_all-A	Kota	kota1263	kfe	all	ella:m	ellaːm	e l l aː m	ella:m	all-A	FALSE	Kolipakam (fieldwork)	
Malayalam_all-A	Malayalam	mala1464	mal	all	ella	ella	e l l a	ella	all-A	FALSE	Kolipakam fieldwork	
Tamil_all-A	Tamil	tami1289	tam	all	ella:m	ellaːm	e l l aː m	ella:m	all-A	FALSE	Kolipakam fieldwork	Andronov1964
Koya_all-B	Koya	koya1251	kff	all	anta:	antaː	a n t aː	anta:	all-B	FALSE	Kolipakam fieldwork	
Telugu_all-B	Telugu	telu1262	tel	all	anta	anta	a n t a	anta	all-B	FALSE		Andronov1964
Koya_all-C	Koya	koya1251	kff	all	mottam	mottam	m o t t a m	mottam	all-C	FALSE	Kolipakam fieldwork	
Telugu_all-C	Telugu	telu1262	tel	all	mottamu	mottamu	m o t t a m u	mottamu	all-C	FALSE	Kolipakam fieldwork	
Toda_all-D	Toda	toda1252	tcx	all	oʋʋoɖimo	oʋʋoɖimo	o ʋ ʋ o ɖ i m o	oʋʋoɖimo	all-D	FALSE	Kolipakam fieldwork	
Telugu_all-E	Telugu	telu1262	tel	all	anni	anni	a n n i	anni	all-E	FALSE	Kolipakam fieldwork	
Yeruva_all-F	Yeruva	ravu1237	yea	all	nanga:ɭə	nanɡaːɭə	n a n ɡ aː ɭ ə	nanga:ɭə	all-F	FALSE	Kolipakam fieldwork	
Tulu_all-G	Tulu	tulu1258	tcy	all	Ma:ta	maːta	m aː t a	Ma:ta	all-G	FALSE	Kolipakam fieldwork	
Betta_Kurumba_all-H	Betta Kurumba	bett1235	xub	all	o:ʈəja	oːʈəja	oː ʈ ə j a	o:ʈəja	all-H	FALSE	Kolipakam fieldwork	
Kuwi_all-I	Kuwi	kuvi1243	kxv	all	hara	haɾa	h a ɾ a	hara	all-I	FALSE	Kolipakam (fieldwork)	
Brahui_all-J	Brahui	brah1256	brh	all	kull	kull	k u l l	kull	all-J	FALSE	Kolipakam (fieldwork)	
Malto_all-K	Malto	saur1249	mjt	all	go:ʈahi:	ɡoːʈahiː	ɡ oː ʈ a h iː	go:ʈahi:	all-K	FALSE	Kolipakam (fieldwork)	
Malto_all-L	Malto	saur1249	mjt	all	gi:ʈeni:	ɡiːʈeniː	ɡ iː ʈ e n iː	gi:ʈeni:	all-L	FALSE	Kolipakam (fieldwork)	
Kurukh_all-M	Kurukh	kuru1302	kru	all	majin	majin	m a j i n	majin	all-M	FALSE	Kolipakam (fieldwork)	
Kolami_all-N	Kolami	nort2699	kfb	all	ma:k	maːk	m aː k	ma:k	all-N	FALSE	Kolipakam (fieldwork)	
Gondi_all-O	Gondi	nort2702	gno	all	bottig	bottiɡ	b o t t i ɡ	bottig	all-O	FALSE	Kolipakam (fieldwork)	
Malayalam_ashes-A	Malayalam	mala1464	mal	ashes	tʃa:mbal	ʧaːmbal	ʧ aː m b a l	tʃa:mbal	ashes-A	FALSE	Kolipakam fieldwork	
Malayalam_ashes-A	Malayalam	mala1464	mal	ashes	tʃa:ɾam	ʧaːɾam	ʧ aː ɾ a m	tʃa:ɾam	ashes-A	FALSE	Kolipakam fieldwork	
Tamil_ashes-A	Tamil	tami1289	tam	ashes	sa:mbal	saːmbal	s aː m b a l	sa:mbal	ashes-A	FALSE	Kolipakam fieldwork	Andronov1964
Badga_ashes-B	Badga	bada1257	bfq	ashes	kolabu:di	kolabuːdi	k o l a b uː d i	kolabu:di	ashes-B	FALSE	Kolipakam fieldwork	
Betta_Kurumba_ashes-B	Betta Kurumba	bett1235	xub	ashes	pi:di	piːdi	p iː d i	pi:di	ashes-B	FALSE	Kolipakam fieldwork	
Kannada_ashes-B	Kannada	nucl1305	kan	ashes	bu:di	buːdi	b uː d i	bu:di	ashes-B	FALSE	Kolipakam fieldwork	
Kodava_ashes-B	Kodava	koda1255	kfa	ashes	bu:di	buːdi	b uː d i	bu:di	ashes-B	FALSE	Kolipakam fieldwork	
Kota_ashes-B	Kota	kota1263	kfe	ashes	po:du atukə	poːdu atukə	p oː d u   a t u k ə	po:du atukə	ashes-B	FALSE	Kolipakam (fieldwork)	
Koya_ashes-B	Koya	koya1251	kff	ashes	bu:ɖida	buːɖida	b uː ɖ i d a	bu:ɖida	ashes-B	FALSE	Kolipakam fieldwork	
