ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Bulgarian_EYE	Bulgarian	bulg1262	bul	EYE	око	okˈɔ	o k ˈɔ	ɔkɔ	EYE			Dellert et al., 2019
Bulgarian_EAR	Bulgarian	bulg1262	bul	EAR	ухо	uxˈɔ	u x ˈɔ	uxɔ	EAR			Dellert et al., 2019
Bulgarian_NOSE	Bulgarian	bulg1262	bul	NOSE	нос	nɔs	n ɔ s	nɔs	NOSE			Dellert et al., 2019
Bulgarian_MOUTH	Bulgarian	bulg1262	bul	MOUTH	уста	ustˈa	u s t ˈa	usta	MOUTH			Dellert et al., 2019
Bulgarian_TOOTH	Bulgarian	bulg1262	bul	TOOTH	зъб	zɤp	z ɤ p	zɤp	TOOTH			Dellert et al., 2019
Bulgarian_TONGUE	Bulgarian	bulg1262	bul	TONGUE	език	ɛzˈik	ɛ z ˈi k	ɛzik	TONGUE			Dellert et al., 2019
Bulgarian_HAIR	Bulgarian	bulg1262	bul	HAIR	коса	kosˈa	k o s ˈa	kɔsa	HAIR			Dellert et al., 2019
Bulgarian_HAIR	Bulgarian	bulg1262	bul	HAIR	косъм	kˈɔsɐm	k ˈɔ s ɐ m	kɔsɤm	HAIR			Dellert et al., 2019
Bulgarian_NECK	Bulgarian	bulg1262	bul	NECK	врат	vrat	v r a t	vrat	NECK			Dellert et al., 2019
Bulgarian_NECK	Bulgarian	bulg1262	bul	NECK	тил	tiɫ	t i ɫ	tiɫ	NECK			Dellert et al., 2019
Bulgarian_HEAD	Bulgarian	bulg1262	bul	HEAD	глава	ɡɫɐvˈa	ɡ ɫ ɐ v ˈa	ɡɫava	HEAD			Dellert et al., 2019
Bulgarian_BACK	Bulgarian	bulg1262	bul	BACK	гръб	ɡrɤp	ɡ r ɤ p	ɡrɤp	BACK			Dellert et al., 2019
Bulgarian_BELLY	Bulgarian	bulg1262	bul	BELLY	търбух	tɐrbˈux	t ɐ r b ˈu x	корем / kɔrɛm	BELLY			Dellert et al., 2019
Bulgarian_BREAST	Bulgarian	bulg1262	bul	BREAST	гръд	ɡrɤt	ɡ r ɤ t	бозка / bɔzka	BREAST			Dellert et al., 2019
Bulgarian_HAND	Bulgarian	bulg1262	bul	HAND	ръка	rɐkˈa	r ɐ k ˈa	rɤka	HAND			Dellert et al., 2019
Bulgarian_FINGERNAIL	Bulgarian	bulg1262	bul	FINGERNAIL	нокът	nˈɔkɐt	n ˈɔ k ɐ t	nɔkɤt	FINGERNAIL			Dellert et al., 2019
Bulgarian_FINGERNAIL	Bulgarian	bulg1262	bul	FINGERNAIL	нокът	nˈɔkɐt	n ˈɔ k ɐ t	nɔkɤt	FINGERNAIL			Dellert et al., 2019
Bulgarian_FOOT	Bulgarian	bulg1262	bul	FOOT	крак	krak	k r a k	krak	FOOT			Dellert et al., 2019
Bulgarian_FOOT	Bulgarian	bulg1262	bul	FOOT	нога	noɡˈa	n o ɡ ˈa	nɔɡa	FOOT			Dellert et al., 2019
Bulgarian_KNEE	Bulgarian	bulg1262	bul	KNEE	коляно	kolʲˈano	k o lʲ ˈa n o	kɔʎanɔ	KNEE			Dellert et al., 2019
Bulgarian_LEG	Bulgarian	bulg1262	bul	LEG	крак	krak	k r a k	krak	LEG			Dellert et al., 2019
Bulgarian_LEG	Bulgarian	bulg1262	bul	LEG	нога	noɡˈa	n o ɡ ˈa	nɔɡa	LEG			Dellert et al., 2019
Bulgarian_SKIN	Bulgarian	bulg1262	bul	SKIN	кожа	kˈɔʒɐ	k ˈɔ ʒ ɐ	kɔʒa	SKIN			Dellert et al., 2019
Bulgarian_BLOOD	Bulgarian	bulg1262	bul	BLOOD	кръв	krɤf	k r ɤ f	krɤf	BLOOD			Dellert et al., 2019
Bulgarian_BONE	Bulgarian	bulg1262	bul	BONE	кост	kɔst	k ɔ s t	kɔst	BONE			Dellert et al., 2019
Bulgarian_HEART	Bulgarian	bulg1262	bul	HEART	сърце	sɐrʦˈɛ	s ɐ r ʦ ˈɛ	sɤrt͡sɛ	HEART			Dellert et al., 2019
Bulgarian_LIVER	Bulgarian	bulg1262	bul	LIVER	черен дроб	ʧˈɛrɛn drɔp	ʧ ˈɛ r ɛ n   d r ɔ p	t͡ʃɛrɛn drɔp	LIVER			Dellert et al., 2019
Bulgarian_SKY	Bulgarian	bulg1262	bul	SKY	небе	nɛbˈɛ	n ɛ b ˈɛ	nɛbɛ	SKY			Dellert et al., 2019
Bulgarian_SUN	Bulgarian	bulg1262	bul	SUN	слънце	sɫˈɤnʦɛ	s ɫ ˈɤ n ʦ ɛ	sɫɤnt͡sɛ	SUN			Dellert et al., 2019
Bulgarian_MOON	Bulgarian	bulg1262	bul	MOON	луна	ɫunˈa	ɫ u n ˈa	ɫuna	MOON			Dellert et al., 2019
Bulgarian_MOON	Bulgarian	bulg1262	bul	MOON	месец	mˈɛsɛʦ	m ˈɛ s ɛ ʦ	mɛsɛt͡s	MOON			Dellert et al., 2019
Bulgarian_STAR	Bulgarian	bulg1262	bul	STAR	звезда	zvɛzdˈa	z v ɛ z d ˈa	zvɛzda	STAR			Dellert et al., 2019
Bulgarian_WIND	Bulgarian	bulg1262	bul	WIND	вятър	vʲˈatɐr	vʲ ˈa t ɐ r	vʲatɤr	WIND			Dellert et al., 2019
Bulgarian_WATER	Bulgarian	bulg1262	bul	WATER	вода	vodˈa	v o d ˈa	vɔda	WATER			Dellert et al., 2019
Bulgarian_STONE	Bulgarian	bulg1262	bul	STONE	камък	kˈamɐk	k ˈa m ɐ k	kamɤk	STONE			Dellert et al., 2019
Bulgarian_EARTH	Bulgarian	bulg1262	bul	EARTH	земя	zɛmʲˈa	z ɛ mʲ ˈa	zɛmʲa	EARTH			Dellert et al., 2019
Bulgarian_EARTH	Bulgarian	bulg1262	bul	EARTH	почва	pˈɔʧvɐ	p ˈɔ ʧ v ɐ	pɔt͡ʃva	EARTH			Dellert et al., 2019
Bulgarian_DUST	Bulgarian	bulg1262	bul	DUST	прах	prax	p r a x	prax	DUST			Dellert et al., 2019
Bulgarian_SMOKE	Bulgarian	bulg1262	bul	SMOKE	дим	dim	d i m	dim	SMOKE			Dellert et al., 2019
Bulgarian_SMOKE	Bulgarian	bulg1262	bul	SMOKE	пушек	pˈuʃɛk	p ˈu ʃ ɛ k	puʃɛk	SMOKE			Dellert et al., 2019
Bulgarian_FIRE	Bulgarian	bulg1262	bul	FIRE	огън	ˈɔɡɐn	ˈɔ ɡ ɐ n	ɔɡɤn	FIRE			Dellert et al., 2019
Bulgarian_FOG	Bulgarian	bulg1262	bul	FOG	мъгла	mɐɡɫˈa	m ɐ ɡ ɫ ˈa	mɤɡɫa	FOG			Dellert et al., 2019
Bulgarian_CLOUD	Bulgarian	bulg1262	bul	CLOUD	облак	ˈɔbɫɐk	ˈɔ b ɫ ɐ k	ɔbɫak	CLOUD			Dellert et al., 2019
Bulgarian_RAIN	Bulgarian	bulg1262	bul	RAIN	дъжд	dɤʃt	d ɤ ʃ t	dɤʒt	RAIN			Dellert et al., 2019
Bulgarian_SNOW	Bulgarian	bulg1262	bul	SNOW	сняг	snʲak	s nʲ a k	snʲak	SNOW			Dellert et al., 2019
Bulgarian_ICE	Bulgarian	bulg1262	bul	ICE	лед	lɛt	l ɛ t	lɛt	ICE			Dellert et al., 2019
Bulgarian_LAKE	Bulgarian	bulg1262	bul	LAKE	езеро	ˈɛzɛro	ˈɛ z ɛ r o	ɛzɛrɔ	LAKE			Dellert et al., 2019
Bulgarian_FOREST	Bulgarian	bulg1262	bul	FOREST	гора	ɡorˈa	ɡ o r ˈa	ɡɔra	FOREST			Dellert et al., 2019
Bulgarian_MOUNTAIN	Bulgarian	bulg1262	bul	MOUNTAIN	планина	pɫɐninˈa	p ɫ ɐ n i n ˈa	pɫanina	MOUNTAIN			Dellert et al., 2019
Bulgarian_RIVER	Bulgarian	bulg1262	bul	RIVER	река	rɛkˈa	r ɛ k ˈa	rɛka	RIVER			Dellert et al., 2019
Bulgarian_SEA	Bulgarian	bulg1262	bul	SEA	море	morˈɛ	m o r ˈɛ	mɔrɛ	SEA			Dellert et al., 2019
Bulgarian_FLOWER	Bulgarian	bulg1262	bul	FLOWER	цвете	ʦvˈɛtɛ	ʦ v ˈɛ t ɛ	t͡svɛtɛ	FLOWER			Dellert et al., 2019
Bulgarian_GRASS	Bulgarian	bulg1262	bul	GRASS	трева	trɛvˈa	t r ɛ v ˈa	trɛva	GRASS			Dellert et al., 2019
Bulgarian_ROOT	Bulgarian	bulg1262	bul	ROOT	корен	kˈɔrɛn	k ˈɔ r ɛ n	kɔrɛn	ROOT			Dellert et al., 2019
Bulgarian_TREE	Bulgarian	bulg1262	bul	TREE	дърво	dɐrvˈɔ	d ɐ r v ˈɔ	dɤrvɔ	TREE			Dellert et al., 2019
Bulgarian_BARK	Bulgarian	bulg1262	bul	BARK	кора	korˈa	k o r ˈa	kɔra	BARK			Dellert et al., 2019
Bulgarian_LEAF	Bulgarian	bulg1262	bul	LEAF	лист	list	l i s t	list	LEAF			Dellert et al., 2019
Bulgarian_HORN	Bulgarian	bulg1262	bul	HORN	рог	rɔk	r ɔ k	rɔk	HORN			Dellert et al., 2019
Bulgarian_FEATHER	Bulgarian	bulg1262	bul	FEATHER	перо	pɛrˈɔ	p ɛ r ˈɔ	pɛrɔ	FEATHER			Dellert et al., 2019
Bulgarian_WING	Bulgarian	bulg1262	bul	WING	крило	kriɫˈɔ	k r i ɫ ˈɔ	kriɫɔ	WING			Dellert et al., 2019
Bulgarian_FINGERNAIL	Bulgarian	bulg1262	bul	FINGERNAIL	нокът	nˈɔkɐt	n ˈɔ k ɐ t	nɔkɤt	FINGERNAIL			Dellert et al., 2019
Bulgarian_TAIL	Bulgarian	bulg1262	bul	TAIL	опашка	opˈaʃkɐ	o p ˈa ʃ k ɐ	ɔpaʃka	TAIL			Dellert et al., 2019
Bulgarian_EGG	Bulgarian	bulg1262	bul	EGG	яйце	jɐjʦˈɛ	j ɐ j ʦ ˈɛ	jajt͡sɛ	EGG			Dellert et al., 2019
Bulgarian_ANIMAL	Bulgarian	bulg1262	bul	ANIMAL	животно	ʒivˈɔtno	ʒ i v ˈɔ t n o	ʒivɔtnɔ	ANIMAL			Dellert et al., 2019
Bulgarian_DOG	Bulgarian	bulg1262	bul	DOG	куче	kˈuʧɛ	k ˈu ʧ ɛ	kut͡ʃɛ	DOG			Dellert et al., 2019
Bulgarian_BIRD	Bulgarian	bulg1262	bul	BIRD	птица	ptˈiʦɐ	p t ˈi ʦ ɐ	ptit͡sa	BIRD			Dellert et al., 2019
Bulgarian_FISH	Bulgarian	bulg1262	bul	FISH	риба	rˈibɐ	r ˈi b ɐ	riba	FISH			Dellert et al., 2019
Bulgarian_SNAKE	Bulgarian	bulg1262	bul	SNAKE	змия	zmijˈa	z m i j ˈa	zmija	SNAKE			Dellert et al., 2019
Bulgarian_WORM	Bulgarian	bulg1262	bul	WORM	червей	ʧˈɛrvɛj	ʧ ˈɛ r v ɛ j	t͡ʃɛrvɛj	WORM			Dellert et al., 2019
Bulgarian_LOUSE	Bulgarian	bulg1262	bul	LOUSE	въшка	vˈɤʃkɐ	v ˈɤ ʃ k ɐ	vɤʃka	LOUSE			Dellert et al., 2019
Bulgarian_BERRY	Bulgarian	bulg1262	bul	BERRY	плод	pɫɔt	p ɫ ɔ t	pɫɔt	BERRY			Dellert et al., 2019
Bulgarian_SEED	Bulgarian	bulg1262	bul	SEED	семе	sˈɛmɛ	s ˈɛ m ɛ	sɛmɛ	SEED			Dellert et al., 2019
Bulgarian_ASH	Bulgarian	bulg1262	bul	ASH	пепел	pˈɛpɛɫ	p ˈɛ p ɛ ɫ	pɛpɛɫ	ASH			Dellert et al., 2019
Bulgarian_SAND	Bulgarian	bulg1262	bul	SAND	пясък	pʲˈasɐk	pʲ ˈa s ɐ k	pʲasɤk	SAND			Dellert et al., 2019
Bulgarian_PERSON	Bulgarian	bulg1262	bul	PERSON	човек	ʧovˈɛk	ʧ o v ˈɛ k	t͡ʃɔvɛk	PERSON			Dellert et al., 2019
Bulgarian_MAN	Bulgarian	bulg1262	bul	MAN	мъж	mɤʃ	m ɤ ʃ	mɤʃ	MAN			Dellert et al., 2019
Bulgarian_WOMAN	Bulgarian	bulg1262	bul	WOMAN	жена	ʒɛnˈa	ʒ ɛ n ˈa	ʒɛna	WOMAN			Dellert et al., 2019
Bulgarian_FATHER	Bulgarian	bulg1262	bul	FATHER	баща	bɐʃtˈa	b ɐ ʃ t ˈa	baʃta	FATHER			Dellert et al., 2019
Bulgarian_MOTHER	Bulgarian	bulg1262	bul	MOTHER	майка	mˈajkɐ	m ˈa j k ɐ	majka	MOTHER			Dellert et al., 2019
Bulgarian_HUSBAND	Bulgarian	bulg1262	bul	HUSBAND	съпруг	sɐprˈuk	s ɐ p r ˈu k	sɤpruk	HUSBAND			Dellert et al., 2019
Bulgarian_WIFE	Bulgarian	bulg1262	bul	WIFE	съпруга	sɐprˈuɡɐ	s ɐ p r ˈu ɡ ɐ	sɤpruɡa	WIFE			Dellert et al., 2019
Bulgarian_NAME	Bulgarian	bulg1262	bul	NAME	име	ˈimɛ	ˈi m ɛ	imɛ	NAME			Dellert et al., 2019
Bulgarian_STICK	Bulgarian	bulg1262	bul	STICK	прът	prɤt	p r ɤ t	prɤt	STICK			Dellert et al., 2019
Bulgarian_MEAT	Bulgarian	bulg1262	bul	MEAT	месо	mɛsˈɔ	m ɛ s ˈɔ	mɛsɔ	MEAT			Dellert et al., 2019
Bulgarian_FAT	Bulgarian	bulg1262	bul	FAT	мазнина	mɐzninˈa	m ɐ z n i n ˈa	maznina	FAT			Dellert et al., 2019
Bulgarian_SALT	Bulgarian	bulg1262	bul	SALT	сол	sɔɫ	s ɔ ɫ	sɔɫ	SALT			Dellert et al., 2019
Bulgarian_CLOTHES	Bulgarian	bulg1262	bul	CLOTHES	дрехи	drˈɛxi	d r ˈɛ x i	drɛxi	CLOTHES			Dellert et al., 2019
Bulgarian_CLOTHES	Bulgarian	bulg1262	bul	CLOTHES	облекло	oblɛkɫˈɔ	o b l ɛ k ɫ ˈɔ	ɔblɛkɫɔ	CLOTHES			Dellert et al., 2019
Bulgarian_PATH_OR_ROAD	Bulgarian	bulg1262	bul	PATH OR ROAD	пътека	pɐtˈɛkɐ	p ɐ t ˈɛ k ɐ	pɤtɛka	PATH_OR_ROAD			Dellert et al., 2019
Bulgarian_PATH_OR_ROAD	Bulgarian	bulg1262	bul	PATH OR ROAD	път	pɤt	p ɤ t	шосе / ʃɔsɛ	PATH_OR_ROAD			Dellert et al., 2019
Bulgarian_FIGHT	Bulgarian	bulg1262	bul	FIGHT	борба	borbˈa	b o r b ˈa	bɔrba	FIGHT			Dellert et al., 2019
Bulgarian_FIGHT	Bulgarian	bulg1262	bul	FIGHT	сражение	srɐʒˈɛniɛ	s r ɐ ʒ ˈɛ n i ɛ	sraʒɛniɛ	FIGHT			Dellert et al., 2019
Bulgarian_NIGHT	Bulgarian	bulg1262	bul	NIGHT	нощ	nɔʃt	n ɔ ʃ t	nɔʃt	NIGHT			Dellert et al., 2019
Bulgarian_YEAR	Bulgarian	bulg1262	bul	YEAR	година	ɡodˈinɐ	ɡ o d ˈi n ɐ	ɡɔdina	YEAR			Dellert et al., 2019
Bulgarian_BIG	Bulgarian	bulg1262	bul	BIG	едър	ˈɛdɐr	ˈɛ d ɐ r	ɛdɤr	BIG			Dellert et al., 2019
