ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
StandardLithuanian_ALL_1	Lithuanian	lith1251	lit	ALL	vìsas	vʲˈɪsɐs	vʲ ˈɪ s ɐ s	vʸˈɪs-ɐs	ALL_1	FALSE		Baronas I: 91
StandardLithuanian_ASH_1	Lithuanian	lith1251	lit	ASH	pelenaĩ	pʲɛlʲɛnɐ̌j	pʲ ɛ lʲ ɛ n ɐ̌ j	pʸɛlʸ-ɛn-ɐ̌y	ASH_1	FALSE	Plurale tantum.	Baronas I: 324; II: 114
StandardLithuanian_BARK_1	Lithuanian	lith1251	lit	BARK	žievė	ʒʲjɛvʲěː	ʒʲ j ɛ vʲ ěː	žʸyɛvʸ-ěː	BARK_1	FALSE	Baronas also provides the term ɫwb-ɐs {lúobas}, but LKŽ explains it as 'stora medžio žievė, karna', i.e. 'thick bark of the tree, bast' [LKŽ 2017].	Baronas I: 401
StandardLithuanian_BELLY_1	Lithuanian	lith1251	lit	BELLY	pilvas	pʲǐɫvɐs	pʲ ǐ ɫ v ɐ s	pʸǐɫv-ɐs	BELLY_1	FALSE		Baronas I: 248
StandardLithuanian_BIG_1	Lithuanian	lith1251	lit	BIG	dìdelis	dʲˈɪdʲɛlʲɪs	dʲ ˈɪ dʲ ɛ lʲ ɪ s	dʸˈɪdʸ-ɛlʸ-ɪs	BIG_1	FALSE		Baronas I: 63
StandardLithuanian_BIRD_1	Lithuanian	lith1251	lit	BIRD	paũkštis	pɐ̌wkʃʲtʲɪs	p ɐ̌ w k ʃʲ tʲ ɪ s	pɐ̌wkšʸtʸ-ɪs	BIRD_1	FALSE		Baronas II: 321-322
StandardLithuanian_BITE_1	Lithuanian	lith1251	lit	BITE	ką́sti	kɑ̂ːsʲtʲɪ	k ɑ̂ː sʲ tʲ ɪ	kɑ̂ːsʸ-tʸɪ	BITE_1	FALSE		Baronas I: 427
StandardLithuanian_BLACK_1	Lithuanian	lith1251	lit	BLACK	júodas	juə̂dɐs	j u ə̂ d ɐ s	ywd-ɐs	BLACK_1	FALSE		Baronas II: 579
StandardLithuanian_BLOOD_1	Lithuanian	lith1251	lit	BLOOD	kraũjas	krɐ̌wjɐs	k r ɐ̌ w j ɐ s	krɐ̌wy-ɐs	BLOOD_1	FALSE		Baronas I: 417
StandardLithuanian_BONE_1	Lithuanian	lith1251	lit	BONE	káulas	kɐ̂wɫɐs	k ɐ̂ w ɫ ɐ s	kɐ̂wɫ-ɐs	BONE_1	FALSE		Baronas I: 408
StandardLithuanian_BREAST_1	Lithuanian	lith1251	lit	BREAST	krūtìnė	kruːtʲˈɪnʲeː	k r uː tʲ ˈɪ nʲ eː	kruːtʸ-ˈɪnʸ-eː	BREAST_1	FALSE	Distinct from kruːtʸ-ˈɪs {krūtis} 'female breast' [Baronas I: 191], although {krūtìnė} can be used in this meaning as well [LKŽ 2017]. Distinct from pʸˈɪršʸ-iːs {piršys} 'horse breast'.	Baronas I: 191
StandardLithuanian_BURN_1	Lithuanian	lith1251	lit	BURN	dẽginti	dʲæ̌ɡʲɪntʲɪ	dʲ æ̌ ɡʲ ɪ n tʲ ɪ	dʸä̌gʸ-ɪn-tʸɪ	BURN_1	FALSE	Distinct from dʸˈɛk-tʸɪ {degti} 'to burn (intransitive)' [Baronas I: 184].	Baronas I: 247
StandardLithuanian_FINGERNAIL_1	Lithuanian	lith1251	lit	FINGERNAIL	nãgas	nɐ̌ɡɐs	n ɐ̌ ɡ ɐ s	nɐ̌g-ɐs	FINGERNAIL_1	FALSE		Baronas I: 565
StandardLithuanian_CLOUD_1	Lithuanian	lith1251	lit	CLOUD	debesìs	dʲɛbʲɛsʲˈɪs	dʲ ɛ bʲ ɛ sʲ ˈɪ s	dʸɛbʸ-ɛsʸ-ˈɪs	CLOUD_1	FALSE	Distinct from rǔːk-ɐs {rūkas} 'fog' [Baronas II: 514].	Baronas II: 12
StandardLithuanian_COLD_1	Lithuanian	lith1251	lit	COLD	šáltas	ʃɐ̂ɫtɐs	ʃ ɐ̂ ɫ t ɐ s	šɐ̂ɫt-ɐs	COLD_1	FALSE		Baronas II: 567
StandardLithuanian_COME_1	Lithuanian	lith1251	lit	COME	ateĩti	ɐtʲêjtʲɪ	ɐ tʲ ê j tʲ ɪ	ɐtʸ=y-tʸɪ	COME_1	FALSE		Baronas II: 262-263
StandardLithuanian_DIE_1	Lithuanian	lith1251	lit	DIE	mir̃ti	mʲǐrʲtʲɪ	mʲ ǐ rʲ tʲ ɪ	mʸǐrʸ-tʸɪ	DIE_1	FALSE	Baronas also cites the term pɐ=sʸɪ=mʸǐrʸ-tʸɪ {pasimir̃ti}, but it probably means 'to pass away' [Lyberis 2001: 536].	Baronas II: 533
StandardLithuanian_DIE_1	Lithuanian	lith1251	lit	DIE	numir̃ti	nʊmʲǐrʲtʲɪ	n ʊ mʲ ǐ rʲ tʲ ɪ	nʊ=mʸǐrʸ-tʸɪ	DIE_1	FALSE	Baronas also cites the term pɐ=sʸɪ=mʸǐrʸ-tʸɪ {pasimir̃ti}, but it probably means 'to pass away' [Lyberis 2001: 536].	Baronas II: 533
StandardLithuanian_DOG_1	Lithuanian	lith1251	lit	DOG	šuõ	ʃuə̌	ʃ u ə̌	šw	DOG_1	FALSE		Baronas II: 443
StandardLithuanian_DRINK_1	Lithuanian	lith1251	lit	DRINK	gérti	ɡʲæ̂rʲtʲɪ	ɡʲ æ̂ rʲ tʲ ɪ	gʸä̂rʸ-tʸɪ	DRINK_1	FALSE		Baronas II: 152-153
StandardLithuanian_DRY_1	Lithuanian	lith1251	lit	DRY	saũsas	sɐ̌wsɐs	s ɐ̌ w s ɐ s	sɐ̌ws-ɐs	DRY_1	FALSE		Baronas II: 488
StandardLithuanian_EAR_1	Lithuanian	lith1251	lit	EAR	ausìs	ɐwsʲˈɪs	ɐ w sʲ ˈɪ s	ɐwsʸ-ˈɪs	EAR_1	FALSE		Baronas II: 549
StandardLithuanian_EARTH_1	Lithuanian	lith1251	lit	EARTH	žẽmė	ʒʲæ̌mʲeː	ʒʲ æ̌ mʲ eː	žʸä̌mʸ-eː	EARTH_1	FALSE		Baronas I: 318
StandardLithuanian_EAT_1	Lithuanian	lith1251	lit	EAT	válgyti	vɐ̂ɫɡʲiːtʲɪ	v ɐ̂ ɫ ɡʲ iː tʲ ɪ	vɐ̂ɫgʸ-iː-tʸɪ	EAT_1	FALSE	Distinct from êːsʸ-tʸɪ {ė́sti} 'to eat (about animals)' [Baronas I: 241].	Baronas I: 241
StandardLithuanian_EGG_1	Lithuanian	lith1251	lit	EGG	kiaušìnis	kʲɛwʃʲˈɪnʲɪs	kʲ ɛ w ʃʲ ˈɪ nʲ ɪ s	kʸɛwšʸ-ˈɪnʸ-ɪs	EGG_1	FALSE		Baronas II: 609
StandardLithuanian_EYE_1	Lithuanian	lith1251	lit	EYE	akìs	ɐkʲˈɪs	ɐ kʲ ˈɪ s	ɐkʸ-ˈɪs	EYE_1	FALSE		Baronas I: 175
StandardLithuanian_FAT_1	Lithuanian	lith1251	lit	FAT	riebalaĩ	rʲjɛbaɫɐ̌j	rʲ j ɛ b a ɫ ɐ̌ j	rʸyɛbaɫ-ɐ̌y	FAT_1	FALSE	Plurale tantum.	Baronas I: 250
StandardLithuanian_FEATHER_1	Lithuanian	lith1251	lit	FEATHER	plùnksna	pɫûŋksnɐ	p ɫ û ŋ k s n ɐ	pɫûŋksn-ɐ	FEATHER_1	FALSE	Distinct from puːk-ɐ̌y {pūkaĩ} (plural form) 'down' [Baronas II: 326].	Baronas II: 147
StandardLithuanian_FIRE_1	Lithuanian	lith1251	lit	FIRE	ugnìs	ʊɡnʲˈɪs	ʊ ɡ nʲ ˈɪ s	ʊgnʸ-ˈɪs	FIRE_1	FALSE		Baronas II: 37
StandardLithuanian_FISH_1	Lithuanian	lith1251	lit	FISH	žuvìs	ʒʊvʲˈɪs	ʒ ʊ vʲ ˈɪ s	žʊvʸ-ˈɪs	FISH_1	FALSE		Baronas II: 387
StandardLithuanian_FLY_1	Lithuanian	lith1251	lit	FLY	skrìsti	sʲkrʲˈɪsʲtʲɪ	sʲ k rʲ ˈɪ sʲ tʲ ɪ	sʸkrʸˈɪsʸ-tʸɪ	FLY_1	FALSE	The meaning 'to fly' is indicated in [LKŽ 2017] without any further semantic specification, so we include both equivalents into the list.	There are two terms for 'to fly': sʸkrʸˈɪsʸ-tʸɪ {skrìsti} and lʸěːk-tʸɪ {lkti} 'to fly / to rush' [Baronas I: 436]
StandardLithuanian_FLY_2	Lithuanian	lith1251	lit	FLY	lėkti	lʲěːktʲɪ	lʲ ěː k tʲ ɪ	lʸěːk-tʸɪ	FLY_2	FALSE		Baronas I: 436
StandardLithuanian_FOOT_1	Lithuanian	lith1251	lit	FOOT	kója	kôːjɛ	k ôː j ɛ	kôːy-ɛ	FOOT_1	FALSE		Baronas I: 565
StandardLithuanian_FULL_1	Lithuanian	lith1251	lit	FULL	pìlnas	pîɫnɐs	p î ɫ n ɐ s	pîɫn-ɐs	FULL_1	FALSE		Baronas II: 207
StandardLithuanian_GIVE_1	Lithuanian	lith1251	lit	GIVE	dúoti	duə̂tʲɪ	d u ə̂ tʲ ɪ	dw-tʸɪ	GIVE_1	FALSE		Baronas I: 198
StandardLithuanian_GOOD_1	Lithuanian	lith1251	lit	GOOD	gẽras	ɡʲæ̌rɐs	ɡʲ æ̌ r ɐ s	gʸä̌r-ɐs	GOOD_1	FALSE		Baronas II: 568
StandardLithuanian_GREEN_1	Lithuanian	lith1251	lit	GREEN	žãlias	ʒɐ̌lʲɛs	ʒ ɐ̌ lʲ ɛ s	žɐ̌lʸ-ɛs	GREEN_1	FALSE		Baronas I: 318
StandardLithuanian_HAIR_1	Lithuanian	lith1251	lit	HAIR	pláukas	pɫɐ̂wkɐs	p ɫ ɐ̂ w k ɐ s	pɫɐ̂wk-ɐs	HAIR_1	FALSE		Baronas I: 116
StandardLithuanian_HAND_1	Lithuanian	lith1251	lit	HAND	rankà	rɐŋkˈɐ	r ɐ ŋ k ˈɐ	rɐŋk-ˈɐ	HAND_1	FALSE	Polysemy: 'hand / arm' [LKŽ 2017].	Baronas II: 385-386
StandardLithuanian_HEAD_1	Lithuanian	lith1251	lit	HEAD	galvà	ɡɐɫvˈɐ	ɡ ɐ ɫ v ˈɐ	gɐɫv-ˈɐ	HEAD_1	FALSE		Baronas I: 180
