Language_ID,Feature_ID,IPA,Value
Badga,COLD,koɾuʋə,1
Kota,COLD,koɾʋə,1
Betta_Kurumba,COLD,səjlijə,2
Brahui,COLD,jakʰ,3
Brahui,COLD,jax,3
Gondi,COLD,sallaɡ,4
Koya,COLD,sallaː,4
Telugu,COLD,ʧalla,4
Tulu,COLD,ʧappa,4
Kannada,COLD,taɳɳiɡe,5
Kodava,COLD,talinʤadə,5
Malayalam,COLD,taɳuppə,5
Yeruva,COLD,taɳiʤe,5
Kodava,COLD,koːʈa,6
Toda,COLD,koɾti,6
Kolami,COLD,pani,7
Malto,COLD,panijaː,7
Parji,COLD,paɲil,7
Kurukh,COLD,kiːɾna,8
Malto,COLD,kiʋa,8
Tamil,COLD,kuɭiɾʧi,9
Badga,DOG,ne,10
Betta_Kurumba,DOG,naːjə,10
Gondi,DOG,nej,10
Kannada,DOG,naːji,10
Kodava,DOG,naːji,10
Kolami,DOG,aːte,10
Kota,DOG,naːji,10
Koya,DOG,nej,10
Malayalam,DOG,naːja,10
Ollari_Gadba,DOG,ne,10
Parji,DOG,netta,10
Tamil,DOG,naːji,10
Toda,DOG,noi,10
Tulu,DOG,naːji,10
Yeruva,DOG,naːji,10
Brahui,DOG,kuʧak,11
Malto,DOG,kuʧʧo,11
Kurukh,DOG,alla,12
Malayalam,DOG,paʈʈi,13
Telugu,DOG,kukka,14
Badga,CLOUD,manʤu,15
Betta_Kurumba,CLOUD,moːɖə,16
Kannada,CLOUD,moːɖa,16
Kodava,CLOUD,moːɖa,16
Telugu,CLOUD,moːɖamu,16
Tulu,CLOUD,moːɖa,16
Yeruva,CLOUD,moːɖa,16
Brahui,CLOUD,ʤammaɾ,17
Gondi,CLOUD,mabbu,18
Koya,CLOUD,mabbu,18
Telugu,CLOUD,mabbu,18
Kannada,CLOUD,mẽɡha,19
Kota,CLOUD,meːɡam,19
Malayalam,CLOUD,mekʰam,19
Tamil,CLOUD,meːɡam,19
Telugu,CLOUD,meːɡʰamu,19
Toda,CLOUD,meːɡam,19
Kolami,CLOUD,aːbaɾ,20
Kurukh,CLOUD,badaːli,21
Malto,CLOUD,badliː,21
Kuwi,CLOUD,haːɡu,22
Kuwi,CLOUD,dunɖaɾa,23
Parji,CLOUD,malɡuɾ,24
Badga,FOOT,anɡaːlə,25
Kodava,FOOT,anɡaːl,25
Betta_Kurumba,FOOT,kaːlə,26
Gondi,FOOT,kaːl,26
Tamil,FOOT,kaalə,26
Toda,FOOT,koːl,26
Tulu,FOOT,kaːlə,26
Yeruva,FOOT,kaːlə,26
Brahui,FOOT,nat,27
Kannada,FOOT,aɖi,28
Koya,FOOT,aɖuɡu,28
Malayalam,FOOT,aʈi,28
Tamil,FOOT,aɖi,28
Telugu,FOOT,aɖuɡu,28
Kannada,FOOT,paːda,29
Kuwi,FOOT,paːdami,29
Malayalam,FOOT,paːdam,29
Ollari_Gadba,FOOT,paːdam,29
Tamil,FOOT,paːdam,29
Telugu,FOOT,paːdamu,29
Kolami,FOOT,ʤeʈʈa,30
Kota,FOOT,tapaɖ,31
Kurukh,FOOT,kʰeɖ,32
Malto,FOOT,ɾaɖadu,33
Badga,BURN,kiʧiːkdə,34
Betta_Kurumba,BURN,kattu,34
Betta_Kurumba,BURN,kettu,34
Kota,BURN,kaːto,34
Malayalam,BURN,katikkuɡa,34
Toda,BURN,tiːkku kaːttiti,34
Betta_Kurumba,BURN,bjaːɭ,35
Betta_Kurumba,BURN,ben,35
Brahui,BURN,xaːxaɾ tinninɡ,36
Gondi,BURN,niɾus,37
Kannada,BURN,suɖu,38
Kodava,BURN,ʧuːɖə,38
Yeruva,BURN,ʧuːɖə,38
Kolami,BURN,ɡonɖka,39
Koya,BURN,maɳɖu,40
Telugu,BURN,maɳɖu,40
Kurukh,BURN,olna,41
Malto,BURN,meːda,42
Tamil,BURN,eɾi,43
Telugu,BURN,kaːlu,44
Tulu,BURN,pottaʋaɾa,45
Badga,NECK,katə,46
Kota,NECK,kaɖateːl,46
Malayalam,NECK,kaɻutə,46
Tamil,NECK,kaɭuttə,46
Betta_Kurumba,NECK,kpːmaːɭi,47
Brahui,NECK,lex,48
Gondi,NECK,ɡuɖunɡa,49
Kannada,NECK,kuthiɡe,50
Kodava,NECK,boːɭe,51
Yeruva,NECK,boːɭe,51
Kolami,NECK,mak,52
Koya,NECK,meɖakaːja,53
Telugu,NECK,meɖa,53
Toda,NECK,maɾ,53
Kurukh,NECK,kʰesiɾ,54
Malto,NECK,asaɾdu,54
Malto,NECK,ɖoːnɖo,55
Ollari_Gadba,NECK,kanɖ,56
Tulu,NECK,kekkilə,57
Badga,STONE,kallə,58
Betta_Kurumba,STONE,kallə,58
Brahui,STONE,xal,58
Kannada,STONE,kallu,58
Kodava,STONE,kallə,58
Kota,STONE,kal,58
Malayalam,STONE,kallə,58
Ollari_Gadba,STONE,kanɖ,58
Parji,STONE,kel,58
Tamil,STONE,kallə,58
Toda,STONE,kaɾs,58
Tulu,STONE,kallu,58
Yeruva,STONE,kallu,58
Gondi,STONE,baɳɖa,59
Kolami,STONE,ɡunɖə,60
Koya,STONE,ɾaːj,61
Telugu,STONE,ɾaːji,61
Kurukh,STONE,pakʰna,62
Kuwi,STONE,ʋali,63
Malto,STONE,ɡuɡa,64
Badga,KNEE,muʈʈi,65
Kolami,KNEE,muɖsu,65
Malayalam,KNEE,muʈʈə,65
Tamil,KNEE,muʈʈi,65
Tamil,KNEE,muːʈə,65
Toda,KNEE,muʈʈi,65
Betta_Kurumba,KNEE,mannɡaːlə,66
Brahui,KNEE,ɡoːɖ,67
Gondi,KNEE,tonɡɾa,68
Kannada,KNEE,muɳakaːlo,69
Kota,KNEE,moːɡaːl,69
Koya,KNEE,moːkaːl,69
Kurukh,KNEE,muka,69
Malayalam,KNEE,muɻaŋkaːl,69
Malto,KNEE,muːka,69
Tamil,KNEE,muɻaŋkaːl,69
Telugu,KNEE,moːkaːlu,69
Yeruva,KNEE,muːlekaːlə,69
Kannada,KNEE,maɳɖi,70
Kodava,KNEE,maɳɖi,70
Kuwi,KNEE,mendaja,70
Koya,KNEE,boʈmiɳɖaː,71
Ollari_Gadba,KNEE,ʋanɡul,72
Tulu,KNEE,meɳakaːləɡanʈu,73
Badga,WHITE,ʋeɭɭe,74
Betta_Kurumba,WHITE,bəɭɭu,74
Kannada,WHITE,biɭi,74
Kodava,WHITE,boltadə,74
Kota,WHITE,ʋellə,74
Malayalam,WHITE,ʋeɭuppə,74
Parji,WHITE,vil,74
Tamil,WHITE,veɭɭə,74
Telugu,WHITE,vella,74
Toda,WHITE,pelti,74
Tulu,WHITE,boldu,74
Yeruva,WHITE,boltaji,74
Brahui,WHITE,piːun,75
Gondi,WHITE,tellaɡ,76
Kolami,WHITE,telluɖi,76
Koya,WHITE,telup,76
Telugu,WHITE,telupu,76
Kurukh,WHITE,paɳɖɾu,77
Kuwi,WHITE,pandi,77
Kuwi,WHITE,dumda,78
Kuwi,WHITE,kumnɖi,79
Malto,WHITE,sadaː,80
Malto,WHITE,ʤinpɾo,81
Badga,EAT,timbə,82
Betta_Kurumba,EAT,tinn,82
Kannada,EAT,tinnu,82
Kodava,EAT,tinə,82
Kota,EAT,tin atej,82
Koya,EAT,tinnu,82
Kuwi,EAT,tinu,82
Malayalam,EAT,tinnuɡa,82
Ollari_Gadba,EAT,tin,82
Parji,EAT,tin,82
Telugu,EAT,tinu,82
Yeruva,EAT,tinnoː,82
Brahui,EAT,kuninɡ,83
Gondi,EAT,ʤeʋi,84
Kolami,EAT,aːntisatun,85
Kurukh,EAT,mokʰna,86
Malto,EAT,ʤaːɡoːlpah,87
Malto,EAT,lapah,87
Tamil,EAT,saːpədə,88
Toda,EAT,toɾtin,89
Tulu,EAT,uɳaːɾa,90
Badga,TAIL,paːlə,91
Betta_Kurumba,TAIL,baːlə,91
Kannada,TAIL,baːla,91
Kodava,TAIL,baːlə,91
Kota,TAIL,ʋaːlə,91
Malayalam,TAIL,ʋaːlə,91
Tamil,TAIL,ʋaːlə,91
Telugu,TAIL,vaːlamu,91
Toda,TAIL,poːɾsam,91
Yeruva,TAIL,baːlu,91
Brahui,TAIL,liʈʈik,92
Gondi,TAIL,tokoɾ,93
Kolami,TAIL,toːka,93
Koya,TAIL,tokaːɾ,93
Parji,TAIL,tõka,93
Telugu,TAIL,toːka,93
Kurukh,TAIL,kʰola,94
Malto,TAIL,oli,94
Ollari_Gadba,TAIL,kindiɾ,95
Tulu,TAIL,biːla,96
Badga,TOOTH,hallə,97
Betta_Kurumba,TOOTH,pallə,97
Gondi,TOOTH,pal,97
Kannada,TOOTH,hallu,97
Kodava,TOOTH,pallə,97
Kolami,TOOTH,palku,97
Kota,TOOTH,pal,97
Koya,TOOTH,palk,97
Kurukh,TOOTH,pall,97
Kuwi,TOOTH,palu,97
Malayalam,TOOTH,pallə,97
Malto,TOOTH,paːldu,97
Ollari_Gadba,TOOTH,paːlkill,97
