ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
NorthernYana_ALL_ALL_Yana_1	Northern Yana	nort2963	ynn	ALL	="=pa-nau-ma-"	panauma	p a n a u m a	="=pa-nau-ma-"	ALL_Yana_1	FALSE	Polysemy: 'all kinds / all / every / everyone / everywhere / every time'. "Added to both noun and verb stems". The first morpheme is identical to =pa- 'completely / altogether / in many places / to finish doing' [ibid.], the second one, -nau-, possibly means 'much' [Sapir & Swadesh 1960: 136].	Sapir & Swadesh 1960: 44
NorthernYana_ASH_ASH_Yana_1	Northern Yana	nort2963	ynn	ASH	tʼapʔlaːwi-ʔau-na	tʼapʔlaːwiʔauna	tʼ a p ʔ l aː w i ʔ a u n a	tʼapʔlaːwi-ʔau-na	ASH_Yana_1	FALSE	Literally 'dust-fire' (cf. tʼapʔlaːwi- 'dust' [ibid.] and ʔau-na 'fire' [Sapir & Swadesh 1960: 28]).	Sapir & Swadesh 1960: 161
NorthernYana_BARK_BARK_Yana_1	Northern Yana	nort2963	ynn	BARK	patʔyau-na	patʔjauna	p a t ʔ j a u n a	patʔyau-na	BARK_Yana_1	FALSE	Cognate to Central Yana panʔyau-na 'dead bark' [ibid.].	Sapir & Swadesh 1960: 49
NorthernYana_BELLY_BELLY_Yana_1	Northern Yana	nort2963	ynn	BELLY	wil-la	willa	w i l l a	wil-la	BELLY_Yana_1	FALSE		Sapir & Swadesh 1960: 175
NorthernYana_BIG_BIG_Yana_1	Northern Yana	nort2963	ynn	BIG	pa=cal- #	paʦal	p a ʦ a l	pa=cal- #	BIG_Yana_1	FALSE	The dictionary lists several words for 'big', but only two of them are represented in texts in [Sapir 1910]: pa=cal- and CN cʰil- 'big' [Sapir & Swadesh 1960: 57]. It is hard to decide which of the two is the primary synonym. Other synonyms are taː- 'big' (occurs in taː-xa 'river, Sacramento River' = "big water") [Sapir & Swadesh 1960: 67] and YN tutʔ- 'big, much (with descriptive suffixes) greatly' [Sapir & Swadesh 1960: 78]. There is also a suffix: N -cʰul-la 'big', added to nouns [Sapir & Swadesh 1960: 58].	Sapir & Swadesh 1960: 43
NorthernYana_BIRD_BIRD_Yana_1	Northern Yana	nort2963	ynn	BIRD	cutʔawi	ʦutʔawi	ʦ u t ʔ a w i	cutʔawi	BIRD_Yana_1	FALSE	Possibly contains the plural marker -tʔ-...-wi [Sapir & Swadesh 1960: 173].	Sapir & Swadesh 1960: 207
NorthernYana_BITE_BITE_Yana_1	Northern Yana	nort2963	ynn	BITE	ca- #	ʦa	ʦ a	ca- #	BITE_Yana_1	FALSE	Polysemy: 'to eat / to bite'. In the list of Northern Yana verbal stems in [Sapir 1922: 219] ca- 'eat, have in the mouth' is marked with an asterisk, signalling that "the stem cannot be directly followed by grammatical (i.e., tense-modal and pronominal) suffixes, but must have its meaning completed by one or more derivational suffixes" [Sapir 1922: 217]. However, in the meaning 'to bite' (not given in [Sapir 1922]) this stem does occur without further derivational material: cf. the form coː-nʔ-tʰ 'she bit' [Sapir 1910: 205.12] (coː- ablaut variant of ca-, -nʔ- remote past, -tʰ quotative). Another candidate is mai- 'to bite' [Sapir & Swadesh 1960: 120]. In the Northern Yana text "Grizzly Bear and Deer" [Sapir 1910: 203-208] both verbs are used in the same contexts in the meaning 'to bite'.	Sapir & Swadesh 1960: 193
NorthernYana_BLACK_BLACK_Yana_1	Northern Yana	nort2963	ynn	BLACK	ta=pʰal-sa-	tapʰalsa	t a pʰ a l s a	ta=pʰal-sa-	BLACK_Yana_1	FALSE	The sequence of morphemes ta=...-sa- has the meaning 'to be in appearance or form'. The "secondary stem" =pʰal- means 'black' [Sapir & Swadesh 1960: 139].	Sapir & Swadesh 1960: 70
NorthernYana_BLOOD_BLOOD_Yana_1	Northern Yana	nort2963	ynn	BLOOD	watʔ-tu-wi	watʔtuwi	w a t ʔ t u w i	watʔ-tu-wi	BLOOD_Yana_1	FALSE	Related to 'red' q.v.	Sapir & Swadesh 1960: 167
NorthernYana_BONE_BONE_Yana_1	Northern Yana	nort2963	ynn	BONE	ʔixtalʔ-	ʔixtalʔ	ʔ i x t a l ʔ	ʔixtalʔ-	BONE_Yana_1	FALSE		Sapir & Swadesh 1960: 35
NorthernYana_BREAST_BREAST_Yana_1	Northern Yana	nort2963	ynn	BREAST	cuxpin-na	ʦuxpinna	ʦ u x p i n n a	cuxpin-na	BREAST_Yana_1	FALSE		Sapir & Swadesh 1960: 210
NorthernYana_BURN (SOMETHING)_BURN (SOMETHING)_Yana_1	Northern Yana	nort2963	ynn	BURN (SOMETHING)	haʔwi(ː)-	haʔwiː	h a ʔ w iː	haʔwi(ː)-	BURN (SOMETHING)_Yana_1	FALSE		Sapir & Swadesh 1960: 88
NorthernYana_CLAW OR NAIL_CLAW OR NAIL_Yana_1	Northern Yana	nort2963	ynn	CLAW OR NAIL	sukʼuʔlip-tal-la	sukʼuʔliptalla	s u kʼ u ʔ l i p t a l l a	sukʼuʔlip-tal-la	CLAW OR NAIL_Yana_1	FALSE	Glossed as 'fingernail'. "N form recorded sukʼoolib-". Contains tal-la 'hand, finger' q.v.	Sapir & Swadesh 1960: 155
NorthernYana_COME_COME_Yana_1	Northern Yana	nort2963	ynn	COME	ni-	ni	n i	ni-	COME_Yana_1	FALSE	Glossed as 'one male goes, walks'. There is no sepatate verb 'to come' in Yana. Instead, the verb 'to go' with various directional suffixes is used. The latter has the following suppletive stems: ni- for singular male subject, ha- for singular female subject [Sapir & Swadesh 1960: 87], and hat- for plural subject [Sapir & Swadesh 1960: 92].	Sapir & Swadesh 1960: 136
NorthernYana_COME_COME_Yana_2	Northern Yana	nort2963	ynn	COME	ha-	ha	h a	ha-	COME_Yana_2	FALSE	Glossed as 'one female goes'.	Sapir & Swadesh 1960: 87
NorthernYana_DIE_DIE_Yana_1	Northern Yana	nort2963	ynn	DIE	ti-...-lau-	tilau	t i l a u	ti-...-lau-	DIE_Yana_1	FALSE	According to [Sapir 1923: 292], the primary verb stem ti- indicates 'continuous movement, passage', and ti-...-lau- is literally 'to pass out of (life)' (one of the meanings of -lau- is 'out of an enclosed space' [Sapir & Swadesh 1960: 115]). Secondary synonyms: micʼ-saː-, glossed as 'to die' in the dictionary [Sapir & Swadesh 1960: 127], but translated as 'to perish' in the texts [Sapir 1910: 198], and pakarwaukʼiyau-...-ʔa 'to die, drop dead' [Sapir & Swadesh 1960: 47].	Sapir & Swadesh 1960: 76
NorthernYana_DOG_DOG_Yana_1	Northern Yana	nort2963	ynn	DOG	suːsu	suːsu	s uː s u	suːsu	DOG_Yana_1	FALSE	Polysemy: 'dog / horse'.	Sapir & Swadesh 1960: 155
NorthernYana_DRINK_DRINK_Yana_1	Northern Yana	nort2963	ynn	DRINK	siː-	siː	s iː	siː-	DRINK_Yana_1	FALSE		Sapir & Swadesh 1960: 153
NorthernYana_DRY_DRY_Yana_1	Northern Yana	nort2963	ynn	DRY	kʰul-si-	kʰulsi	kʰ u l s i	kʰul-si-	DRY_Yana_1	FALSE	Glossed as 'to feel dry, to dry'. According to [Sapir 1923: 269], kʰul-si- means both 'to be dry' and 'to feel dry, thirsty'. The morpheme -si- is met only in kʰul-si- [Sapir & Swadesh 1960: 151]. The root kʰul- is met also in kʰul-tʼarakʼi- 'very dry, thirsty'. In [Sapir & Swadesh 1960: 104], two more derivates from kʰul- are adduced: kʰul-micʼi-cukʼutʔcʼi 'to feel sorry' ("one's heart feels together") and kʰul-ca- 'to feel bad, lazy'. Accordingly, the meaning of the root kʰul- is given as 'to be, feel'. It is not excluded that we deal here with two homonymous roots, 'dry' and 'to feel'.	Sapir & Swadesh 1960: 104
NorthernYana_EAR_EAR_Yana_1	Northern Yana	nort2963	ynn	EAR	malʔku	malʔku	m a l ʔ k u	malʔku	EAR_Yana_1	FALSE	Dual maː[ti]lʔk-uːwi.	Sapir & Swadesh 1960: 121
