Language_ID,Feature_ID,IPA,Value
Cahuilla,COLD,jui̯ma,1
Cupeño,COLD,jui̯,1
Central_Tarahumara,COLD,rula,2
Huarijío,COLD,tula,2
Luiseño,COLD,pituptuʃ,2
Chemehuevi,COLD,sɨjaʔi,3
Chemehuevi,COLD,sɨtːuʔi,3
Hopi,COLD,sɨːsɨŋwa,3
Kawaiisu,COLD,situʔwidɨ,3
Mayo,COLD,sebːe,3
Northern_Tepehuan,COLD,jupidi,3
Pima_Bajo,COLD,shɨːp,3
Southeastern_Tepehuan,COLD,xɨp,3
Southern_Paiute,COLD,ʃɨppɨta,3
Tohono_O'odham,COLD,shɨːpid,3
Tongva,COLD,ʂuvoʔ,3
Tubar,COLD,seve,3
Tübatulabal,COLD,ʃɨːbt,3
Tübatulabal,COLD,ɨʃɨi̯p,3
Ute,COLD,sijaʔi,3
Yaqui,COLD,sebe,3
Yaqui,COLD,seebe,3
Classical_Nahuatl,COLD,ictik,4
Comanche,COLD,ɨi̯cɨʔi,4
Highland_Puebla_Nahuatl,COLD,seseːk,4
Mono,COLD,ɨcɨʔɨ,4
Northern_Paiute,COLD,ɨcɨʦːɨ,4
Panamint,COLD,ɨi̯cɨi̯,4
Pipil,COLD,sesek,4
Serrano,COLD,ɨcɨ,4
Shoshoni,COLD,ɨi̯cɨʔi,4
Tetelcingo_Nahuatl,COLD,ictiːk,4
El_Nayar_Cora,COLD,kɨmwahraraʔa,5
Eudeve,COLD,uteen,6
Teguima,COLD,utːe,6
Huichol,COLD,haɨ̯tɨze,7
Cahuilla,DOG,awal,8
Cupeño,DOG,awal,8
Luiseño,DOG,awaal,8
Central_Tarahumara,DOG,koʧi,9
Serrano,DOG,kuciʔ,9
Chemehuevi,DOG,punkuːci,10
Hopi,DOG,pooko,10
Kawaiisu,DOG,puɡuzɨ,10
Mono,DOG,pukːu,10
Northern_Paiute,DOG,sokopukːu,10
Northern_Paiute,DOG,sokopːukːu,10
Panamint,DOG,isa,10
Panamint,DOG,isapunku,10
Tübatulabal,DOG,punku,10
Chemehuevi,DOG,waʔacuku,11
Northern_Paiute,DOG,satɨʔɨ,11
Classical_Nahuatl,DOG,ʧiːʧiː,12
El_Nayar_Cora,DOG,ʦɨʔɨ,12
Eudeve,DOG,ʧutzi,12
Highland_Puebla_Nahuatl,DOG,iʧwiːnti,12
Huarijío,DOG,ʦuhcuri,12
Huichol,DOG,ʦɨka,12
Mayo,DOG,ʧuːʔu,12
Tetelcingo_Nahuatl,DOG,ʧiːʧiːtu,12
Tubar,DOG,ʦucu,12
Yaqui,DOG,ʧuuʔu,12
Comanche,DOG,sariː,13
Shoshoni,DOG,satiː,13
Southern_Paiute,DOG,satiː,13
Ute,DOG,satici,13
Northern_Tepehuan,DOG,ɡoɡosci,14
Pima_Bajo,DOG,ɡoɡs,14
Southeastern_Tepehuan,DOG,ɡaɡoːx,14
Tohono_O'odham,DOG,ɡoɡs,14
Tongva,DOG,wuʃi,14
Pipil,DOG,pelu,15
Teguima,DOG,ʧitːa,16
Cahuilla,KNOW (SOMETHING),eʔnan,17
Luiseño,KNOW (SOMETHING),oʔna,17
Luiseño,KNOW (SOMETHING),unani,17
Serrano,KNOW (SOMETHING),ɨnaːn,17
Tongva,KNOW (SOMETHING),hjoːn,17
Central_Tarahumara,KNOW (SOMETHING),maʧi,18
Classical_Nahuatl,KNOW (SOMETHING),maːti,18
El_Nayar_Cora,KNOW (SOMETHING),mwaʔatʲe,18
El_Nayar_Cora,KNOW (SOMETHING),mwaʔareː,18
Highland_Puebla_Nahuatl,KNOW (SOMETHING),mati,18
Huarijío,KNOW (SOMETHING),maci,18
Huichol,KNOW (SOMETHING),ma,18
Huichol,KNOW (SOMETHING),mai̯,18
Huichol,KNOW (SOMETHING),mate,18
Northern_Tepehuan,KNOW (SOMETHING),mate,18
Pima_Bajo,KNOW (SOMETHING),maːt,18
Pipil,KNOW (SOMETHING),mati,18
Pochutec,KNOW (SOMETHING),meti,18
Southeastern_Tepehuan,KNOW (SOMETHING),maːt,18
Tetelcingo_Nahuatl,KNOW (SOMETHING),matiː,18
Tohono_O'odham,KNOW (SOMETHING),maːʧ,18
Tubar,KNOW (SOMETHING),mai̯,18
Tübatulabal,KNOW (SOMETHING),maːɡ,18
Tübatulabal,KNOW (SOMETHING),amak,18
Chemehuevi,KNOW (SOMETHING),putːucuka,19
Kawaiisu,KNOW (SOMETHING),pucɨ,19
Southern_Paiute,KNOW (SOMETHING),pucucukʷa,19
Ute,KNOW (SOMETHING),pucucukʷa,19
Comanche,KNOW (SOMETHING),suapetːai̯,20
Comanche,KNOW (SOMETHING),sumpanaʔitɨ,20
Panamint,KNOW (SOMETHING),sumpanai̯,20
Shoshoni,KNOW (SOMETHING),sumpaːtu,20
Shoshoni,KNOW (SOMETHING),sumpanai̯,20
Cupeño,KNOW (SOMETHING),hiwʧu,21
Eudeve,KNOW (SOMETHING),dedecan,22
Hopi,KNOW (SOMETHING),navota,23
Mayo,KNOW (SOMETHING),huʔuneija,24
Yaqui,KNOW (SOMETHING),huʔunea,24
Mono,KNOW (SOMETHING),sutːapɨhi,25
Northern_Paiute,KNOW (SOMETHING),pupːitakːwatu,26
Northern_Paiute,KNOW (SOMETHING),tːu,26
Teguima,KNOW (SOMETHING),aɡuae̯ra,27
Teguima,KNOW (SOMETHING),æhto,27
Teguima,KNOW (SOMETHING),hitːada,27
Teguima,KNOW (SOMETHING),nanecøra,27
Teguima,KNOW (SOMETHING),ara,27
Teguima,KNOW (SOMETHING),tʰeø,27
Cahuilla,CLOUD,wewniʃ,28
Serrano,CLOUD,woːŋt,28
Central_Tarahumara,CLOUD,nori,29
Chemehuevi,CLOUD,pakɨnapɨ,30
Kawaiisu,CLOUD,kɨnavi,30
Panamint,CLOUD,pakɨnapːɨh,30
Shoshoni,CLOUD,pakɨnapːɨh,30
Southern_Paiute,CLOUD,pakɨnapɨ,30
Classical_Nahuatl,CLOUD,miʃtli,31
Eudeve,CLOUD,mosit,31
Highland_Puebla_Nahuatl,CLOUD,miʃti,31
Pipil,CLOUD,mistil,31
Tetelcingo_Nahuatl,CLOUD,meʃtl,31
Tubar,CLOUD,mosit,31
Comanche,CLOUD,tomːoakatːɨ,32
Huarijío,CLOUD,tomoari,32
Mono,CLOUD,toø,32
Cupeño,CLOUD,temin,33
El_Nayar_Cora,CLOUD,ai̯tɨri,34
Huichol,CLOUD,hai̯witɨri,34
Hopi,CLOUD,oomawɨ,35
Luiseño,CLOUD,tuviiʃ,36
Pima_Bajo,CLOUD,tɨvaːɡ,36
Southeastern_Tepehuan,CLOUD,tɨbaːʔ,36
Tohono_O'odham,CLOUD,ʧɨwaɡi,36
Mayo,CLOUD,naːmu,37
Yaqui,CLOUD,naamu,37
Yaqui,CLOUD,naamuːk,37
Northern_Paiute,CLOUD,kumi,38
Northern_Tepehuan,CLOUD,jicome,39
Teguima,CLOUD,ryruɡæi,40
Tongva,CLOUD,akʷaːkin,41
Tübatulabal,CLOUD,paːʃuːmist,42
Ute,CLOUD,uwatːipːɨ,43
Cahuilla,FOOT,ʔi,44
Luiseño,FOOT,et,44
Central_Tarahumara,FOOT,rono,45
Huarijío,FOOT,tono,45
