	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
ROAD_3					ɾaste	ɾaste								ɾasta					paɾvata	ɾaste
ROAD_4							taːʋu						paːodu		paːv					
ROAD_5																		aːlaɾ		
ROAD_6							daaɾ			ɖahaɾe										
ROAD_7	taːɾi							taːɾi									daːɾi			
ROAD_8		baʈʈi		haɾɾi					aɾɾi			ʋaɻi				vaɻi				
ROAD_9			saɖak																	
ROOT_1	peːɾə	bjaːɾə		hiːɾ	beːɾu	beːɾə	ʋeːɾkam		ʋeːɾ		ʋeɾ	ʋeːɾə			vaːɾ	ʋeːɾə	ʋeːɾu	ʋeɾ	beːɾu	beːɾə
ROOT_2										paːda			bandaː	kuɾe						
ROOT_3			ɾoːte																	
ROUND_1					baʈʈa							vaʈʈa				ʋaʈʈam				
ROUND_2								ʋaʈam												
ROUND_3												uɾunɖa				uɾunɖai				
ROUND_4						uɾuʈa													uɾuʈə	uɾuʈu
ROUND_5																		uʈʈi		
ROUND_6				ɡuɳɖɾal	duɳɖane				ɡuɳɖɾaːn								ɡuɳɖɾani			
ROUND_7													ɡuɖme~ɡuɖijo							
ROUND_8							bubbaɾi													
ROUND_9										ɡuʈiɳɖa										
ROUND_10		bəjnsakɾanɡuːdə																		
ROUND_11			ɡoːl peɾi																	
SAND_1				uske	usubu		usuka		isike								isuka			
SAND_2	pakke																			
SAND_3		maɳalə			maɾaɭu	maɳa					bali	maɳal		maːn	man	maɳal		manal		maɳə
SAND_4													baːli							
SAND_5			ɾeːk																	
SAND_6										ʧalkuɾu										
SAND_7																			pojja	
SAY_1																ʧollə~sollə				
SAY_2									kella											
SAY_3																	ʧeppu			
SAY_4													hauɖpo							
SAY_5																		aːʋaɖə		
SAY_6		pəːɭ			heɭu			paidu												paɾe
SAY_7			paːninɡ																	
SAY_8				in		annə									en					
SAY_9										bakʰna									paɳaɾa	
SAY_10	eɡəʋə																			
SAY_11												paɾajuɡa								
SEE_1		najɾ														paːɾə				
SEE_2																			tuʋaːɾa	
SEE_3							taːna			jeːɾna										
SEE_4			unninɡ																	
SEE_5	noːɖə	noːɖ			noːɖu	noːʈə		noːʈə										nuːʈ		noːku
SEE_6				huɖa					uːɖa			kaːɳuka				kaːɳ	ʧuːɖu			
SEE_7														ʧu						
SEE_8													ʈunɖpo							
SEED_1				peɖe					peːɳɖku											
SEED_2						kuɾu														kuɾu
SEED_3							ʋittanam										ʋittanam			
SEED_4				viʤʤa	biːʤa					ɡoʈa		vita					biːʤam~ɡinʤa		biːʤa	
SEED_5					bede			ʋitu							vittid	ʋedə				
SEED_6	pittə	bissə~biʧʧə	beʤʤ							biː								pittə		
SEED_7												paɾippə								
SIT_1												iɾikkuɡa								iɾaiku
SIT_2																ukkaːɾə				
SIT_3																		eɾakkaɾ		
SIT_4							udə							undu						
SIT_5				udda					kuddaː										kullaɾa	
SIT_6		kuːtnu iːɾ	tuːlinɡ																	
SIT_7		kuːɾsu			kuːtuko												kuːɾʧo			
SIT_8					kuɭitiko															
SIT_9										okʰna			hokpo							
SIT_10	kuɭəʋə																			
SIT_11			zunɖinɡ																	
SIT_12						aɭe														
SKIN_1					ʧaɾma							ʧeɾmam					ʧaɾmamu		ʧeɾma	
SKIN_2										ʧapʈa			ʧaːna							
SKIN_3	toːlə	toːlə	sil	toːl	toɡalu	toːlə	toːl	toːlu	toːl			toli		tal	tõl	toːlə	toːlu	tuːɾs		toːlu
SLEEP_1										khandaɾna										
SLEEP_2																			ʤippaɾa	
SLEEP_3							iːmanɡsati													
SLEEP_4					malaɡu										maɖ					
SLEEP_5				miːɳɖa																
SLEEP_6			xaʧinɡ																	
SLEEP_7									unʤaʈam											
SLEEP_8													anəa							
SLEEP_9																tuːnɡə				
SLEEP_10	oɾəɡədə	aɾɡu~eɾɡu						oɾəɡə										oɾkʰə		
SLEEP_11						oɾa														oɾa
SLEEP_12												uɾanɡuɡa				uraŋku				
SLEEP_13					nidɾiso															
SLEEP_14																	nidɾapoʋu			
SLEEP_15													andaɾpo koːɖa							
SMALL_1						ʧeɾijadə						ʧeɾija				ciriya				ʧeɾija
SMALL_2													saɾʋe	kandeːk						
SMALL_3					ʧikkadu								ɾikʋaːdi							
SMALL_4		kiɾi																	kiɲa	
SMALL_5	kunnadə			ʧinna			sinna	ɡuntə	ʧinnad	sanni					cin	ʧinna	ʧinna			
SMALL_6			ʧunak																	
SMALL_7																		keːɾuːɖə		
SMALL_8	kiʈʈiːʈ																			
SMOKE (EXHAUST)_1	hoɡe	pəɡɡi		poja	hoɡe	poɡe	poɡ	peɡu				puka				pukai~puɡai	poɡa		poɡa	poɡe
SMOKE (EXHAUST)_2														poaːɡ						
SMOKE (EXHAUST)_3																		pukuɖti		
SMOKE (EXHAUST)_4			moːʃ										moːha							
SMOKE (EXHAUST)_5										mosaɡa										
SMOKE (EXHAUST)_6									kumpoːɖ											
STAND_1					nintiko															
STAND_2								ninnatukə												
STAND_3		əːɭ					niːmaːn													
STAND_4										iʤʤna									untaɾa	
STAND_5	nippə			nil		nində			nilla				hilpo		nilp	nil				ninʤo
STAND_6												nilkuɡa					nilʧonu			
STAND_7									nilliman											
STAND_8																	nilabaɖu			
STAND_9			salinɡ~ʤeːk salinɡ																	
STAND_10		əddənu iːɾ																		
STAND_11																		mukkaɖuɾil		
STAR_1				sukku			sukka		ukka		huka				cukka		ʧukka			
STAR_2										biːnko			biːnka							
STAR_3		miːnu												puʈ		mĩn				
STAR_4	paːndmiːnə																			
STAR_5					nakʂatɾ	nakʂatɾa		nakʂaʈiɾam				nakʂatɾam					nakʂatɾamu		nakʂatɾe	
STAR_6	naʧʧatɾa															naʧʧatiɾam				naʧʧatiɾa
STAR_7																		naʈʧatiɾam		
STAR_8			isʈaːɾ																	
STONE_1									ɾaːj								ɾaːji			
STONE_2										pakʰna										
STONE_3	kallə	kallə	xal		kallu	kallə		kal				kallə		kanɖ	kel	kallə		kaɾs	kallu	kallu
STONE_4											ʋali		ɡuɡa							
STONE_5				baɳɖa			ɡunɖə													
SUN_1										biːɖi										
SUN_2														ʋele						
SUN_3	ottə	pottə					poddu	poɖutə									poddu			
SUN_4									poɖudu											
SUN_5				poɾə							ʋeda		beːɾdu							
SUN_6			de																	
SUN_7					suːɾja	suːɾja						suːɾjan				suːɾjan			suːɾje	ʧuːɾja
SUN_8								suːɾijan												
SUN_9																		suːɾijan		
SUN_10							suɾija													
SUN_11																	suːɾjuɖu			
SWIM_1												neentuɡa				neentə				
SWIM_2								niːʧal										niːʧal		
SWIM_3					iːʤo				iːta	oːɡna			hoːɡpo							
SWIM_4	niːndə	niːnɖʒu																		
SWIM_5																	iːdu			
SWIM_6				pohem			poːnim													
SWIM_7																			miːndaɾa	
SWIM_8						miːɾodu														
SWIM_9																				maɳa
SWIM_10				naɾi																
SWIM_11			beʂolinɡ																	
TAIL_1				tokoɾ			toːka		tokaːɾ						tõka		toːka			
TAIL_2										kʰola			oli							
TAIL_3	paːlə	baːlə			baːla	baːlə		ʋaːlə				ʋaːlə				ʋaːlə	vaːlamu	poːɾsam	biːla	baːlu
TAIL_4			liʈʈik																	
TAIL_5														kindiɾ						
THAT_1											et					anta				
THAT_2	adə	adə		adu	adhu	adə	ad	adhə	addu	huː		adə	aːdu	adə		adhə	adi	adə	aʋu	aʋeː
THAT_3			ae		aː							aː	haːd		aː		aː			
THIS_1	idə	idə	daː	id	idhu	idə	id	idhə	iddu	iːd	idu	iː~idə	iːdu	idə	ĩ	inta~idhə	ĩ~idi	idə	undu	iʋeː
THOU_1				nimme					nimma											
THOU_2			niː																i	
THOU_3	ni	niːjə			niːnu	niːnə	niːnu	niːja		niːn	ninu	ni	niːn~niːnu	in	ĩn	ni	niːʋu~nuʋʋu	ni		ni
TONGUE_1						naːʋu						naːkə		naːnɡ		naːkkə		noːf		naːʋu
TONGUE_2	naːlanɡe	nelɡi			naːliɡe		naːlka	naːlɡə	naːlike								naːluka			
TONGUE_3																			naːlaːji	
TONGUE_4			duʋiː	ʋenʤeɾ																
TONGUE_5											ʋenɖaːɾu									
TONGUE_6										takkha			taɖta							
TONGUE_7															nevãɖ					
TOOTH_1			dandaːn~dantaːn																	
TOOTH_2	hallə	pallə		pal	hallu	pallə	palku	pal	palk	pall	palu	pallə	paːldu		pel	pallə	pannu	paɾse		pallu
TOOTH_3														paːlkill						
TOOTH_4																			kuːli	
TREE_1										mann								meːn		
TREE_2	moɾa	meɾi		maɾa	maɾa	maɾa		maɾam	maːɾa		paʈa	maɾam			meɾi	maɾam			maɾa	maɾa
TREE_3							maːk													
TREE_4												vɾukʂam								
TREE_5			dɾahkʰt																	
TREE_6																	ʧeʈʈu			
TWO_1							duɖə			iːɾəb										
TWO_2													maksa~ʤoːɖsa							
TWO_3						daɳɖə					ɾinɖa		paːnɖa						ɾaɖɖu	
TWO_4	eɾaɖə			ɾeɳɖu	jeɾaɖu				ɾeɳɖ			ɾendə				ɾenɖə	ɾeɳɖu			iɾandə
TWO_5								eɖu							iɾ			eːɖə		
TWO_6			iɾat											iɾuɖu						
TWO_7		əddu																		
WALK_1				taka						eːkʰna			heːkpo							
WALK_2		naɖi			naɖə	naɖa	naɖus	naɖʋu	naɖam							naɖə	naɖuʧu			naɖa
WALK_3	naɖəʋadə																	naɖaɾɾə~naɖandə	naɖapaɾa	
WALK_4												naɖakkuɡa								
WALK_5			ʧeɾɾinɡ																	
WARM_1										udum				ʋeʈal						
WARM_2				kaːsta																
WARM_3										oːɾʧka										
WARM_4		suːɖə														suːɖə				
WARM_5									ʋeːɖ			uʂɳa								
WARM_6			baːsun																	
WARM_7													kuɖni							
WARM_8	uppekke~uppe																			
WARM_9					beʧʧaɡe	bekke	ʋekka										ʋeʧʧa		beʧʧa	bekki
WARM_10												ʧeɾəʧuːɖə								
WARM_11																		koɾtilije		
WARM_12																ʋedəʋedəppə				
WATER_1	niːɾə	niːɾə	diːɾ	jeɾ	niːɾu	niːɾə	iːɾ	niːɾ	eːɾu					niːɾ	nĩɾ	niːɾə	niːɾu	niːɾ	niːɾə	niːɾu
WATER_2																	niːɭɭu			
WATER_3										amm			hamdu							
WATER_4											eju									
WATER_5												ʋellam								
WATER_6												jalam								
WATER_7																taɳɳi				
WE_1									manaːɖu								manamu			
WE_2	nanɡa					nanɡa										naːnɡa				nanɡa
WE_3				mammoʈ					mamma		mambu									
WE_4					naːʋu					naːm		naːm	naːmu	aːm	aːm	naːm	meːmu	oːm		
WE_5		naɳɡə~jaɳɡə					amdə	amme				nammal								
WE_6			nan																	
WE_7																			jankulu	
WHAT_1						jentə			baːta											
WHAT_2															naːto					
WHAT_3			antə									endə								
WHAT_4										jeːndɾa			indɾaːn							
WHAT_5		ajindi															eːɳʈi~eːmiʈi			
WHAT_6								etaːnə					indiɾdu							
WHAT_7	eːnə				jeːnu		em				ena						ẽmi			
WHAT_8														ennaːʈ		enne		inno	enʧina	entai
WHAT_9				baʈʈal																
WHITE_1			piːun																	
WHITE_2											kumnɖi									
WHITE_3						boltadə														boltaji
WHITE_4											pandi		sadaː							
WHITE_5				tellaɡ			telluɖi		telup								telupu			
WHITE_6	ʋeɭɭe															veɭɭə	vella			
WHITE_7		bəɭɭu			biɭi			ʋellə			dumda				vil			pelti	boldu	
WHITE_8													ʤinpɾo							
WHITE_9												ʋeɭuppə								
WHITE_10										paɳɖɾu										
WHO_1										ne			neːdu		ed					
WHO_2	taːɾa	daːɾə	deːɾ	boɾ	jaːɾu	daːɾə		daːɾə				aːɾə				jaaɾə		oɾi	jeːɾu	jaːɾu
WHO_3																	evaɾu			
WHO_4											daat									
WHO_5									beːnonɖu											
WOMAN_1					stɾĩ							stɾiː					stɾiː			
WOMAN_2			njaaɽi																	
WOMAN_3					henɡasu						aːnʋanli									paniʧi
WOMAN_4								pemaɡu				peɳɳə				peɳ~poɳɳə			ponʤa	
WOMAN_5						ponnaːɭə														
WOMAN_6		pəɳakkən																		
WOMAN_7							baːji				ɖoli						aːɖadi			
WOMAN_8													teldu							
WOMAN_9									piːkiːɖ											
WOMAN_10										aːli										
WOMAN_11				muɾtad						mukka										
WOMAN_12	emmaːti																			
WOMAN_13																	mahiɭa			
WOMAN_14									naːtaʋaːd											
WOMAN_15																		tusmoːɡə		
WOMAN_16											kodoɡi pada									
YELLOW_1				pivaːʰd																
YELLOW_2											hinɡeɾi									
YELLOW_3							pijuda		pasap								pasupu			
YELLOW_4																		aɾʤin		
YELLOW_5										baːlka	toɡoɾi		balke							
YELLOW_6	manʤe					manʤa		manʤə				maɲa				manʤaɭ			manʤalu	manʤe
YELLOW_7				kampal																
YELLOW_8			puːʃkun																	
YELLOW_9					haladi															
YELLOW_10		manʤəlaːnɡi																		
