	Central Pomo	Central Yana	Chimariko	Cocopa	Eastern Pomo	Highland Chontal	Ipai	Karok	Kashaya	Mohave	Northeastern Pomo	Northern Pomo	Northern Yana	Seri	Shasta	Southeastern Pomo	Southern Pomo	Tipai	Yahi	Yavapai
FISH_1						ɬˈadu				ʔaʧiː										ʔʧˈiˑ
FISH_2														ʃiχkˈam						
FISH_3				siʔˈiʎ̥																
FISH_4		kalaː											kalaː						kalaːxi	
FISH_5	ʃa				ʃa				ʔahʃa		ʃˈakaː	ʃa				xa	ʔˈahʃa			
FISH_6								fiʃ												
FLY (MOVE THROUGH AIR)_1										ijerk										
FLY (MOVE THROUGH AIR)_2											hˈeːwit̪in									
FLY (MOVE THROUGH AIR)_3	pʰde				pʰuːdˈiːl							pʰidˈe								
FLY (MOVE THROUGH AIR)_4				man			wəman̪~uman̪													
FLY (MOVE THROUGH AIR)_5																				βjˈaˑri
FLY (MOVE THROUGH AIR)_6								ikxip						kkap						
FLY (MOVE THROUGH AIR)_7		pa							ʧa				pa			ʦal			pa	
FLY (MOVE THROUGH AIR)_8																	haʧːa			
FLY (MOVE THROUGH AIR)_9			tu																	
FLY (MOVE THROUGH AIR)_10						dijˈuʔma														
FLY (MOVE THROUGH AIR)_11															rúːhukaʔ					
FOOT_1				ʔimˈiː		lˈaʔmis	əmilʲ			iːme								miː		mˈi
FOOT_2			hˈupʰːo											itˈoaː	ʔákʼːus					
FOOT_3		lalla											lalla						lalla	
FOOT_4	kʰma				xaːmˈaː				qʰama		kʰˈama	kʰamˈa				χman	kʰˈaːma			
FOOT_5								fíθih												
FULL_1								axjaɾ									ʔˈahjakʼ			
FULL_2		panʔiː											paʔniː						paʔniː	
FULL_3						nˈamma						haʧʼa								
FULL_4																χˈat̪emat̪				
FULL_5				ʧpuɾ			t̪əmuɹ											t̪əmʔˈur		tmpˈiri
FULL_6										tapeːsm										
FULL_7	ʃtʼutʼ				pʼˈit̪ʼ															
FULL_8														kpokt						
FULL_9									ʧutʼaːq											
FULL_10			hiʦʼʲˈolam																	
FULL_11															kʼahutíknaʔ					
GIVE_1		halʦawau											halʦawau							
GIVE_2	daːkˈa				diːqˈaː				dihqa			dikˈa				ʔaqa	dˈihka			
GIVE_3										ajm~aajm										
GIVE_4				iː			winʲ	êːh						ˈiːkɛ				iɲ		ʔˈéˑ
GIVE_5															táwiːk					
GIVE_6			hˈawut																	
GIVE_7											hˈoːn									
GIVE_8						debˈiʔiʔma														
GOOD_1								jaβ						kˈiːpɛ	kʼárisːáʔ					
GOOD_2				pxʷaj																
GOOD_3						ʔˈakʼa	ʔəxan̪			ʔahotk~ʔahoːtk								ʔiːxˈan~xan		ʔhˈáni
GOOD_4																ʦʼimˈa				
GOOD_5		ʦʼupʔ											ʦʼupʔ						ʦʼupʔ	
GOOD_6	kʼdi				qʼoːdˈij				qʼoʔdi		kʼˈudi	kʼidˈi					kʼˈoʔdi			
GOOD_7			hisˈiʔtʼa																	
GREEN_1					ʦʼaːbˈaʦʼaːbˌakʰ															
GREEN_2																ʦʼijaʦʼija				
GREEN_3			hˈimamsuʔ																	
GREEN_4				xpsiw			xəpəʂiw			havasuːk								xəpʃˈiw		hˌaβsˈuˑwi
GREEN_5	ʦʼaːkʰˈil								ʦʼaqʰaːla			ʦʼakʰˈatʼ					ʦʼˈahkʰil			
GREEN_6													taʦʼkaisa						taʦʼkaisa	
GREEN_7											ʧamˈoron									
GREEN_8						ʔaʃwˈajɡa														
GREEN_9														kˈoːiɬ						
GREEN_10															ʔéːriʧúmpaxiʔ					
GREEN_11								θúkinkuniʃ												
HAIR_1										iʔe~ɲiʔe										
HAIR_2								ífunih												
HAIR_3			hˈimːi		muːsˈu															
HAIR_4				mxʷaɬ		ɬˈaʍak								iɬˈit						
HAIR_5	ʔeː								heʔe		hˈele	ʔe				ʔej	hˈeʔːe			
HAIR_6		kʼujulla											kʼujul						kʼuʔjulla	qwˈawa
HAIR_7							xəɬʲt̪aː											ʎ̥t̪a		
HAIR_8															ʔíːnax					
HAND_1									ʧohʃo		t̪ˈohʃo									
HAND_2		talla											talla						talla	
HAND_3	t̪ʰna		hˈitʲa~hˈiʦʲa		biːj̥ˈa							t̪ʰanˈa			ʔápka		t̪ʰˈaːna			
HAND_4				ʔiʃˈaːʎ̥			əsaɬʲ			iːsaʎ						at̪ˈan		ʃaʎ̥		sˈal
HAND_5														ˈinoɬ						
HAND_6						lamˈane														
HAND_7								tíːk												
HEAD_1									hoʔt̪ʼo									ʎ̥mu		
HEAD_2		tʼalʔaina											tʼalʔaina							
HEAD_3				mkuɾ																
HEAD_4	ʃnaː				kʰaːjˈa					ʧuksa~ʧuska	t̪ˈinaː	ʃˈinaː			ʧaːráw	xijˈa	ʃinːa			hˈúː
HEAD_5						ɬˈaʍak								iɬˈit						
HEAD_6							xəɬʲt̪aː													
HEAD_7								axβâːh												
HEAD_8			hˈimaʔ																	
HEAR_1			χˈukejat																	
HEAR_2								θitiβ												
HEAR_3				ʔiːʔˈiːp			jip			aʔavk										ʔˈêˑβi
HEAR_4	ʃoːʧ	kaː			ʃoːkʰ				ʃoːʧ			ʃoːʧi	kaː	kiː		xkʼo	ʃoːʧi	ʔip	kaː	
HEAR_5											ʃˈimit̪									
HEAR_6															kwíkhjawik					
HEAR_7						diɡjˈehʔma														
HEART_1			husaʔanʧeːi																	
HEART_2											kʰamʃeme									
HEART_3		ʦukuʦʼi											ʦukʼutʦʼi							
HEART_4									ʦʼuhkul							ʦʼukut̪	ʦʼˈuhkun			
HEART_5							iːʧix							ˈimoʃ				iːʧˈaʃ		
HEART_6	kʰam				saːmˈaːj							kʰam								
HEART_7				ʔijˈaːj						iːwa										iˑwˈáˑja
HEART_8								iθβaːj												
HEART_9															ʔíwaːsúrʔ					
HEART_10						ɬonʃˈahmaʔ														
HEAVY_1															ʔiʧkákʼ					nˈoˑ
HEAVY_2								máːθ					miʦa							
HEAVY_3				ɲix			wən̪ix~wən̪ax			ineːh~ineːθ								nix		
HEAVY_4																			ʦʼaʔwiʦa	
HEAVY_5			himita																	
HEAVY_6					xaːlˈikʰ															
HEAVY_7														kmˈotɛt						
HEAVY_8						ʔaɡˈundaʔ														
HEAVY_9																ʔtʼˈeʔkit̪				
HORN (ANATOMY)_1								βêːhʃuɾ~βêːʃuɾ												
HORN (ANATOMY)_2			hˈuwesʲ																	
HORN (ANATOMY)_3						lˈeɡaɬ									wáːpaʔ					
HORN (ANATOMY)_4	ʔa	weːju											weːju						weːju	
HORN (ANATOMY)_5				kʷa	ʔa		əkʷaː		haʔa	iːkʷe	ʔa	ʔa				ʔa	hˈaʔːa			kʷˈá
HORN (ANATOMY)_6														itˈaːmaɬka						
I_1		aiʔniʦa											aiʔniʦa						aiʔniʦi	
I_2				ɲaːʧ			ʔənʲaːʧ			ʔiɲeʧ								ɲaːʧ		ʔɲˈaʧi
I_3	t̪oː				wi			náː	t̪o		ʔˈaht̪o	t̪oː			jaːʔa	wit̪	ʔat̪ːo			
I_4	ʔaː				haː				ʔa		ʔaː	ʔaː		ʔɛ		ʔa	ʔˈaːʔa			
I_5						ʔijˈaʔ														
I_6			nˈoʔot																	
KILL_1																mudˈoqa				
KILL_2																	mihjˈana			
KILL_3		ʔamʔʦi					aːmuːʧ						ʔapʔʦi					aːmˈuːʧ	ʔapʔʦi	
KILL_4	haːkʼˈuːm								pʰakʼuːm											
KILL_5			hˈakʰo									ʧaban								
KILL_6											kʼˈamanan									
KILL_7				nak	ʃaːkʼ			ijkaɾ						kikʷ						
KILL_8																				nˈéhi
KILL_9						dimˈaʔaʔma														
KILL_10										tapujm										
KILL_11															kʼwíʧkaxáwiːk					
KNEE_1												jaːsˈis								
KNEE_2																			pʰuːtikʼi	
KNEE_3										iːmemipuk								miːnəpˈuk		mipˈúk
KNEE_4											ʃˈiʔkʼˈono									
KNEE_5																	sinːˈot̪ːa			
KNEE_6								páθak							ʔíʧʼːipka	qʼadˈa				
KNEE_7	snoː				qʼuːt̪ˈul		məxət̪un̪~xəmət̪un̪													
KNEE_8														iɸɬk						
KNEE_9									moqʰoː											
KNEE_10													hiːwakinna							
KNEE_11			hitxanimaxa																	
KNEE_12						ɬeŋˈone														
KNEE_13				ʔimˈiːtaːkˈaːɲ																
KNOW (SOMETHING)_1	jaqʼ			ʔuːjˈaː														uːjˈaːw		
KNOW (SOMETHING)_2																fdˈiqa				
KNOW (SOMETHING)_3			hˈiʦʼahu										tiʦipa							
KNOW (SOMETHING)_4										suːpawm				kˈija						spˈo
KNOW (SOMETHING)_5						ʔiʃˈinaʔ														
KNOW (SOMETHING)_6												ʃaː								
KNOW (SOMETHING)_7									ʔduːʧiʧʼ											
KNOW (SOMETHING)_8							n̪uɹ													
KNOW (SOMETHING)_9								áːpunma												
KNOW (SOMETHING)_10															tiːwáːjkʼahaːʔ					
KNOW (SOMETHING)_11					meːʔˈel															
KNOW (SOMETHING)_12																	hiʔduʧːˈed			
LEAF_1			hitaxai									ʃapʰˈa				kˈiqt̪a				θˈéqa
LEAF_2													tʼaːpʰalla							
LEAF_3											t̪ˈuʔt̪ʼa									
LEAF_4				wal			ʔəjaɬ													
LEAF_5								sáːn		hamaʎ					xanːár					
LEAF_6									ʃihpʰa								ʃiːma			
LEAF_7	stʼal				siːtʼˈal									istx						
LEAF_8						libˈela														
LIE (REST)_1			haʧˈuːtat																	
LIE (REST)_2														koːm						
LIE (REST)_3						ɡunˈowja														
LIE (REST)_4	mti	murul							miti		mˈeːre	mitˈi	murul				miːti		murul	
LIE (REST)_5				jak			jaq			iðikk						mat		jak		jˈâki
LIE (REST)_6					mer										ríʦaːʔ					
LIE (REST)_7								ijɾúːhɾiβ												
LIVER_1				ʧpuʂˈu			ʧəpəsiː			ʧavuθiː								t̪əpsˈi		ʧβθˈiˑ
LIVER_2	ʃaːlˈaː				kʰaːl̥ˈal				ʧahlaː		ʧʰˈalaː	ʃˈalaː				ʃlal~ʃlala	ʧˈalha			
LIVER_3								βáfiʃ						ˈijas						
LIVER_4		ima											ima						ima	
LIVER_5			hˈusi			ɬˈada														
LIVER_6															ʔéːpsi					
LONG_1		ʦul											ʦul						ʦul	
LONG_2					baːkˈil											biʦˈil				
LONG_3				kuʎ̥			ʔəquɬ			ʔakʲuːʎm										kʲˈuˑli
LONG_4	kol								ʔahqol		kˈolon	kol					ʔˈahkon			
LONG_5			hˈiʦʰʲut																	
LONG_6								βâːɾam												
LONG_7														kˈakʷsχax						
LONG_8						ʔidˈoɡi														
LONG_9															ʔúkːaxáwhiʔ					
LOUSE_1				ʔiʔˈiʎ̥						ɲiʔiːʎ										hʔˈel
LOUSE_2	ʧi				kiː			aʧiːʧ	ʔahʧi			ʧi					ʔˈahʧi			
LOUSE_3							əmiɬʲ								ʧʼiːtákʼ	ʦin				
LOUSE_4											t̪ˈikaː									
LOUSE_5														iː						
LOUSE_6													ʦina							
LOUSE_7						ɬˈajɡwi														
MAN_1						ɡˈalʃans~ɡalʃˈans														
MAN_2		hisi											hisi						hihsi	
MAN_3			ˈitʼʲi~ˈiʦʼʲi	ʔapˈa	kaːkʰ			áβansa		ʔiːpa	bˈiki			ktam				ʔiːpˈa		
MAN_4																	ʔˈaʧːaj			
MAN_5												baː								
MAN_6	bˈaja								hiʔbaja											
MAN_7																ʦˈawi				pˌaˑhmˈija
MAN_8							ʔiːkʷiʧ													
MAN_9															ʔawatíkhwaː					
MANY_1			hˈitat~hˈitʼam																	
MANY_2						ʔaʃpˈeʔ														
MANY_3							xəmiːj~ʔəxmiːj	táːj												
MANY_4										ʔapaʎm										
MANY_5														kˈatχo						
MANY_6															ukːarí					
MANY_7		tatʔ											tatʔ						tatʔ	ʔtˈe
MANY_8				ʎ̥aj														ʎ̥aw		
MANY_9									batʰeː		bˈahtʰe	batʰˈe					bˈahtʰe			
MANY_10	t̪ʰˈedu																			
MANY_11																bitˈeqa				
MEAT_1													pasi						pahsi	
MEAT_2			ˈaʔa					íːʃ												
MEAT_3	pʼʃe				biːʃˈe				bihʃe		bˈehʃe	biʃˈe				bxe	behʃe			
MEAT_4										kʷiːkʷaj~kiːkʷaj					ʔaráwʔ			kʷak		
MEAT_5														ipχˈasi						
MEAT_6						liʃˈikʼ														
MEAT_7																				kʷˌeˑθˈoβa
MEAT_8							kukʷaːjp													
MEAT_9				ʔimˈaːʧ																
MOON_1					duːwˈelˌaː															
MOON_2																ʔeweda				
MOON_3											dˈuwedakaː									
MOON_4	lˈaːʃa								qʼalaːʃa				wakʼaːra				ʔalːˈaːʃa		wakʼaːra	
MOON_5						ɡalmˈut͡ɬʼa														
MOON_6														ˈiːʃaχ	ʧʼúːwar					
MOON_7				xʎ̥ʔa			xəɬʲaː			haʎʔa										hlˈa
MOON_8			ˈala~alla									da								
MOON_9								kúːsɾah												
MOUNTAIN_1							mat̪ət̪aj											matkʷat̪ˈaj		
MOUNTAIN_2		ʦiːkalla											ʦiːkalla						ʦiːkalxi	
MOUNTAIN_3						ɬiʍˈala					wˈiʃaː									
MOUNTAIN_4														ʔast						
MOUNTAIN_5			ˈawu	wiː						ʔaviː										ʔwˈíˑ
MOUNTAIN_6	daːnˈo				daːnˈo				dono			danˈo				kno	dˈoːno			
MOUNTAIN_7															wákːwe					
MOUNTAIN_8								túːjʃip												
MOUTH_1								apmaːn								χˈast̪o				
MOUTH_2					xˈaʦʼiːda															
MOUTH_3		palla																	palla	
MOUTH_4											hˈamo									
MOUTH_5														itˈɛːn						
MOUTH_6							aː											aː		
MOUTH_7	ha		hˈawa	ʔijˈa		lˈaɡo			ʔaha	iːja		ha			ʔáw		ʔˈahːa			jˈa
NAME_1		ʦeːjauna											ʦeːjauna						ʦeːjauna	
NAME_2															kʼeːkwájik					
NAME_3																	ʔahʃiːjaw			
NAME_4									ʃihʧimaːʧʼ											
NAME_5	ʃi				ʃi		ʧəxiʧ				ahʃˈin	ʃi				xi				
NAME_6				muʎ̥						imuːʎ										mˈul~mˈol
NAME_7								iθβuj												
NAME_8														itˈaːsi						
NAME_9						laftˈine														
NEAR_1										ipanm										ipˈé
NEAR_2								ûːmukiʧ												
NEAR_3				xɾpaj			xəlʲəpaj											xəʎpˈaj		
NEAR_4					t̪ʰiːbˈal															
NEAR_5		kʼaʔnai											kʼaʔnai						kʼaʔnai	
NEAR_6														ʔantˈaχɬ	ʔamːáx					
NEAR_7						ʔasˈerka														
NECK_1													tulla						tulla	
NECK_2					qʼoj											qʼoj				
NECK_3	mja								mihja								mˈihja			
NECK_4			hˈikːi							maʎaqe		kʰu			ʔíkʼːuk					mlqˈí
NECK_5				mpuk			iːpuk~əjəpuk											iːpˈuk		
NECK_6						ɬˈahokʼ		βúːp						jaːp						
NECK_7											hˈuʔkʼa									
