Language_ID,Feature_ID,IPA,Value
Erzya,COLD,keʎme,1
Estonian,COLD,kylm,1
Finnish,COLD,kylmæ,1
Ingrian,COLD,kylmæ,1
Karelian,COLD,kylmæ,1
Kildin_Saami,COLD,kelmas,1
Livonian,COLD,kiːlmɑ,1
North_Saami,COLD,kɑlmːɑs,1
Skolt_Saami,COLD,kəːlmɐs,1
South_Saami,COLD,kalmɛ,1
Votic,COLD,ʧyl,1
Võro,COLD,kˑylm,1
Hungarian,COLD,hidɛɡ,2
Ingrian,COLD,kuːmɑ,3
Khanty,COLD,jøɣli,4
Meadow_Mari,COLD,jyʃtø,4
Khanty,COLD,ətʲəɣ,5
Komi-Permyak,COLD,kɤʥɯt,6
Komi-Zyrian,COLD,kɤʥɯd,6
Udmurt,COLD,keʑɯt,6
Mansi,COLD,ɑɕərmɑ,7
Nganasan,COLD,ʧəɕiɕi,8
Selkup,COLD,tɑɕːu,8
Tundra_Nenets,COLD,tʲeːʦʲdɑ,8
Veps,COLD,vilʊ,9
Votic,COLD,kɑhu,10
Erzya,WIDE,keʎej,11
Estonian,WIDE,lɑi,12
Livonian,WIDE,lɑiɡɑː,12
Votic,WIDE,lɑdʲː,12
Võro,WIDE,lɑkʲɑ,12
Finnish,WIDE,leʋeæ,13
Karelian,WIDE,lɛviɛ,13
Veps,WIDE,lɛvɛd,13
Hungarian,WIDE,seːlɛʃ,14
Ingrian,WIDE,levˑiːæ,15
Khanty,WIDE,komət,16
Kildin_Saami,WIDE,koːmʲːtesʲ,16
Meadow_Mari,WIDE,kumðɑ,16
North_Saami,WIDE,kɔvtɑh,16
Skolt_Saami,WIDE,kobdːi,16
South_Saami,WIDE,kamtɛ,16
Komi-Permyak,WIDE,pɑɕkɯt,17
Komi-Zyrian,WIDE,pɑɕkɯd,17
Udmurt,WIDE,pɑɕkɯt,17
Komi-Zyrian,WIDE,otɑ,18
Mansi,WIDE,pɑːŋχəŋ,19
Nganasan,WIDE,tɑntəɡəː,20
Selkup,WIDE,ʧɑːnʧə,20
Tundra_Nenets,WIDE,lɑtɑ,21
Erzya,DOG,piɲe,22
Kildin_Saami,DOG,pienːe,22
Komi-Permyak,DOG,pon,22
Komi-Zyrian,DOG,pon,22
Livonian,DOG,piɲ,22
Meadow_Mari,DOG,pij,22
North_Saami,DOG,pe̯ænɑ,22
Skolt_Saami,DOG,piɐnːɒi,22
South_Saami,DOG,pɨɛɲɛ,22
Udmurt,DOG,punɯ,22
Võro,DOG,pˑini,22
Erzya,DOG,kiskɑ,23
Estonian,DOG,koer,24
Finnish,DOG,kojrɑ,24
Ingrian,DOG,koirɑ,24
Karelian,DOG,kɔirɑ,24
Veps,DOG,kɔir,24
Votic,DOG,koir,24
Hungarian,DOG,kucɒ,25
Khanty,DOG,æmp,26
Mansi,DOG,ɑːmp,26
Nganasan,DOG,bɑŋ,27
Selkup,DOG,kɤnɑŋ,27
Tundra_Nenets,DOG,wæɲeːkoː,27
Erzya,CLOUD,peʎ,28
Estonian,CLOUD,pilv,28
Finnish,CLOUD,pilʋi,28
Hungarian,CLOUD,fɛlɦøː,28
Ingrian,CLOUD,pilvi,28
Karelian,CLOUD,pilvi,28
Khanty,CLOUD,pələŋ,28
Kildin_Saami,CLOUD,peːvːl,28
Livonian,CLOUD,piːlɑ,28
Meadow_Mari,CLOUD,pə̠l,28
North_Saami,CLOUD,pɑlɑvɑ,28
Skolt_Saami,CLOUD,pəlvːɐ,28
South_Saami,CLOUD,palβɛ,28
Udmurt,CLOUD,piʎem,28
Veps,CLOUD,pilʲv,28
Votic,CLOUD,pilvi,28
Võro,CLOUD,pˑilvʲ,28
Erzya,CLOUD,kovol,29
Komi-Permyak,CLOUD,kɯmɤr,29
Komi-Zyrian,CLOUD,kɯmɤr,29
Ingrian,CLOUD,tuːtˑsɑ,30
Mansi,CLOUD,tul,30
Votic,CLOUD,tuːʧ,30
Nganasan,CLOUD,ʧiəðu,31
Selkup,CLOUD,tiːtːə,31
Tundra_Nenets,CLOUD,tʲir,31
Erzya,FOOT,piʎɡe,32
Estonian,FOOT,jɑlk,33
Finnish,FOOT,jɑlkɑ,33
Ingrian,FOOT,jɑlɡ̊ɑ,33
Karelian,FOOT,jɑlkɑ,33
Kildin_Saami,FOOT,juːlʲːk,33
