	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
BIRD_6																suːrəm~tilʧətisuːrəm							
BIRD_7																				tɯloburdo			
BIRD_8														təibəː									
BIRD_9							wɑjəɣ		kɑj				kɑjə̠k										
BIRD_10								lɒːnʲːt							lɔdti		lɔdʲːɘ						
BIRD_11				mɒdaːr																			
BIRD_12	nɑrmuɲ																						
BIRD_13												towəluːj											
BIRD_14																			tʲirtʲɑsɑrmʲik				
BITE_1								kaːʦʲːke									kaʦʲc͡çːɛd						
BITE_2															kaːskih								
BITE_3									kurʨːɑvnɯ	kurtʲʨɯnɯ										kurtʨɯnɯ			
BITE_4			purːɑ		purːɑ	pʊrːɑ	pŏr					puri	purɑm								pʊrdɑ	purɤmɑ	pˑurɤmɑ
BITE_5														sɑkələsɑ		sɑːʧə							
BITE_6	rumʃtɑms~suskoms																						
BITE_7		hɑmːustɑtɑ									jɑmstə											ɑmːɤsːɤmɑ	
BLACK_1		must	mustɑ		mustɑ	mʊstɑ					mustɑː										mʊst	mus	musˑtˑ
BLACK_2														tusɑjkɑʔɑ									
BLACK_3	rɑuʒo																						
BLACK_4							pəɣtə																
BLACK_5																			pərʲidʲeːɲɑ				
BLACK_6												seːməl				sæːqə							
BLACK_7													ʃeme										
BLACK_8								ʧɒːhpe							ʧaːhpːes			ʧeːhpɛs					
BLACK_9									ɕɤd	ɕɤd							ʧɒpːɐd			ɕɤd			
BLOOD_1														kɑm		kɤm							
BLOOD_2												keːlp											
BLOOD_3	verʲ	veri	ʋeri	veːr	veri	vɛri		veːrː	vir	vir	vɛr		βyr		vɑrːɑ		vərːɐ			vir	vɛri	veri	veri
BLOOD_4							wər					wiɣər						βɨrːɛ					
BLOOD_5																			weːjɑ				
BONE_1							lŏχ							lɑtəː									
BONE_2		luː	luː		luː	luː			lɯ	lɯ	luː	luw	lu			lɯː			lɨ	lɯ	lʊ	luː	luː
BONE_3								taːxʲːt							taːkti		taxʲtʲːɘ						
BONE_4		kont		ʧont																			
BONE_5	lovɑʒɑ																						
BONE_6	pɑkɑrʲ																						
BONE_7									koskɑ														
BONE_8																		moɒruʌ					
BREAST_1		rint	rintɑ		rind̥ɑ	rintɑ		ranʲːt~ninːʧ			riːndɑ			ɕinɕə								rint	rint
BREAST_2	meʃtʲe~potʲe																						
BREAST_3																				ɡɑdʲ			
BREAST_4									moros	morɤs													
BREAST_5				mɛl			møɣəl					mɑːɣl											
BREAST_6													oŋ										
BREAST_7																kɯːlə							
BREAST_8													ʧə̠ze										
BURN_1				eːɡ																			
BURN_2												teːɣ											
BURN_3									soʨːɯnɯ	lomɑvnɯ~sotʲʨɯnɯ										ʤuɑnɯ			
BURN_4																ɑm							
BURN_5								puːlʲːe							pʊ̯ɔlːih		pualʲdʲːɛd	pʉɛlɛdh					
BURN_6	pɑloms	pɤletɑ	pɑlɑː		pɑlˑɑː	pɑlʊɑ					pɑlːə								pərɑdɑsʲ		pɑlːɑdɑ	pɤlɤmɑ	pˑɑlɑmɑ
BURN_7													jylem										
BURN_8							li																
CLOUD_1	kovol								kɯmɤr	kɯmɤr													
CLOUD_2												tul										tuːʧ	
CLOUD_3					tuːtˑsɑ											tiːtːə							
CLOUD_4																			tʲir				
CLOUD_5	peʎ							peːvːl															
CLOUD_6		pilv	pilʋi		pilvi	pilvi	pələŋ				piːlɑ		pə̠l		pɑlɑvɑ		pəlvːɐ	palβɛ			pilʲv	pilvi	pˑilvʲ
CLOUD_7																				piʎem			
CLOUD_8				fɛlɦøː																			
CLOUD_9														ʧiəðu									
COLD_1				hidɛɡ																			
COLD_2													jyʃtø										
COLD_3									kɤʥɯt	kɤʥɯd						tɑɕːu				keʑɯt		kɑhu	
COLD_4																					vilʊ	ʧyl	
COLD_5	keʎme	kylm	kylmæ		kylmæ~kuːmɑ	kylmæ		kelmas			kiːlmɑ				kɑlmːɑs		kəːlmɐs	kalmɛ					kˑylm
COLD_6												ɑɕərmɑ											
COLD_7							jøɣli																
COLD_8																			tʲeːʦʲdɑ				
COLD_9							ətʲəɣ																
COLD_10														ʧəɕiɕi									
COME_1				jøn			jø̆																
COME_2												jiw											
COME_3									loknɯ	vonɯ~loknɯ										vuɯnɯ~lɯktɯnɯ			
COME_4	sɑms																						
COME_5							jŏχət																
COME_6																	puɛtʲːɛd	poætɛdh					
COME_7															pɔ̯ɑhtih								
COME_8								puedʲːe															
COME_9		tulːɑ	tulːɑ		tulːɑ	tʊlːɑ					tuːldɑ		tolɑm	tujɕɑ							tʊldɑ	tulɤmɑ	tˑulɤmɑ
COME_10																			toːsʲ				
COME_11																tyː							
COUNT_1				saːmol																			
COUNT_2																toːr							
COUNT_3									lɯdʲːɯnɯ	lɯdʲːɯnɯ										lɯʥːɯnɯ			
COUNT_4	lovoms	luketɑ									luˀɡːə		luðɑm								lʊɡɛdɑ	lukɤmɑ	lukɤmɑ
COUNT_5														tuəbtusɑ									
COUNT_6							lŏŋət					lowiɲti											
COUNT_7			lɑskeɑ		lɑskiɑ	lɑskiɛ		loːɡːe							lɔhkɑh		lɒsʲc͡çːeːd						
COUNT_8													ʧotlem										
COUNT_9																		ryœknɛhtidh					
DIE_1								jɒːmʲːe											xɑsʲ				
DIE_2														dʲɑŋɡumsɑ									
DIE_3															jaːpmih								
DIE_4																		jæːmɛdh					
DIE_5																	ʝaːmʲːɛd						
DIE_6									kuvnɯ	kuvnɯ										kulɯnɯ			
DIE_7	kuloms		kuolːɑ		koːlːɑ	kʊɔlːɑ	kɑ̆lɑ				kuːolə		kolem	kuədʲɑ							kɔldɑ	koːlɤmɑ	kˑuːlmɑ
DIE_8												χoːli											
DIE_9		surːɑ					sur															surɤmɑ	
DIE_10																quː							
DIE_11				mɛkhɒl																			
DIRTY_1								saːkʲːs															
DIRTY_2																	saxsːɒi						
DIRTY_3				sɛɲːɛʃ																			
DIRTY_4											ræpːi												
DIRTY_5	rudɑzov				reuɡ̊ɑz																rɛdʊkɑz		
DIRTY_6		must			mustɑ																		musˑtˑ
DIRTY_7							kulɯŋ													kɯrɕ			
DIRTY_8														ɲeɡɯku									
DIRTY_9			likɑinen			likɑni																	
DIRTY_10				piskoʃ																			
DIRTY_11												pɑːŋkən											
DIRTY_12										ɕɤd										ɕɤd			
DIRTY_13																ʧɑm							
DIRTY_14									ɲɑtʲɤɕ	ɲɑtʲ													
DIRTY_15																						roːjɤtːu	
DIRTY_16	kɑrɡoʨ			kosoʃ																			
DIRTY_17													lɑβə̠rɑn										
DIRTY_18															tʊ̯ɔlvːɑs								
DIRTY_19							pəɣtə																
DIRTY_20																			wərʦɑwæj				
DOG_1							æmp					ɑːmp											
DOG_2															pe̯ænɑ			pɨɛɲɛ					
DOG_3	piɲe							pienːe	pon	pon	piɲ		pij				piɐnːɒi			punɯ			pˑini
DOG_4	kiskɑ			kucɒ																			
DOG_5		koer	kojrɑ		koirɑ	kɔirɑ										kɤnɑŋ					kɔir	koir	
DOG_6														bɑŋ									
DOG_7																			wæɲeːkoː				
DRINK_1							li																
DRINK_2												ɑji											
DRINK_3														bɯtɯdʲi									
DRINK_4	ɕimems																						
DRINK_5													jyɑm										
DRINK_6																ytə							
DRINK_7		juːɑ	juo̯dɑ		joːvːɑ	juːvːɑ		juɡːe	junɯ	junɯ	juːodə									juɯnɯ	jɔdɑ	juːmɑ	juːmɑ
DRINK_8															jʊhkɑh		ʝuːkːɐd	juβkɛdh					
DRINK_9							jæɲtʲ																
DRY_1		kuiv	kuiʋɑ		kuivɑ	kʊivɑ					kuːjɑ		kukʃo								kʊiv	kuiv	kˑuiv
DRY_2	koɕke							kɒːʃʲkesʲ	kɤs	kos				koɕyə	kɔjkːis		kɔːʃc͡çɛs	kɛjhkiɛ		kɤs			
DRY_3							sɑrəm~sosəm					toːsɑm											
DRY_4																ʧɤkə							
DRY_5																			xɑsuj				
DRY_6				saːrɒz																			
EAR_1																qoː			xɑ				
EAR_2		kɤrv	korʋɑ		korvɑ	kɔrvɑ					kuːorɑ			kou							kɔrv	kɤrv	kˑɤrv
EAR_3	piʎe							pieʎː	peʎ	peʎ		pɑʎ			pe̯æʎːi		pɛʎːɘ			peʎ			
EAR_4							pəl						pə̠lə̠ʃ										
EAR_5				fyl																			
EAR_6																		piɛljiɛ					
EARTH_1															e̯ænɑ		ʝɐnːɒm						
EARTH_2	modɑ	mɑː	mɑː		mɑː	mʊɑ			mu	mu	mɔː	mɑː	mlɑnde	mou						mu	mɑ	mɑː	mɑː
EARTH_3																			jɑ				
EARTH_4							məɣ																
EARTH_5																		joɒrta					
EARTH_6																ʧuə̠ʧːə							
EARTH_7								lavʲːn															
EARTH_8				føld																			
EAT_1									ɕojnɯ	ɕojnɯ										ɕiɯnɯ			
EAT_2								poːrːe							pɔrːɑh		poːrːɐd						
EAT_3	jɑrsɑms												koʧkɑm										
EAT_4																ɑm							
EAT_5														ŋəmsɑ					ŋəmzʲ				
EAT_6											siːɛdə										sœdɑ		
EAT_7	sevems		syødæ		søːvˑæ	syːvːæ																syːmæ	sˑyːmæ
EAT_8		syːɑ		ɛsik																			
EAT_9							li																
EAT_10												teːɣ											
EGG_1									koʎtʲ	koʎk													
EGG_2	ɑl																						
EGG_3																			sɑrʔɲu				
EGG_4		munɑ	munɑ		munɑ	mʊnɑ		manʲː			munɑːd	muːŋi	muno	mənu	mɔnːi		mɐːnʲːɘ	mʉnːiɛ			mʊnɑ	munɑ	munɑ
EGG_5							məɣ																
EGG_6																				puz			
EGG_7																eŋ							
EYE_1		silm	silmæ	sɛm	silmæ	silmæ	sem				siːlmɑ	sɑm							sæw		silʲm	silmʲ	sˑilm
EYE_2								ʧalʲːm							ʧɑlɛbmi		ʧɐlʲmʲːɘ	ʧɛlmiɛ					
EYE_3																sɑji							
EYE_4	ɕeʎme													ɕejmɯ									
EYE_5									ɕin	ɕin			ʃiɲʧɑ							ɕin			
FALL_1									uɕnɯ	uɕnɯ										uɕɯnɯ			
FALL_2				ɛʃik																			
FALL_3		kukːutɑ	pudotɑ																				kˑukˑɤrtumɑ
FALL_4					tokːuɑ	lɑŋkɛtɑ					lɑŋɡə										lɑŋːɛtɑ	lɑŋkɤːmɑ	
FALL_5	prɑms											rɑɣi											
FALL_6													βozɑm										
FALL_7														ʧəlhdʲi									
FALL_8														sohədʲɑ									
FALL_9								keːhʧe							kɑhʧːɑh			kahʧɛdh					
FALL_10																	kəʧːɐd						
FALL_11							kørəɣ																
FALL_12																ɑːlʨə							
FAR_1					etːæːl																		
FAR_2												eːlɑʎ											
FAR_3						ɛtæhælːini															ɛdɑhɑinɛ		
FAR_4	vɑsolo																						
FAR_5				taːvol																			
FAR_6													torɑʃte										
FAR_7				mɛsːɛ														kahkɛsɛ					
FAR_8																	kuc͡çɛs						
FAR_9									ɯlɯn	ɯlɯn													
FAR_10														kuntəɡunu		kuntok				kɯdʲokɯn			
FAR_11		kɑukel	kɑwkɑnɑ								kouɡi											kɑukɑlː	kˑɑvːɤn
FAR_12								kuhkʲenʲ															
FAR_13													myndə̠rnø										
FEATHER_1			høyɦen		høyhen																		
FEATHER_2							pun	poːnːʦ	ɡɤn	ɡɤn		pun	pun										
FEATHER_3																		paʦːɛ					
FEATHER_4		sulk	sulkɑ		sulɡ̊ɑ	sʊlkɑ																sulk	sˑulkʲ
FEATHER_5																tuː				tɯlɯ			
FEATHER_6	tolɡɑ			tolː			tŏɣəl					towəl		totə		tɑr							
FEATHER_7																			tərʔ				
FEATHER_8													pə̠stə̠l										
FEATHER_9									bordtɯv														
FINGERNAIL_1									ɡɯʒ	ɡɯʒ										ɡiʒɯ			
FINGERNAIL_2	kenʒe						kø̆ɳʧ	keːnːʦ															
FINGERNAIL_3		kyːs	kynsi		kynz	kynsi					kiːɲtʃ	kos	kyʧ								kʏnzʲ	ʧyːni	kˑyːʦʲˑ
FINGERNAIL_4				kɒrom											kɑʣːɑ								
FINGERNAIL_5														kətu			kəʣːɐ	kaʦːɛ					
FINGERNAIL_6																		kʉɛhpɛrɛ					
FINGERNAIL_7																qɑtə							
FINGERNAIL_8																			xədɑ				
FIRE_1												uʎɑ											
FIRE_2																					læmɔi		
FIRE_3	tol	tuli	tuli		tuli	tʊli		toːlː			tuˀʎ		tul	tuj	tɔlːɑ		tolːɐ	tɔlːɛ	tu	tɯl		tuli	tˑuli
FIRE_4				tyːz					bi	bi						tyː							
FIRE_5							tø̆ɣət																
FIRE_6												nɑːj											
FISH_1									ʨeri	ʨeri										ʨorɯɡ			
FISH_2												χuːl				quə̠lə							
FISH_3	kɑl	kɑlɑ	kɑlɑ		kɑlɑ	kɑlɑ	kul	kuːlʲː			kɑlɑː		kol	kolɯ	kʊ̯ɔlːi		kuɛlʲːɘ	kʉɛliɛ			kɑlɑ	kɑlɑ	kˑɑlɑ
FISH_4																			xɑʎɑ				
FIVE_1														səŋhəʎɑŋkə		sompəlæŋqə			səmʎɑŋɡ				
FIVE_2																		βɨjhtɛ					
FIVE_3				øt			wet					ɑt											
FIVE_4	vetʲe																						
FIVE_5		viːs	ʋiːsi		viːz	viːsi			vit	vit	viːʒ				vihtːɑ		vitːɐ			vitʲ	viʒ	viːs	viːsʲˑ
FIVE_6								vɨdː															
FIVE_7													βiʧ										
FLOWER_1								raːsʲː							raːsːi								
FLOWER_2																		rɨɛsɛɡɛ					
FLOWER_3				viraːɡ																			
FLOWER_4																	xɛarʲvʲːrʲaːsʲːɘ						
FLOWER_5									ʥoriʥ	ʥoriʥ		ɕoːri											
FLOWER_6																					ænik		
FLOWER_7																			ŋɑmdædʔŋæwɑ				
FLOWER_8	ʨeʨɑ																						
FLOWER_9	ʦvetkɑ																						
FLOWER_10											pucːkɨz~pusk					sɯrkə							
FLOWER_11			kukːɑ		kukːɑ	kʊkːɑ														ɕɑɕkɑ		kukː	
FLOWER_12							lɯjwə																
FLOWER_13														lukuðiɑj									
FLOWER_14		lilː																					lillʲ
FLOWER_15													peleðə̠ʃ										
FLY_1								kɨrʲːte															
FLY_2													ʧoŋeʃtem										
FLY_3																	c͡çɛrʲdʲːɛd						
FLY_4															kirtih			hæːliɛhtidh					
FLY_5												tiɣli		təirɕi		tiː			tʲirʦʲ				
FLY_6				rɛpyl																			
FLY_7							ləɣəl																
FLY_8									lebɑvnɯ	lebɑvnɯ										lobɯnɯ			
FLY_9		lenːɑtːɑ	lentæː		lentæː	lɛntyæ					lində										lɛtɑ	lentæmæ	lintɑmɑ
FLY_10	ʎivtʲɑms																						
FOOT_1														ŋoj									
FOOT_2																			ŋæ				
FOOT_3									kokpɯdɤs											pɯd			
FOOT_4										kok										kuk			
FOOT_5							kø̆r																
FOOT_6												lɑːɣəl				topə							
FOOT_7		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki			jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
FOOT_8																	ʝuɛlʲɟ͡ʝːɘ						
FOOT_9	piʎɡe																						
FOUR_1														ʧətə		teːtːə							
FOUR_2																			tʲeːt				
FOUR_3							ɲələ						nə̠l										
FOUR_4		neli	neljæ	neːɟ	neljæ	nɛlːæ															nɛlʲː		neli
FOUR_5								ɲieʎː				ɲilɑ						ɲiɛljiɛ					
FOUR_6											nɛːʎɑ						nɛʎːɐ						
FOUR_7	ɲiʎe								ɲoʎ	ɲoʎ					ɲe̯æʎːe					ɲɯʎ		neʎːe	
FULL_1														myntyɕɑ					pɑntɑ				
FULL_2	peʃkɕe												temʃe										
FULL_3							tel					tɑːɣəl											
FULL_4		tæis	tæysi	tɛlɛ	tæyz	tæysi					tæuʒ							tɨɛβɛ			tæʊzʲ	tæynø	tˑæysʲˑ
FULL_5									tɯr	tɯr										tɯr			
FULL_6								tievːt					tiʧ		tiɛvːɑ	tiːrəʎ	tiːudɒs						
FULL_7														dʲulsɯə									
GIVE_1							mə					miɣ		miɕi		mi							
GIVE_2		ɑntɑ	ɑntɑː		ɑntɑː	ɑntʊɑ					ɑndə				ɑdtih						ɑntːɑ	ɑntɤmɑ	ɑntmɑ
GIVE_3								anʲːte															
GIVE_4	mɑksoms																						
GIVE_5									ɕetnɯ	ɕetnɯ										ɕotɯnɯ			
GIVE_6																		βɛtːɛdh					
GIVE_7													puem										
GOOD_1		heɑ																				heːkː	
GOOD_2																				ʥeʨ			
GOOD_3			hyʋæ		hyvæ	hyvæ															hʏvæ	yvæ	hæː
GOOD_4								ʃiɡ									ʃiəɣːɐ						
GOOD_5									bur	bur													
GOOD_6	pɑro							puːrʲː					poro		pʊ̯ɔrːe		puɛrʲːɘ	pʉɛriɛ					
GOOD_7				joː			jəm				jɨvɑː												
GOOD_8												jomɑs				somɑ			səwɑ				
GOOD_9													sɑj							umoj			
GOOD_10										ʃɑɲ													
GOOD_11														ɲɑɡəː									
GRASS_1				fyː																			
GRASS_2																							hɑin
GRASS_3									turun	turun										turɯn			
GRASS_4	tʲikʃe																						
GRASS_5								raːsʲː							raːsːi		raːsʲːɘ						
GRASS_6																		kʰræːsiɛ					
GRASS_7		rohi	ruoɦo		roho																	roho	ruːh
GRASS_8																							moro
GRASS_9													ʃuðo										
GRASS_10														ɲotə		ɲuːʧə							
GRASS_11							pɑm					pum											
GRASS_12																			ŋɑmdæʔ				
GREEN_1				zøld																			
GREEN_2									zeʎonɤj														
GREEN_3							kullø̆j																
GREEN_4											mɨltsi												
GREEN_5										veʒ										voʒ			
GREEN_6	piʒe		ʋiçreæ																			viher	
GREEN_7						vihɑntɑ																	
GREEN_8		roheline			rohˑoin																	rohoin	rohilinɤ
GREEN_9								ruenː							rʊ̯ɔnaː		ruɐnːɐ	kʰrɵana					
GREEN_10												ɲɑːr	uʒɑr										
GREEN_11																noræʎ							
GREEN_12														ɲotərəku									
GREEN_13											oːʎɑz												
GREEN_14														ŋindiɑʔsɯə									
HAIR_1	ʧerʲ			søːr				sefs															
HAIR_2			hius		hiuz	hivʊs															hibʊz	ivuz	hiusˑ
HAIR_3											ibuːkst												
HAIR_4													yp										
HAIR_5										ɕi										ɕi			
HAIR_6		juːs							jurɕi														
HAIR_7								vuːpːt							vʊ̯ɔktɑ		vuəptɐ	βuʌptɛ					
HAIR_8														ŋɑbtə		oːptə							
HAIR_9							ɑwət					ɑːt											
HAIR_10																			ŋæbt				
HAIR_11	ponɑ						pun		ɡɤn	ɡɤn		pun	pun							ɡon			
HAIR_12		kɑrv	kɑrʋɑ		kɑrvɑ											tɑr							kˑɑrv
HAIR_13				hɒj																			
HAND_1																utə							
HAND_2																			ŋudɑ				
HAND_3	kedʲ			keːz			køt	kiːdː	ki	ki		kɑːt	kit							ki			
HAND_4		kæsi	kæsi		kæzi	kæsi					kɛˀʒ				kiɛhtɑ			kɨɛtɛ			kæzitɛrɑ	ʧæsi	kˑæsˑi
HAND_5														dʲyty									
HAND_6																	c͡çiətːɐ						
HEAD_1							oɣ																
HEAD_2																olə							
HEAD_3														ŋojbu									
HEAD_4															ɔ̯ɑivi								
HEAD_5				fɛj														oæjːiɛ					
HEAD_6			pæː		pæː	piæ					pæː										pæ	pæː	pˑæː
HEAD_7	prʲɑ	peɑ																					
HEAD_8																			ŋæwɑ				
HEAD_9								vuejːv					βuj				vuɛivʲːɘ						
HEAD_10									jur	jur										jɯr			
HEAD_11												puŋk											
HEAR_1														dʲinsiɕi									
HEAR_2																yntə							
HEAR_3				hɒlː			kɔl																
HEAR_4	kuʎems	kuːltɑ	kuːlːɑ		kuːlːɑ	kuːlːɑ		kulːe	kɯvnɯ	kɯvnɯ	kuːloː	χuːli	kolɑm		kʊlːɑh		kuːlːɐd	kuβlɛdh		kɯlɯnɯ	kʊldɑ	kuːlɤmɑ	kˑuːltmɑ
HEAR_5	mɑrʲɑms																						
HEAR_6																			nɑmdəsʲ				
HEART_1									ɕɤlɤm	ɕɤlɤm			ʃym							ɕulem			
HEART_2															vaːjbmʊ								
HEART_3																		βɑːjmuʌ					
HEART_4							səm							səː									
HEART_5		sydɑ	sydæn	siːv	syæn						sidɑːm	sim				siːʨə					sʏdæin	syæ	sˑyæ
HEART_6	ɕedʲej																		sʲeːj				
HEART_7								saːrʲːt									ʧɐːðʲɘ						
HEART_8								kuːtʲːk															
HEAVY_1						jykiɛ															jʏɡɛd		
HEAVY_2											læːlɑm		lele					leːβlɛs					
HEAVY_3							læɣərt																
HEAVY_4				nɛɦeːz																			
HEAVY_5												tɑːrwitəŋ											
HEAVY_6																sɤʧːəm							
HEAVY_7			pɑinɑʋɑ																			pɑinukɤz	
HEAVY_8		rɑske	rɑskɑs		rɑskɑz~rɑŋkːɑ			loːsʲːesʲ							lɔsːɑh		losːɐd					rɑskɑˑ	rɑsːɤ~kˑɑːlsˑɑ
HEAVY_9									ɕɤkɯt	ɕɤkɯd										ɕekɯt			
HEAVY_10	stɑkɑ													səŋkutuo					səŋɡoːwoːtɑ				
HEAVY_11				ʃuːjoʃ																			
HOLD_1										kutnɯ			kuʧem										
HOLD_2							kætl																
HOLD_3								ɒːnʲːe															
HOLD_4																	tuɛrʲʝːeːd						
HOLD_5	kirʲdʲems																						
HOLD_6														kəmiɑsɑ									
HOLD_7																			ɲɑʔəmbəsʲ				
HOLD_8		hoitɑ		tɒrt								tɑkti											hoitˑmɑ
HOLD_9															tɔ̯ɑlːɑh								
HOLD_10																orɑlpi							
HOLD_11				foɡ																			
HOLD_12									viʥnɯ	viʥnɯ										voʑɯnɯ			
HOLD_13																		ʉtniɛdidh~steːrɛdh					
HOLD_14			pitæː		pitˑæː	pityæ					piˀdːə										pidɑdɑ	pitæmæ	
HORN_1														ŋɑmtə		ɑːmtə							
HORN_2							ɑ̆ŋət					ɑːɲt											
HORN_3																			ɲɑmd				
HORN_4		sɑrv	sɑrʋi		sɑrvi	sɑrvi					sɔːrɑ				ʧɔ̯ɑrɛvi			ʧoærβiɛ			sɑrʲv	sɑrvi	sˑɑrvʲ
HORN_5	ɕuro								ɕur	ɕur			ʃur							ɕur			
HORN_6								ʧuerʲːv									ʧuarʲvʲːɘ						
HORN_7													tykø										
I_1									me	me													
I_2	mon	mɑ	minæ		miæ	miɛ	mæ	munː			minɑː		mə̠j	mənə	mʊn	mɑn	monɐ	manːɛ	mɑɲ	mon	minæ	miæ	mɑʔ
I_3				eːn																			
I_4												ɑm											
KILL_1				øl			wel																
KILL_2					surmɑd̥ɑ																	surmɑmɑ	
KILL_3																					riktɑ		
KILL_4		tɑpːɑ	tɑpːɑː			tɑpːʊɑ					tɑpːə											tɑpːɤmɑ	tˑɑpˑmɑ
KILL_5	mɑʃtoms~ʧɑvoms												puʃtɑm										
KILL_6								kɒːnʲːte							kɔdtih		kɔdʲːɛd						
KILL_7														kotudʲɑ									
KILL_8																			xɑdɑsʲ				
KILL_9												ɑli											
KILL_10									vijnɯ	vijnɯ										viɯnɯ			
KILL_11										kulɤdnɯ													
KILL_12																quə̠t							
KILL_13																		pʉβːɛdh					
KNEE_1		pɤlv	polʋi		polvi	pɔlvi		puːvːl			puːolɑ		pulβuj			puːlə	puəlvːɐ	puʌlβɛ	pulɨ		pɔlʲv	pɤlvi	pˑɤlvʲ
KNEE_2									piʥɤs	piʥɤs													
KNEE_3																				pɯdʲes			
KNEE_4	kumɑʒɑ																						
KNEE_5														həɑɡɑj									
KNEE_6							ʧæɳʧ																
KNEE_7												sɑːns											
KNEE_8															ʧibpi								
KNEE_9				teːrd																			
KNOW_1												χɑːsi											
KNOW_2												wɑːɣ											
KNOW_3																			tʲeːɲeːwɑsʲ				
KNOW_4				tud				tiːdːe			tiːɛdə												
KNOW_5																tynəmə						tuntɤmɑ	
KNOW_6		teɑtɑ	tie̯tæː		tiːtæː	tiɛtyæ									tiɛhtih		tiɛtʲːɛd	tiɛtɛdh			tɛtɑ	tæːtemæ	tˑiːtmæ
KNOW_7	sodɑms																						
KNOW_8													pɑlem										
KNOW_9							tŏŋəmt	tomːte															
