	Belarusian	Bulgarian	Burgenland Čakavian	Czech	Kajkavian	Latvian	Lithuanian	Macedonian	Polish	Russian	Slovak	Slovenian	Ukrainian	Čakavian (Cres)	Čakavian (Istria)	Štokavian
STAND_1						stāːvêːt	stoːvʲêːtʲɪ									
STAND_2	stajˈæʦʲ	stojˈɤ	stâːt	staːt	staːt			stoj	staʨ	stɐjˈætʲ	staːc	stàːti	stɔjˈɑtɪ	stǎːt	stǎːt	stâjati
STAR_1	zˈorka												zʲˈirkɐ			
STAR_2		zvɛzdˈa	zvjêzda	ɦvjˈɛzda	zvˈejzdɒ			ʣvezda	ɡvʲjˈazda	zvʲɪzdˈa	ɦʋˈɪ̯ɛzda	zʋɛ̀ːzda		zvɛzdˈa	zvjezdˈa	zʋjeː̌zda
STAR_3						zvǎjɡznɛ	ʒvɐjɡʒʲdʲěː									
STONE_1	kˈamʲenʲ	kˈamɐk	kǎːmɛn	kˈaːmɛn	kˈowmæn	akměns	ɐkmuə̌	kamen	kˈamʲjɛɲ	kˈamʲɪnʲ	kˈamɛɲ	kàːmɛn	kˈɑmʲinʲ	kaměːna~kǎːmik	kˈamik	kâmeːn
STONE_2															ɡrˈɔta	
SUN_1						sāwlɛ	sɐ̂wlʲeː									
SUN_2	sˈonʦa	sɫˈɤnʦɛ	sûːnʦɛ	slˈunʦɛ	sˈownʦæ~sˈu̯onʦæ			sonʦe	swˈɔɲʦɛ	sˈonʦə	sˈɫ̩ŋkɔ	sɔ̀ːnʦɛ	sˈɔnʦɛ	sěːnʦɛ	sǔːnʦe	sûːnʦe
SWIM_1	pɫˈavaʦʲ	pɫˈuvɐm	plut	plˈavat	pʎuːt~pjuːt				pwˈɨvaʨ	pɫˈavətʲ	pɫˈaːʋac	plàːʋati	pɫɪʋtˈɪ~pɫˈɑʋɐtɪ	plˈavat	plˈivat	plîʋati
SWIM_2							pɫɐ̌wktʲɪ									
SWIM_3						pêldêːt										
SWIM_4								kapi								
TAIL_1			rjêp		rejp							rɛ́p		rěːp	rjěp	rêːp
TAIL_2	xvost									xvost	xʋɔst		xʋʲist			
TAIL_3						astɛ										
TAIL_4		opˈaʃkɐ						opaʃka								
TAIL_5				ˈoʦas					ˈɔɡɔn							
TAIL_6							uədʲɛɡˈɐ									
THAT_1					own		ɐnˈɐs	on							ɔnˈi	ǒnoː
THAT_2	tˈoje	tovˈa	tâː	to	tej~taː	tas		t	tɔ	to	tɔ	tɔ̀ː	tɔ	ɔtɔ̌ːx~tɔ̌ːx~ɔnɔ̌ːx~nɔ̌ːx	ta~tâː	tôː
THIN_1	tˈonkʲi	tˈɤnɐk	tǎːnak	tˈɛŋkiː	tˈejnæk			tanok	ʨˈɛŋkʲi	tˈonkʲɪɪ̯	cˈɛŋkiː	tàːnɛk	tɔnkˈɪi̯	tˈɛnɛk	tˈanak	tânak
THIN_2						tjêws										
THIN_3							pɫôːnɐs									
THIS_1		tˈɔzi	u̯ôv		owv			ov						ɔvɔ̌ːx~vɔ̌ːx	ɔvˈi	ǒʋoː
THIS_2						ʃis	ʃʲɪs						ʦɛ			
THIS_3	ʁˈɛta			tˈoto				t	tɔ	ˈɛtə	tɔ~tˈaːtɔ	tɔ̀ː				
THOU_1	tɨ	ti	tîː	tɪ	tiː	tu	tʊ	ti	tɨ	tɨ	ti	tìː	tɪ	tîː	tîː	tîː
THOU_2								tebe								
TONGUE_1	jæzˈɨk	ɛzˈik	jˈɛziːk	jˈazɪk	jˈæzik			jazik	jˈɛw̃zɨk	jɪzˈɨk	jˈazik	jéːzik	jɐzˈɪk	zajˈik	zajˈik	jězik
TONGUE_2							lʲjɛʒˈʊvʲɪs									
TONGUE_3						měːlɛ										
TOOTH_1	zup	zɤp	zub	zup	zowb	zuɔ̯̂ps		zap	zɔmp	zup	zup	zɔ̀ːp	zub	zûːp	zu̯ôp	zûːb
TOOTH_2							danʲtʲˈɪs									
TREE_1						kuɔ̯̂ks										
TREE_2							mʲæ̌dʲɪs									
TREE_3	drˈɛva	dɐrvˈɔ			drˈejvɔ			dr̩vo	dʐˈɛvɔ	dʲˈerʲɪvə		drɛʋɔ̀ː	dˈɛrɛwɔ	drêːvɔ	drjêvɔ	dr̩̂ʋo
TREE_4														stablˈɔ		stǎːblo
TREE_5			stru̯ôm	strom							strɔm					
TWO_1	dva	dva	dvǎː	dva	dvaː	divi	dʊ	dva	dva	dva	dʋa	dʋàː	dʋɑ	dvâː	dvâː	dʋâː
WALK_1						ɡāːju								rěːn~ɡrěːn	ɡrjěn	
WALK_2	xaʣʲˈiʦʲ	xˈɔdʲɐ							xˈɔʥiʨ	xɐdʲˈitʲ		xɔdìːti	xɔdˈɪtɪ			xǒːdati
WALK_3					powt~pˈowti									pɔ̌ːc	pu̯ǒc	
WALK_4			ʔit			jêt~jɛt	êjtʲɪ									
WALK_5								oj								
WARM_1	ʦʲˈɵpɫɨ	tˈɔpɐɫ	tjěpal	tˈɛpliː	tˈu̯opɛl			topol	ʨˈɛpwɨ	tʲˈɵpɫɨɪ̯	cˈɛpɫiː	tóːpɛu̯	tˈɛpɫɪi̯	těːpɛl	tˈɛpal	tôpao
WARM_2						sǐlts	ʃʲǐɫtɐs									
WARM_3												u̯rɔ́ʧ				ʋrûːʨ
WARM_4	ʁarˈaʧɨ								ɡɔɾˈɔnʦɨ		ɦˈɔruːʦi		ɦɐɾʲˈɑʧɪi̯			
WARM_5		ʒˈarɐk		ɦˈorkiː						ʐˈarkʲɪɪ̯			ʒɐrkˈɪi̯			
WATER_1	vadˈa	vodˈa	vu̯ɔ̌da	vˈoda	vˈu̯odɒ			voda	vˈɔda	vɐdˈa	ʋˈɔda	ʋóːda	wɔdˈɑ	vɔdˈa	vɔdˈa	ʋǒda
WATER_2							vɐnduə̌									
WATER_3						ûːděns										
WE_1	mɨ		mîː	mɪ	miː	mɛːs	mʲæ̌s		mɨ	mɨ	mi	mìː	mɪ	mîː	mîː	mîː
WE_2		nˈiɛ	nâːs		naːs			nije~nas						nas	nas	
WHAT_1			ʧa~ʧâː		kɒj~kæj							kàːj		ʧɛ	ʧa	
WHAT_2						kas	kɐs									
WHAT_3	ʂto	ʃtɔ		ʦo				ʃo~ʃco	ʦɔ	ʂto	ʧɔ		ʃʧɔ			ʃtô
WHAT_4		kɐkvˈɔ														
WHITE_1	bʲˈeɫɨ	bʲaɫ	bjêl	bˈiːliː	bejl	bālts	bɐ̂ɫtɐs	bel	bʲjˈawɨ	bʲˈeɫɨɪ̯	bˈɪ̯ɛɫi	bɛ̀ːu̯	bʲˈiɫɪi̯	bêːli	bjêl	bjeː̂l
WHO_1	xto		ɡdɔ~dɔ	ɡdo					ktɔ	kto	ktɔ	kdɔ̀ː	xtɔ			
WHO_2		kɔj			kow	kas	kɐs	koj						kîː	kiː	tkô
WIND_1	vʲˈeʦʲer	vʲˈatɐr	vjětar	vˈiːtr̩	vjˈetær			veter	vʲjatɾ	vʲˈetʲɪr	ʋˈɪ̯ɛtɔr	ʋɛ̀ːtɛr	ʋʲˈitɛr	věːtɛr	vˈɛtar	ʋjêtar
WIND_2						vɛːjʃ	vʲêːjɛs									
WOMAN_1	ʐanʧˈɨna	ʒɛnˈa	ʒˈɛna	ʒˈɛna	ʒjˈenɒ~ʒjˈenskɒ			ʒena		ʐˈɛnʲɕːɪnə	ʒˈɛna	ʒɛ̀ːnska	ʒʲˈinkɐ	ʒɛnˈa~ʒěːnska	ʒjěnska	ʒěna
WOMAN_2						sjɛvjɛtɛ										
WOMAN_3									kɔbʲjˈɛta							
WOMAN_4							môːtʲɛrʲɪs									
WOMAN_5			rˈɔba													
WORM_1												ɡlìːsta			ɡlîːs~ɡlîːsta	
WORM_2	ʧarvʲˈæk	ʧˈɛrvɛj	ʧr̩̂v	ʧɛrf	ʧɛrv			ʦr̩veʦ		ʨɪrvʲˈak	ʧɛrʋ	ʧə́ru̯	ʧɛrʋjˈɑk	ʧêːrf	ʧr̩̂f	ʦr̩̂ːʋ
WORM_3						tǎːrps										
WORM_4									ɾˈɔbak							
WORM_5							kʲɪrʲmʲeːlʲěː									
YEAR_1		ɡodˈinɐ						ɡodina								ɡôdina
YEAR_2	ʁot					ɡats				ɡot						
YEAR_3				rok					ɾɔk		rɔk		ɾʲik			
YEAR_4			ljětɔ		ljˈetɔ							lɛ̀ːtɔ		lěːtɔ	lˈɛtɔ	
YEAR_5							mʲæ̌tɐj									
YELLOW_1	ʐˈowtɨ	ʒɤɫt	ʒûːt	ʒlˈutiː	ʒowt			ʒolt	ʐˈuwtɨ	ʐˈoɫtɨɪ̯	ʒˈɫ̩tiː	ʒɔ̀ːu̯t	ʒˈɔʍtɪi̯	ʒûːt	ʒûːt	ʒûːt
YELLOW_2						ʣæ̂ltæ̌ns	ɡʲɛɫtôːnɐs									
YELLOW_3												rumɛ́n				
