	Chadian Arabic	Cypriot Arabic	Dhofari Arabic	Egyptian Arabic	Gulf Arabic	Hassaniya Arabic	Iraqi Arabic	Levantine Arabic	Maltese	Modern Standard Arabic	Moroccan Arabic	Najdi Arabic	North Mesopotamian Arabic	Sanaani Arabic	Sudanese Arabic	Tunisian Arabic
SNAKE_7							ʜajja~ʜjɑːjɑ	ħajji		ħajja		ħajjɛh	ħʌjji			
STAND_1										qɑːma		ɡaːm				
STAND_2	wiɡif	ɛkɛf	wqaːf	wɛʔɛf	wuɡaf	uːɡəv	wuɡaf	wɑʔɑf		waqɑfa	wqəf	waɡf	wiqif	wiɢif	waɢaf	wqif
STAR_1									kɛwbɐ	kawkab				kawkab		
STAR_2	nɛʤma	naʒme	niɡma	nɛɡma	niːma	nʌʒma	naʤma~naʤɛm	naʒmɛ		naʤm	nəʒmɑ	naʤɛm	nʌʤmi	naɡʲm	naɡʲma	niʒma
STONE_1							sˤalˤbuːx					sˤəlˤbuːx				
STONE_2	haʤaraːj	xaʒra	ħaɡaːra	ħɑɡɑrɑ	ħijɑr	ħʌʒra	ʜʤɑːrˤa~sˤɑxrɑ	ħɑʒrɑ		ħaʤɑrɑ~sˤɑxɑr	ħəʒra	ħaʤɑr	ħʌʤɑɣ	ħiɡʲɑːrɑh~sˤɑχr	ħɑɡʲɑr	ħɑʒrɑ
STONE_3									ʤɛblɐ							
SUN_1	ʃams	ʃimps	ʃims	ʃams	ʃams	ʃams	ʃamɛs	ʃams	ʃɛmʃ	ʃams	ʃəmʃ	ʃams	ʃamis	ʃams	ʃams	samʃ~ʃams
SWIM_1			sbaːħ				sɛbaʜ	sɛbɛħ		sabaħa		sɛbɛħ	sibiħ	sabaħ		
SWIM_2			ʕaːm	ʕ̞aːm	ʕaːm	ʕaːm			ɐːm	ʕaːm	ʕam			ʕaːm	ʕaːm	ʕaːm
SWIM_3		kalimpa														
SWIM_4		tʌʕassɛl														
SWIM_5	ʔarrad fi lalmɛ															
TAIL_1			ðɛːl	dɛːl	ðɛːl		ðɪe̯l			ðajl			ðɛl	ðajl		
TAIL_2						aːɡilaːl										
TAIL_3											ʃwwal					
TAIL_4						sbiːb										
TAIL_5											zɑntˤitˤ					
TAIL_6	danab							danɛb	dɛmp	ðanab		ðanab			danab	
TAIL_7		tumpjɛ														
TAIL_8																baʕbuːsˤ
TAIL_9						nəwwaːʃa										
THAT_1	daːk~diːk	aðak~aðik	haːðaːk~haːðiːk	dawwat~dajjat~dawwan~dawwak~dawwa	haðɑːk~haːðiːʧ	ðaːk~ðiːk	ðɑːkɑ~ðɪe̯ʧɛ	hajdiːk~hiːdɛːk		ðaːlika~tilka~tiːka	hadak~dak~hadik~dik	ðaːk~ðiːk	hʌðɛːk~hʌðiːk	ðˤɑjjik~tajjik	daːk~dɛːk	haːðaːka~haːðiːka
THIN_1			ħatˤiːtˤ~ɡaʃuːf	nɛħiːf	ðˤʕiːf			nɑħiːf		naħiːf	nħif	ðˤəʕiːf		naħiːf	naħiːf	ðˤʕiːf
THIN_2		θkiːk		rɔfɑjjɑʕ̞	dɛʤiːʤ	rɡiːɡ~rɡɛjjəɡ	rɛfiːʢ	rʔiːʔ	rʔɪːʔ	rɑqiːq~rafiːʕ	rqiq	dəɡiːɡ	ɣʌqiːq	rafiːʕ	riɢɛjjiɢ	
THIN_3	bɑːtil															
THIS_1	daː~diː	aða~aðiː	haːðiː	da~di	hɑːða~hɑːði	ðɑ~ði	hɑːðɑ	hajdɑ~hajdɛ	dɐːn~diːn	haːðaː~haːðihiː	hada~hadi	ða~ði	haːðaː~haːðiː		da~dɛ	haːða~haːði
THIS_2														ðˤɑjjɑːh~tajjih		
THIS_3							hiːaːtaː									
THOU_1	inta~intɛ~inti	int~inti	intɑ~inti	ɛnta~ɛnti	ɛntɑ~ɛnti	nta~ntijja	ɛntɛ~ɛnti	ɛntɑ~ɛntɛ	ɪnt~ɪntɪ	ʔanta~ʔant	ntɑ~ntajɑ~nti~ntijɑ	ənta~ənti	ʌntɑ~ʌntɛː	ant~anti	intɑ~inti	inti
TONGUE_1	lisaːn	san	lisaːn	lɛsaːn	lɛsɑːn	lsaːn	əlsɑːn	lsaːn	lsɪːn	lisaːn	lsan	lsaːn	əlsuːn	lisaːn	lisɑːn	lsaːn
TOOTH_1	sɛnn	sinn		sɛnna	sɛnn	sʌnn	sɛnn	sɛnn	sɪnnɐ	sinna	sənnɑ	sinn	sin	sɛnnih	sɛnn	sinna
TOOTH_2			ðars		ðˤɛrs	dˤars				dˤirs	dərsɑ	ðˤirs		ðˤirs		
TREE_1			ʃaɡara	ʃɑɡɑrɑ	ʃjɑrˤɑ		ʃaʤarɑ~ʃɛʤrɑ	siʒrɛ	sɪʤrɐ	ʃaʤarɑ	ʃəʒrˤa	ʃɛʤarɑ	siʤʌɣɑ	ʃɛɡʲarih	ʃɛɡʲɑrɑ	ʃuʒra~suʒra
TREE_2	ʃɑdɑrɑːj															
TREE_3						sˤadrˤɑːja										
TREE_4		ðɛntra														
TWO_1	tinɛːn~tittɛːn	xnajn	θnɛːn~θantɛːn	ɛtnɛːn	θnɛːn~θəntɛːn	iθ̬najn~θ̬intajn	θnɪe̯n~θəntɪe̯n	tnɛjn~tnɛːn~tintɛːn	tnɛjn	ʔiθnaːn~ʔiθnataːn~ʔiθnajn~ʔiθnatajn	tnin	əθnɛːn~θəntɪe̯n	θniːn~θintiːɛn	θnajn~θintajn	ɛtnɛːn	θniːn
TWO_2									zɛwʧ		ʒuʒ					zuːz
WALK_1	saːr				sˤɑːr						sˤɑr					
WALK_2	maʃa	miʃɛ	mʃaː	mɛʃi	mɛʃɑ		mɛʃa	mɛʃi	mɛʃɐ	maʃaː	tməʃʃɑ	mɛʃa	məʃi		maʃa	mʃaː
WALK_3						twaːtˤa~ɡɔwtˤarˤ										
WALK_4														χɛtˤi		
WARM_1		sxun						sɔxn	sħʊːn							sxuːn
WARM_2	haːmi			daːfi	dɑːfi	ħaːmi~daːfi	ʜɑːmi~dɑːfi	dɛfjɛːn		daːfiʔ	dafi	daːfi	diːfi	daːfi~ħaːmi	daːfi	daːfi
WATER_1	almɛ					ʌlma			ɪlmɐ						ɛlmiː	
WATER_2	mɔːja	mɔɛ	maːj~miː	mɑjjɑ	mɑːj		mˤɑːj	mɑjj		maːʔ~mijaːh	ma	maː~mɔːja	mɑːj	mɛːʔ	mɔːja	maː
WE_1	ʔaniːna	naxni	naħana	ɛħna	nɛħɛn	ʌħna~ʌħnaːti	ɛʜnɛ	nɑħnɑː	ɐħnɐ	naħnu~ʔinnaː	ħnɑ~ħnajɑ	əħna~ənnaː	niħnɑː	əħnə	ɛħna	ħənaː
WHAT_1				ʔɛː											ʔɛː	
WHAT_2										maː~maːða				mɛh		
WHAT_3	ʃunu				ʃɛnu	ʃənhu	ʃɛnu		ʃɪnʊ		aʃnu				ʃinu	ʃnuwwa~ʃnuːma
WHAT_4		aʃ	ɛːʃ		ɛːʃ~ʃuː	ʃ~aːʃ	ʃə	ʃu~ʔɛːʃ	ʃ~ʃɪːʃ		aʃ	wɛʃ	ʌʃuː			
WHITE_1	ʔabjɛt	apkjað	bjɑːðˤ	ɑbjɑd	ɑbjɑðˤ	ʌbjɑðˤ	ʔɑbjɑðˤ	ʔɑbjɑdˤ	ɐbjɐt	ʔabjɑdˤ	bjədˤ	ɑbjɑðˤ	ʌbjɑðˤ	ʔabjɑðˤ	ɑbjɑdˤ	abjidˤ
WHO_1											ʃkun					ʃkuːn
WHO_2		mɛn	miːn	miːn	mɛn	mən~mənhu	manuː	miːn		man		mən	mənu	man	minu	
WHO_3	jaːtu															
WIND_1	riːh				riːħ	riːħ~arjaːħ			rɪːħ	riːħ	riħ	riːħ	ɣiːħ	riːħ	riːħ	riːħ
WIND_2		xava	habu	hawa	hbuːb		hɑwɑ	hɑwɑ		hawaːʔ				hawa		
WOMAN_1					ħurma							ħɔrma		ħurma		
WOMAN_2	mara	mɑrɑ	mɑrɑ			mrˤɑ	mɑrɑ~mrajja	mɑrɑ	mɐrɐ	imrɑʔa~almɑrʔa	mrˤɑ	mɑrɛ	mɑɣɑ~mɑɣijji	mɑrih	mɑrɑ	mra
WOMAN_3				wlɛjja												
WOMAN_4				sɛtt												
WORM_1	duːda	tut	duːd	duːda	duːd	duːd	duːd	duːdi	dʊːdʊ	duːda	duda	duːdah		duːdah	duːdɑ	duːda
WORM_2													ʌɣdɑ			
YEAR_1			ʕaːm			ʕaːm				ʕaːm	ʕam				ʕaːm	ʕaːm
YEAR_2	sana	sinɛ	sana	sana	sana	sna	sana	sɛnɛ	sɛnɐ	sana		sanah	sani	sanah	sana	
YELLOW_1	ʔasfar	asfar	sˤfɑːr	ɑsfɑr	ɑsˤfɑr	ʌsˤvɑr	ʔɑsˤfɑr	ʔɑsˤfɑr	ɪsfɐr	ʔasˤfar	sˤfər	ɑsˤfɑr	ʌsˤfɑɣ	ʔasˤfɑr	asfɑr	asˤfir
