	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
BIRD_1	njɑu²¹³	ɲjau⁴¹		ʦɛu³²	nju²³	tjɑu²³	njau²¹³~ʨʰjau²¹³	ɲjɔ⁴⁵	ɲje²¹³			ɲjɛu²¹³	ljɔ¹¹		tjæ⁵²	njau⁵³		ʨʰjɑu⁵³	ʦjau⁵³
BIRD_2			ʨʰɥo²¹ə⁵⁵~ʨʰo²¹ʨʰo²¹							tjɤ⁴²ʨi³⁵	tjau³³ve⁰		ʨʰjoʔ⁵ʦɹ̩⁰	ʦʰɥɔ³⁵			tjɛ²⁴²ŋ̍⁰		
BITE_1				ka²⁴²															ka²²
BITE_2	jɑu²¹³	ŋa⁴¹	ŋau⁵³		ŋau²³	ŋɑu²³	jau²¹³	jɔ⁴⁵	ŋɤ²¹³	ŋa³⁵		ŋau²¹³	jɔ¹¹	jau²¹⁴	ŋæ²³¹	jau⁵³	ŋwɔ²⁴²	ɲjɑu⁵³	
BITE_3											ŋat¹								
BLACK_1				u⁵⁵															ɔ⁵⁵
BLACK_2	xei⁵⁵	xə²⁴	xe²¹		hɐk³	xei⁵⁵	xei⁴⁴	xei²¹⁴	xɤʔ³²	xe¹³	het¹	hɛt⁵	xeʔ⁵	xɛ²¹⁴	həʔ⁴	xəʔ²	he⁴¹	xei²¹	
BLOOD_1	ɕɥɛ²¹³	ɕje²⁴	ɕɥe²¹	haiʔ²⁴	hyt³	ɕɥe⁵⁵	ɕɥɛ²¹³	ɕjə²¹⁴	ɕɥaʔ³²	swe¹³	çjat¹	ɕɥet⁵	ɕɥeʔ⁵	sjɛ²¹⁴	ɕɥəʔ⁴	ɕɥəʔ²	ɕy⁴¹	ɕjɛ²¹	hwiʔ³²
BONE_1	ku²¹⁴	ku²⁴təu⁰	ku²¹tʰəu²¹	kɔuʔ²¹~kɔuʔ²⁴kɔuʔ²⁴	kwɐt⁵	ku⁵⁵tai²²	ku²¹³tʰou⁰	ku²¹⁴tʰou⁰	kwɤʔ³²	ku¹³djɤ¹³	kut¹tʰeu¹¹	kuʔ⁵tʰəu⁰	kuʔ⁵tʰəɯ¹³	ku²¹⁴tʰə⁰	kwəʔ⁴dʏ¹³	kwəʔ²təu⁰	ky⁴²dɤu³⁴¹~ky⁴¹	ku²¹tʰou⁰~ku²¹tou⁰	kut³²tʰau²⁴
BREAST_1	ʐu²¹⁴fɑŋ³⁵	y⁴¹fan¹³			y²³fɔŋ²¹	lai²³fɑŋ²²							lu¹¹fɑ̃¹³					vu⁵³fɑŋ²¹	
BREAST_2		lai⁴¹ʦɹ̩⁰	lai⁴⁵lai⁵⁵				nai²¹³ʦɹ̩⁰	ma²¹³ma⁰~nɛ⁴⁵ʦɹ̩⁰	lɔ³⁵ʦɹ̩⁰	la³⁵bu¹³				nai²¹⁴ʦɹ̩⁰					njæ⁵³jã⁵³
BREAST_3												lai²¹³				nai⁵³	na²⁴		
BREAST_4				nɛiŋ⁵³											nɑ¹³nɑ¹³				
BREAST_5							ʦa⁴⁴												
BREAST_6											nen⁵³ku³³								
BURN_1	ʂɑu⁵⁵	sau³³	sau⁴⁵	sjeu⁵⁵	sju⁵³	sɑu⁴²	ʂau⁴⁴	ʂɔ²¹⁴	ɕjo⁵⁵	ɕjɤ⁴⁴	sau³³	sɛu⁴²	sɔ³¹	ʂau⁵²	sæ⁴⁴	sau²¹	ɕjɛ⁴⁴	ʂɑu²¹	sjo⁵⁵
CLAW_1	ʈ͡ʂwa²¹³	ʦau⁴¹~ʦau⁴¹ʦɹ̩⁰	ʦwa⁵³ʦwa²¹	kʰa⁵⁵ʦau³²~ʦau³²	ʦau³⁵	ʦɑu²³ʦe²³	ʈ͡ʂwa²¹³ʦɹ̩⁰	ʈ͡ʂwa⁴⁵ʦɹ̩⁰	ʦɤ²¹³ʦɹ̩⁰	ʦɤ⁴²ʦɹ̩⁰	ʦau³¹	ʦwa²¹³ʦɹ̩⁰	ʦwɑ¹¹ʦɹ̩⁰	ʈ͡ʂwa²¹⁴ʦɹ̩⁰	ʨjɑʔ⁴ʦæ⁵²	ʦwa⁵³	ʨja⁴¹ʦwɔ²⁴²	p͡fɑ⁵³ʦɹ̩⁰	
CLAW_2																			ɡɔ²²njãu⁵³liŋ²⁴
CLOUD_1	yn³⁵	yn¹³	yn²¹	huŋ⁵³	wɐn²¹	yŋ²²		ɥẽ⁵³	ɥɑ̃⁴⁴	un¹³	jun¹¹	yn²⁴	in¹³	yn⁵²	ɦɥən¹³	yŋ²¹	ɥoŋ³⁴¹	ɥẽ²⁴	hun²⁴
CLOUD_2							yn²⁴ʦʰai⁰												
COLD_1				kaŋ⁵³															kwã²⁴
COLD_2				ʦʰiŋ²¹²															ʦʰin²¹
COLD_3	ləŋ²¹⁴	lən⁴¹	nən⁵³	tɔyŋ²¹²	laŋ²³	lei²³	ləŋ²¹³	ləŋ⁴⁵	nẽ²¹³	njɔ̃⁴²	laŋ³³	laŋ²¹³	lən¹¹	ləŋ²¹⁴	la²³¹	ləŋ⁵³	ljɛ²⁴²	ləŋ⁵³	liŋ⁵³
COME_1	lɛ³⁵	lai¹³	lai²¹	li³²	lɔi²¹	lai²²	lai²⁴	lɛ⁵³	na⁴⁴	le¹³	loi¹¹	lai⁴⁵	nɛ¹³	lai³⁵	le̞¹³	lai²¹		lɛ²⁴	lai²⁴
COME_2																	ʦau²⁴²lo⁰		
COUNT_1	ʂu²¹³	səu⁴¹	su⁵³	sou²¹²	sou³⁵	su²⁵	ʂu²¹³	ʂu⁴⁵	su²¹³	sɤu⁴²	sɹ̩⁵³	su²¹³	su¹¹	ʃu³³⁴	səu⁵²	su⁵³		sou⁵³	sɔ²¹
COUNT_2																	ti²⁴		
DIE_1	sɹ̩²¹³	sɹ̩⁴¹	sɹ̩⁵³	si³²	sei³⁵	sɹ̩²³	sɹ̩²¹³	sɹ̩⁴⁵	sɹ̩²¹³	sɹ̩⁴²	sɹ̩³¹	sɹ̩²¹³	sɹ̩¹¹	sɹ̩²¹⁴	si⁵²	sɹ̩⁵³	sɹ̩²⁴²	sɹ̩⁵³	si⁵³
DIE_2		tan¹³sɹ̩⁵⁵lan¹³																	
DIE_3		kwa³³																	
DIRTY_1	ʦɑŋ⁵⁵	ʦan³³	ʦaŋ⁴⁵				ʦaŋ⁴⁴	ʦɑŋ²¹⁴				ʦɔŋ⁴²	ʦɑ̃³¹	ʦaŋ⁵²		ʦɒ̃²¹		ʦɑŋ²¹	
DIRTY_2				la⁵⁵ʦʰa⁵⁵	u⁵⁵ʦou⁵³							ŋa⁴²ʦa⁰					ə⁴⁴ʦə⁴⁴		
DIRTY_3			nəu²¹səu⁵⁵																lau²⁴sjɔŋ²⁴
DIRTY_4				ouʔ⁵ʦʰwoʔ²⁴											oʔ⁴ʦʰoʔ⁴				
DIRTY_5		la²⁴tʰa²⁴	la²¹tʰa²¹			la⁵⁵tʰa²¹	mai²⁴tʰai⁰		voʔ³²lo³¹	pʰa³⁵la¹¹									
DIRTY_6											me⁵³								
DOG_1	kou²¹⁴	kəu⁴¹	kəu⁵³		kɐu³⁵	kai²³	kou²¹³	kou⁴⁵	ki²¹³	tjɤ⁴²	keu³¹	kjɛu²¹³	kəɯ¹¹	kou²¹³	kʏ⁵²	kəu⁵³	kau²⁴²	kou⁵³	kau⁵³
DOG_2				kʰɛiŋ³²~kʰɛiŋ³²ŋjaŋ³²															
DRINK_1					jɐm³⁵														lim⁵⁵
DRINK_2	xɤ⁵⁵	ʨʰja²⁴~xo²⁴	xo⁴⁵	ʦʰwoʔ²⁴~sjøʔ⁵		xwo⁵⁵	xɤ⁴⁴	xɤ²¹⁴	xɤ⁵⁵	ʨʰjɔ¹³	sət⁵	hot²	xoʔ⁵	xa²¹⁴	ʨʰjəʔ⁴~haʔ⁴	xəʔ²	ha⁴¹	xwo²¹	
DRY_1	kan⁵⁵	kan³³	kan⁴⁵	kaŋ⁵⁵~ta⁵⁵	kɔn⁵³	kã²³	kan⁴⁴	kæ̃²¹⁴	kɔ⁵⁵	kã⁴⁴	kon³³	kon⁴²	kɑ̃³¹	kɐn³³⁴	kø⁴⁴	kæ̃²¹	ky⁴⁴	kæ̃²¹	ta⁵⁵
DRY_2																	sə⁵¹		
EAR_1	ə²¹⁴	ə⁴¹	ə⁵³													ə⁵³		ə⁵³	
EAR_2		ə⁴¹to⁰	ə⁵³to⁵⁵			y²³tu²³	ə²¹³two⁰	ə⁴⁵twɤ⁰	ẽ²¹³tɵ²¹³	ɤ⁴²tɤ⁰		ɵ²¹³tɔ⁰	ə¹¹to⁴⁴	ə²¹⁴tə⁰	ɲ²³¹təu⁵²	ə⁵³twɤ⁰	ŋ̍²⁴to²⁴²	ə⁵³two⁰	
EAR_3					i²³ʦɐi³⁵														
EAR_4											ŋi³¹kuŋ³³								
EAR_5				ŋɛi²⁴²															
EAR_6																			hi²²ja⁵³
EARTH (SOIL)_1	tʰu²¹³ti⁵¹	tʰəu⁴¹ti¹¹	tʰu⁵³ti²¹³~ti²¹³	tʰu⁵³lɛi²⁴²	tʰou³⁵tei²²	tʰu²³ti²¹	tʰu²¹³ti⁵³	tʰu⁴⁵ti³¹	ʦʰɹ̩³¹~tʰu²¹³ʦʰɹ̩³¹	tʰɤu⁴²di¹¹~di¹¹	tʰu³¹tʰi⁵³	tʰu²¹³tʰi⁴²	ti⁴⁴~tʰu¹¹ti⁴⁴	tʰu²¹³ti³³⁴	di²³¹bi¹³~tʰəu⁵²di²³¹	tʰu⁵³ti⁴⁵~ti⁴⁵	tʰøy²⁴²dei²²	tʰou⁵³ti⁴⁴~ti⁴⁴	tʰɔ⁵³twe²²
EAT_1	ʈ͡ʂʰɻ̩⁵⁵	ʨʰja²⁴	ʦʰɹ̩²¹	sjeʔ⁵	sek²	ʨʰi⁵⁵	ʈ͡ʂʰɻ̩⁴⁴	ʈ͡ʂʰɻ̩²¹⁴	ʨʰjeʔ³²	ʨʰjɔ¹³	sət⁵	ʨʰjaʔ⁵	ʈ͡ʂʰɻ̩ʔ⁵		ʨʰjəʔ⁴	ʦʰəʔ²	ʦʰɹ̩⁴¹	ʈ͡ʂʰɻ̩²¹	ʦjaʔ⁵
EAT_2														tai²¹⁴					
EGG_1	ʨi⁵⁵tan⁵¹	ʨi³³tan¹¹	ʨi⁴⁵tan²¹³	kje⁵⁵lɔuŋ²⁴²	kɐi⁵³tan²²	ʨi⁴²tã²¹	ʨi⁴⁴tan⁵³	ʨi²¹⁴tæ̃⁴¹	ʦɹ̩⁵⁵ʦɹ̩²¹³	ʨi⁴⁴dã¹¹	ke³³lon³¹	ʨʰi⁴²tʰan²¹	ʨi³¹tɑ̃⁴⁴	ci⁵²tɐn²¹⁴	ʨi⁴⁴de̞²³¹	ʨi²¹tæ̃⁴⁵	ʦɹ̩⁴⁴laŋ²⁴	ʨi²¹tæ̃⁰	kwe⁵⁵nŋ̍²²
EYE_1				mɛiʔ⁵ʦjeu⁵⁵															bak⁵ʦju⁵⁵
EYE_2	jɛn²¹³ʨiŋ⁵⁵	ŋan⁴¹ʨin⁰	jɛn⁵³ʨin⁵⁵		ŋan²³ʦɛŋ⁵⁵	ŋã²³ʦei⁴²	jan²¹³ʨiŋ⁰	jæ̃⁴⁵ʨiŋ⁰	ŋo²¹³ʨjɑ̃⁵⁵	ŋã⁴²ʨy⁴⁴	ŋjan³¹ʦu³³	ŋan²¹³ʨjaŋ⁰	jen¹¹ʨin⁰	jɐn²¹⁴ʦiŋ⁵²	ŋe̞²³¹u⁴⁴ʦɻ̩ʷ⁴⁴	je⁵³ʨiŋ⁰	ŋa²⁴leŋ³⁴¹ʦɹ̩⁴⁴		
EYE_3							jan²¹³									je⁵³		njæ̃⁵³wo⁰	
FALL_1	tjɑu⁵¹	tjau¹¹	tjau²¹³	tɔuŋ²⁴²		tjɑu²⁵	tjau⁵³	tjɔ³¹	tjaʔ³²			tjɛt⁵	tjɔ⁴⁴	tjau³³⁴		tjau⁴⁵~tjəʔ²	daŋ²²	tjɑu⁴⁴	
FALL_2			lo²¹		lɔk²				noʔ³²		lok⁵				dəʔ²³	laʔ²		lwo²¹	lak³²
FALL_3										swa¹³									
FAR_1	ɥɛn²¹³	ɥẽ⁴¹	ɥan⁵³	hwoŋ²⁴²	yn²³	ɥã²³	ɥan²¹³	ɥæ̃⁴⁵	ɥẽ²¹³	wĩ⁴²	jan³¹	ɥon²¹³	ɥen¹¹	ɥɐn²¹⁴	ɦjø²³¹	ɥe⁵³	ju²⁴	ɥæ̃⁵³	wan⁵³
FAT (ORGANIC SUBSTANCE)_1			jəu²¹						jɵ⁴⁴		ju¹¹	ju⁴⁵	jəɯ¹³			jəu²¹		jou²⁴	
FAT (ORGANIC SUBSTANCE)_2				jeu⁵³ʒje⁵⁵															
FAT (ORGANIC SUBSTANCE)_3					kou⁵³														
FAT (ORGANIC SUBSTANCE)_4	ʈ͡ʂɻ̩²¹³fɑŋ³⁵	ʦɹ̩³³fan¹³					ʈ͡ʂɻ̩²¹³faŋ²⁴	ʈ͡ʂɻ̩²¹⁴fɑŋ⁴⁵	ʦɹ̩²¹³xõ⁴⁴			ʦɹ̩²¹³faŋ²¹	ʈ͡ʂɻ̩¹¹fɑ̃¹³	ʈ͡ʂɻ̩²¹⁴faŋ³⁵		ʦɹ̩⁵³fɒ̃⁰	ʦɹ̩⁴⁴hwɔ⁴⁴	ʦɹ̩²¹fɑŋ²⁴	
FAT (ORGANIC SUBSTANCE)_5						pã²³jou²²									ʦɑ̃⁴¹²ɲjoʔ²³				
FAT (ORGANIC SUBSTANCE)_6										ɣwi¹³nio³⁵ʦɹ̩⁰									
FEATHER_1	y²¹³mɑu³⁵	y⁴¹mau¹³	y⁵³mau²¹	y³²mau⁵³~mau⁵³mau⁵³	y²³mou²¹	mɑu²²	y²¹³mau²⁴	y⁴⁵mɔ⁵³~mɔ⁵³	y²¹³mɤ⁴⁴~mɤ⁴⁴	y⁴²mɤ¹³	i³³mau³³	y²¹³mau⁴⁵	i¹¹mɔ¹³	y²¹³mɔ⁵²	y⁴⁴mæ¹³~mæ¹³	y⁵³mau²¹	vu²⁴mə³⁴¹~mə³⁴¹	mɑu²⁴	sit⁵mŋ̍²⁴
FIRE_1	xwo²¹⁴	xo⁴¹	xo⁵³	hwoi³²	fɔ³⁵	xwo²³	xwo²¹³	xwɤ⁴⁵	xɵ²¹³	xo⁴²	fo³¹	fo²¹³	xo¹¹	xwɔ²¹⁴	həu⁵²	xwɤ⁵³	fu²⁴²	xwo⁵³	he⁵³
FISH_1	y³⁵	y¹³	y²¹	ŋy⁵³	y²¹		y²⁴	y⁵³	ɲy⁴⁴	y¹³	nn̩¹¹	ɲje⁴⁵	ɥi¹³	y⁵²	ŋ̍¹³	y²¹	ŋøy³⁴¹	y²⁴	hi²⁴
FISH_2						ŋ̍t²³sɹ̩⁰te³³													
FIVE_1	u²¹³	u⁴¹	u⁵³	ŋou²⁴²	ŋ̍²³	ŋ̍²³	u²¹³	u⁴⁵	vu²¹³	u⁴²	n̩³¹	ŋ̍²¹³	u¹¹	u²¹⁴	ŋ̍²³¹	u⁵³	ŋ̍²⁴	u⁵³	ɡɔ²²
FLESH_1				nyʔ⁵	ik²														baʔ³²
FLESH_2	ʐou⁵¹	ʐəu²⁴	zəu²¹³			jou⁵⁵	ʐou⁵³	ʐou³¹	ɲɥoʔ³²	nio³⁵	ŋjuk¹	ɲjuʔ⁵	ʐəɯ⁴⁴	jou³³⁴	ɲjoʔ²³	zəu⁴⁵	ɲjeu²¹	ʐou⁴⁴	
FLOWER_1	xwa⁵⁵	fa³³	xwa⁴⁵	hwa⁵⁵	fa⁵⁵	fa⁴²	xwa⁴⁴	xwa²¹⁴	xo⁵⁵nn̩⁰	xɔ⁴⁴	fa³³ve⁰	fa⁴⁵	xwɑ³¹	xwa⁵²	ho⁴⁴	xwa²¹	ho⁴⁴	xwɑ²¹	hwe⁵⁵ja⁵³~hwe⁵⁵
FLY (MOVE THROUGH AIR)_1	fei⁵⁵	fei³³	fei⁴⁵	pwoi⁵⁵	fei⁵³	fei⁴²	fei⁴⁴	fei²¹⁴	fi⁵⁵	xwi⁴⁴	fi³³	fɨi⁴²	fei³¹	fe⁵²	fi⁴⁴	fei²¹	fei⁴⁴	fei²¹	pe⁵⁵
FOOT_1				kʰa⁵⁵															kʰa⁵⁵
FOOT_2	ʨjɑu²¹⁴	ʨjo²⁴	ʨɥo²¹pə⁵³		kœk³		ʨjau²¹³	ʨɥɤ²¹⁴	ʨɥoʔ³²	djo¹³	kjok¹	ʨjoʔ⁵	ʨjoʔ⁵	cɥɔ²¹⁴	ʨjɑʔ⁴	ʨjau⁵³	ʨja⁴¹	ʨɥo²¹	
FOOT_3							ʨjau²¹³ja⁴⁴ʦɹ̩⁰												
FOOT_4						ɕy⁵⁵te²²													
FOUR_1	sɹ̩⁵¹	sɹ̩⁵⁵	sɹ̩²¹³	sɛi²¹²	sei³³	sɹ̩²⁵	sɹ̩⁵³	sɹ̩³¹	sɹ̩³⁵	sɹ̩³⁵	si⁵³	sɹ̩⁴⁵	sɹ̩⁴⁴	sɹ̩³³⁴	sɹ̩⁴¹²	sɹ̩⁴⁵	sɹ̩⁵¹	sɹ̩⁴⁴	si²¹
FULL_1	man²¹⁴	mõ⁴¹	man⁵³	mwaŋ³²	mun²³	mã²³	man²¹³	mæ̃⁴⁵	mɑ̃²¹³	mẽ⁴²	man³³	mon²¹³	mɑ̃¹¹	mɐn²¹⁴	mø²³¹	mæ̃⁵³	mø²⁴²	mæ̃⁵³	mwã⁵³
FULL_2			pau²¹³																
FULL_3				ko²¹²louŋ⁵³															
GIVE_1								ʨi⁵³					ʨi¹¹						
GIVE_2				kʰøyʔ²⁴	kʰɐp⁵						kip¹				pəʔ⁴				
GIVE_3	kei²¹⁴		ke⁴⁵	kɔyŋ⁵⁵			kei²¹³					kei²¹³		kei²¹⁴		kei⁵³		kei⁵³	
GIVE_4		pa⁴¹										pa²¹³							
GIVE_5									xɑ̃³⁵								ha⁵¹		ho²²
GIVE_6										nɔ⁴⁴sɹ̩³⁵									
GIVE_7						tja⁵⁵													
GOOD_1	xɑu²¹⁴	xau⁴¹	xau⁵³	ho³²	hou³⁵	xɑu²³	xau²¹³	xɔ⁴⁵	xɤ²¹³	xɤ³⁵	hau³¹	hau²¹³	xɔ¹¹		hæ⁵²	xau⁵³	hə²⁴	xɑu⁵³	ho⁵³
GOOD_2							pu⁵³lai⁵³							pu²¹⁴ʦʰau³³⁴					
GOOD_3							tai⁵³ʨiŋ⁵³												
GRASS_1	ʦʰau²¹⁴	ʦʰau⁴¹	ʦʰau⁵³	ʦʰau³²	ʦʰou³⁵	ʦʰɑu²³	ʦʰau²¹³	ʦʰɔ⁴⁵	ʦʰɤ²¹³	ʦʰɤ⁴²	ʦʰau³¹	ʦʰau²¹³	ʦʰɔ¹¹	ʦʰau²¹⁴	ʦʰæ⁵²	ʦʰau⁵³	ʦʰə²⁴²	ʦʰɑu⁵³	ʦʰau⁵³
GREEN_1	ly⁵¹	ləu²⁴		lwoʔ⁵	lok²	ljou⁵⁵	ly⁵³	ly³¹	nɤʔ²³	lɤu³⁵	ljuk⁵	ljuʔ⁵	luʔ⁵	ly²¹⁴	loʔ²³	ly⁴⁵	lo²¹	ljou²¹	lik⁵
GREEN_2			nu²¹																
HAIR (HEAD)_1	tʰou³⁵fa⁵¹	təu¹³fa²⁴	tʰəu²¹fa²¹	tʰau⁵³woʔ²⁴	tʰɐu²¹fat³	tai²²mau²²	tʰou²⁴fa⁰	tʰou⁵³fa⁰	tʰi⁴⁴mɤ⁴⁴~tʰi⁴⁴faʔ³²	djɤ¹³xɔ⁰	tʰeu¹¹na¹¹mau³³	tʰɛu²⁴fat⁰	tʰəɯ¹³fɑʔ⁵	tou³⁵fa⁰	dʏ¹³faʔ⁴	tʰəu²¹faʔ²	dɤu³⁴¹ho⁴¹	tʰou²⁴fɑ⁰	tʰau²⁴mŋ̍²⁴
HAND_1	ʂou²¹³	səu⁴¹	səu⁵³	ʦʰjeu³²	sɐu³⁵	sou²³	ʂou²¹³	ʂou⁴⁵	si²¹³	ɕio⁴²	su³¹	ɕju²¹³	səɯ¹¹	ʂou²¹⁴	sʏ⁵²	səu⁵³	ɕjeu²⁴	ʂou⁵³	ʦʰju⁵³
HAND_2		səu⁴¹pa⁵⁵ʦɹ̩⁰																	
HEAD_1		lau⁴¹kʰo⁰																	
HEAD_2																təʔ²lau⁵³			
HEAD_3	tʰou³⁵	təu¹³	tʰəu²¹	tʰau⁵³	tʰɐu²¹	tai²²	tʰou²⁴	tʰou⁵³	tʰi⁴⁴	djɤ¹³	tʰeu¹¹na¹¹	tʰɛu²⁴	tʰəɯ¹³	tou³⁵	dʏ¹³	tʰəu²¹	dɤu³⁴¹	tʰou²⁴	tʰau²⁴kʰak³²
HEAD_4																		sɑ²⁴	
HEAR_1	tʰiŋ⁵⁵ʨjɛn⁵¹	tʰin³³ʨjẽ⁵⁵	tʰin⁴⁵tau⁵³	tʰjaŋ⁵⁵ŋjeŋ²¹²	tʰɛŋ⁵³kin³³	tʰei⁴²ʨjã²⁵	tʰiŋ⁴⁴ʨjan⁵³	tʰiŋ²¹³ʨjæ̃⁰	tʰjɑ̃³⁵ʨjẽ³⁵	tʰjɔ̃⁴⁴ʨjæ³⁵		tʰjaŋ⁴²ʨjɛn⁴⁵	tʰin⁴⁴ʨjen⁴⁴	tʰiŋ⁵²cjɐn³³⁴	tʰin⁴⁴ʨjɪ⁴¹²	tʰiŋ²¹ʨje⁴⁵	tʰeŋʥja²¹	tʰiŋ²¹ʨjæ̃⁰	tʰjã⁵⁵tjo⁰
HEAR_2											tʰaŋ³³								
HEART_1	ɕin⁵⁵~ɕin⁵⁵ʦɑŋ⁵¹	ɕin³³~ɕin³³ʦan¹¹	ɕin⁴⁵	siŋ⁵⁵~siŋ⁵⁵ŋouŋ²⁴²	sɐm⁵⁵~sɐm⁵³ʦɔŋ²²	ɕiŋ⁴²~ɕiŋ⁴²ʦɑŋ²¹	ɕin⁴⁴~ɕin⁴⁴ʦaŋ⁵³	ɕjẽ²¹⁴~ɕjẽ²¹³ʦɑŋ²¹	ɕjɑ̃⁵⁵~ɕjɑ̃⁵⁵ʦʰɔ³¹	ɕin⁴⁴~ɣwẽ¹³ɕin⁴⁴	sim³³~sim³³ʦʰoŋ⁵³	ɕin⁴²~ɕin⁴²ʦɔŋ⁴²	ɕin³¹~ɕin³¹ʦɑ̃⁴⁴	sin⁵²~sin⁵²ʦaŋ³³⁴	sin⁴⁴~sin⁴⁴zɑ̃⁴⁴	ɕin²¹~ɕin²¹ʦɒ̃⁴⁵	saŋ⁴⁴~saŋ⁴⁴zwɔ²²	ɕjẽ²¹~ɕjẽ²¹ʦɑŋ⁴⁴	sim⁵⁵~sim⁵⁵ʦɔŋ²²
HEAVY_1	ʈ͡ʂuŋ⁵¹	ʦən¹¹	ʦoŋ²¹³	tɔyŋ²⁴²	ʦoŋ²²	ʦwɤŋ²³	ʦuŋ⁵³	ʈ͡ʂuŋ³¹	ʦʰɑ̃²¹³	dɤn¹¹	ʦʰuŋ⁵³	ʦʰuŋ²¹	ʦoŋ⁴⁴	ʈ͡ʂoŋ³³⁴	zoŋ²³¹	ʦuŋ⁴⁵	ʥɥɔ²⁴	p͡fəŋ⁴⁴	taŋ²²
HOLD OR TAKE_1					lɔ³⁵												to²⁴²		
HOLD OR TAKE_2	na³⁵	la¹³		to⁵³			na²⁴	na⁵³	tɔ⁵⁵	nɔ⁴⁴	na³³	la⁴⁵	lɑ¹³	na⁵²	no¹³	na²¹		nɑ²⁴	
HOLD OR TAKE_3												laʔ⁵							tʰeʔ⁵
HOLD OR TAKE_4			tai²¹			kei²²													
HOLD OR TAKE_5				njeŋ⁵⁵															
