	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
BITE_2	rumʃtɑms							kaːʦʲːke	kurʨːɑvnɯ	kurtʲʨɯnɯ					kaːskih		kaʦʲc͡çːɛd			kurtʨɯnɯ			
BITE_3		hɑmːustɑtɑ									jɑmstə												
BITE_4	suskoms																					ɑmːɤsːɤmɑ	
BITE_5														sɑkələsɑ									
BLACK_1		must	mustɑ		mustɑ	mʊstɑ					mustɑː										mʊst	mus	musˑtˑ
BLACK_2	rɑuʒo							ʧɒːhpe	ɕɤd	ɕɤd		seːməl			ʧaːhpːes	sæːqə	ʧɒpːɐd	ʧeːhpɛs	pərʲidʲeːɲɑ	ɕɤd			
BLACK_3							pəɣtə						ʃeme										
BLACK_4														tusɑjkɑʔɑ									
BLOOD_1														kɑm		kɤm							
BLOOD_2	verʲ	veri	ʋeri	veːr	veri	vɛri	wər	veːrː	vir	vir	vɛr		βyr		vɑrːɑ		vərːɐ	βɨrːɛ	weːjɑ	vir	vɛri	veri	veri
BLOOD_3												wiɣər											
BLOOD_4												keːlp											
BONE_1		luː	luː		luː	luː			lɯ	lɯ	luː		lu			lɯː			lɨ	lɯ	lʊ	luː	luː
BONE_2		kont																					
BONE_3									koskɑ														
BONE_4	lovɑʒɑ																	moɒruʌ					
BONE_5	pɑkɑrʲ													lɑtəː									
BONE_6				ʧont			lŏχ	taːxʲːt				luw			taːkti		taxʲtʲːɘ						
BREAST_1									moros	morɤs													
BREAST_2				mɛl			møɣəl					mɑːɣl											
BREAST_3	meʃtʲe~potʲe																						
BREAST_4								ninːʧ						ɕinɕə									
BREAST_5		rint	rintɑ		rind̥ɑ	rintɑ		ranʲːt			riːndɑ											rint	rint
BREAST_6													ʧə̠ze			kɯːlə				ɡɑdʲ			
BREAST_7													oŋ										
BURN_1	pɑloms	pɤletɑ	pɑlɑː		pɑlˑɑː	pɑlʊɑ		puːlʲːe	soʨːɯnɯ	lomɑvnɯ~sotʲʨɯnɯ	pɑlːə				pʊ̯ɔlːih		pualʲdʲːɛd	pʉɛlɛdh		ʤuɑnɯ	pɑlːɑdɑ	pɤlɤmɑ	pˑɑlɑmɑ
BURN_2																			pərɑdɑsʲ				
BURN_3													jylem										
BURN_4				eːɡ								teːɣ				ɑm							
BURN_5							li																
CLOUD_1					tuːtˑsɑ																	tuːʧ	
CLOUD_2												tul											
CLOUD_3	kovol								kɯmɤr	kɯmɤr													
CLOUD_4														ʧiəðu		tiːtːə			tʲir				
CLOUD_5	peʎ	pilv	pilʋi	fɛlɦøː	pilvi	pilvi	pələŋ	peːvːl			piːlɑ		pə̠l		pɑlɑvɑ		pəlvːɐ	palβɛ		piʎem	pilʲv	pilvi	pˑilvʲ
COLD_1							ətʲəɣ							ʧəɕiɕi		tɑɕːu			tʲeːʦʲdɑ				
COLD_2												ɑɕərmɑ											
COLD_3				hidɛɡ	kuːmɑ				kɤʥɯt	kɤʥɯd										keʑɯt			
COLD_4																						kɑhu	
COLD_5							jøɣli						jyʃtø								vilʊ		
COLD_6	keʎme	kylm	kylmæ		kylmæ	kylmæ		kelmas			kiːlmɑ				kɑlmːɑs		kəːlmɐs	kalmɛ				ʧyl	kˑylm
COME_1				jøn								jiw											
COME_2							jø̆									tyː							
COME_3							jŏχət	puedʲːe							pɔ̯ɑhtih		puɛtʲːɛd	poætɛdh					
COME_4		tulːɑ	tulːɑ		tulːɑ	tʊlːɑ					tuːldɑ			tujɕɑ							tʊldɑ	tulɤmɑ	tˑulɤmɑ
COME_5									loknɯ	vonɯ~loknɯ			tolɑm							vuɯnɯ			
COME_6																			toːsʲ				
COME_7	sɑms																						
COME_8																				lɯktɯnɯ			
COUNT_1				saːmol																			
COUNT_2													ʧotlem										
COUNT_3			lɑskeɑ		lɑskiɑ	lɑskiɛ																	
COUNT_4	lovoms	luketɑ					lŏŋət	loːɡːe	lɯdʲːɯnɯ	lɯdʲːɯnɯ	luˀɡːə		luðɑm		lɔhkɑh					lɯʥːɯnɯ	lʊɡɛdɑ	lukɤmɑ	lukɤmɑ
COUNT_5												lowiɲti											
COUNT_6																	lɒsʲc͡çːeːd						
COUNT_7																		ryœknɛhtidh					
COUNT_8														tuəbtusɑ									
COUNT_9																toːr							
DIE_1							sur																
DIE_2																quː							
DIE_3															jaːpmih		ʝaːmʲːɛd	jæːmɛdh				surɤmɑ	
DIE_4														kuədʲɑ					xɑsʲ				
DIE_5	kuloms	surːɑ	kuolːɑ		koːlːɑ	kʊɔlːɑ	kɑ̆lɑ	jɒːmʲːe	kuvnɯ	kuvnɯ	kuːolə	χoːli	kolem							kulɯnɯ	kɔldɑ	koːlɤmɑ	kˑuːlmɑ
DIE_6				mɛkhɒl																			
DIE_7														dʲɑŋɡumsɑ									
DIRTY_1		must			mustɑ																		musˑtˑ
DIRTY_2	rudɑzov																						
DIRTY_3										ɕɤd						ʧɑm				ɕɤd			
DIRTY_4	kɑrɡoʨ			kosoʃ~piskoʃ~sɛɲːɛʃ	reuɡ̊ɑz		kulɯŋ	saːkʲːs	ɲɑtʲɤɕ	ɲɑtʲ	ræpːi	pɑːŋkən		ɲeɡɯku	tʊ̯ɔlvːɑs		saxsːɒi		wərʦɑwæj		rɛdʊkɑz	roːjɤtːu	
DIRTY_5			likɑinen			likɑni																	
DIRTY_6													lɑβə̠rɑn										
DIRTY_7																				kɯrɕ			
DIRTY_8							pəɣtə																
DOG_1	piɲe			kucɒ				pienːe	pon	pon	piɲ		pij		pe̯ænɑ		piɐnːɒi	pɨɛɲɛ		punɯ			pˑini
DOG_2		koer	kojrɑ		koirɑ	kɔirɑ															kɔir	koir	
DOG_3	kiskɑ																						
DOG_4							æmp					ɑːmp											
DOG_5														bɑŋ		kɤnɑŋ							
DOG_6																			wæɲeːkoː				
DRINK_1												ɑji				ytə							
DRINK_2		juːɑ	juo̯dɑ		joːvːɑ	juːvːɑ	jæɲtʲ	juɡːe	junɯ	junɯ	juːodə		jyɑm		jʊhkɑh		ʝuːkːɐd	juβkɛdh		juɯnɯ	jɔdɑ	juːmɑ	juːmɑ
DRINK_3														bɯtɯdʲi									
DRINK_4	ɕimems																						
DRINK_5							li																
DRY_1				saːrɒz			sɑrəm~sosəm					toːsɑm											
DRY_2	koɕke							kɒːʃʲkesʲ						koɕyə	kɔjkːis		kɔːʃc͡çɛs	kɛjhkiɛ	xɑsuj				
DRY_3									kɤs	kos										kɤs			
DRY_4		kuiv	kuiʋɑ		kuivɑ	kʊivɑ					kuːjɑ		kukʃo			ʧɤkə					kʊiv	kuiv	kˑuiv
EAR_1	piʎe			fyl			pəl	pieʎː	peʎ	peʎ		pɑʎ	pə̠lə̠ʃ		pe̯æʎːi		pɛʎːɘ			peʎ			
EAR_2																		piɛljiɛ					
EAR_3		kɤrv	korʋɑ		korvɑ	kɔrvɑ					kuːorɑ										kɔrv	kɤrv	kˑɤrv
EAR_4														kou		qoː			xɑ				
EARTH_1	modɑ												mlɑnde										
EARTH_2																		joɒrta					
EARTH_3		mɑː	mɑː		mɑː	mʊɑ			mu	mu	mɔː	mɑː		mou						mu	mɑ	mɑː	mɑː
EARTH_4							məɣ																
EARTH_5															e̯ænɑ	ʧuə̠ʧːə							
EARTH_6				føld				lavʲːn									ʝɐnːɒm						
EARTH_7																			jɑ				
EAT_1												teːɣ											
EAT_2																ɑm							
EAT_3							li																
EAT_4	jɑrsɑms																						
EAT_5													koʧkɑm										
EAT_6		syːɑ	syødæ		søːvˑæ	syːvːæ		poːrːe	ɕojnɯ	ɕojnɯ	siːɛdə			ŋəmsɑ	pɔrːɑh		poːrːɐd		ŋəmzʲ	ɕiɯnɯ	sœdɑ	syːmæ	sˑyːmæ
EAT_7				ɛsik																			
EAT_8	sevems																						
EGG_1									koʎtʲ	koʎk													
EGG_2																eŋ							
EGG_3	ɑl																						
EGG_4		munɑ	munɑ		munɑ	mʊnɑ		manʲː			munɑːd	muːŋi	muno	mənu	mɔnːi		mɐːnʲːɘ	mʉnːiɛ		puz	mʊnɑ	munɑ	munɑ
EGG_5							məɣ																
EGG_6																			sɑrʔɲu				
EYE_1									ɕin	ɕin										ɕin			
EYE_2				sɛm			sem					sɑm				sɑji			sæw				
EYE_3	ɕeʎme	silm	silmæ		silmæ	silmæ		ʧalʲːm			siːlmɑ		ʃiɲʧɑ	ɕejmɯ	ʧɑlɛbmi		ʧɐlʲmʲːɘ	ʧɛlmiɛ			silʲm	silmʲ	sˑilm
FALL_1								keːhʧe							kɑhʧːɑh		kəʧːɐd	kahʧɛdh					
FALL_2	prɑms																						
FALL_3							kørəɣ																
FALL_4																							kˑukˑɤrtumɑ
FALL_5		kukːutɑ	pudotɑ		tokːuɑ	lɑŋkɛtɑ			uɕnɯ	uɕnɯ	lɑŋɡə		βozɑm	ʧəlhdʲi~sohədʲɑ						uɕɯnɯ	lɑŋːɛtɑ	lɑŋkɤːmɑ	
FALL_6																ɑːlʨə							
FALL_7				ɛʃik																			
FALL_8												rɑɣi											
FAR_1									ɯlɯn	ɯlɯn										kɯdʲokɯn			
FAR_2				mɛsːɛ	etːæːl							eːlɑʎ											
FAR_3	vɑsolo																						
FAR_4		kɑukel	kɑwkɑnɑ								kouɡi											kɑukɑlː	
FAR_5																							kˑɑvːɤn
FAR_6														kuntəɡunu		kuntok							
FAR_7						ɛtæhælːini							myndə̠rnø								ɛdɑhɑinɛ		
FAR_8								kuhkʲenʲ									kuc͡çɛs	kahkɛsɛ					
FAR_9				taːvol																			
FAR_10													torɑʃte										
FEATHER_1									ɡɤn	ɡɤn													
FEATHER_2	tolɡɑ	sulk	sulkɑ		sulɡ̊ɑ	sʊlkɑ																sulk	sˑulkʲ
FEATHER_3																				tɯlɯ			
FEATHER_4							tŏɣəl					towəl											
FEATHER_5				tolː												tɑr			tərʔ				
FEATHER_6			høyɦen		høyhen				bordtɯv				pə̠stə̠l										
FEATHER_7							pun	poːnːʦ				pun	pun					paʦːɛ					
FEATHER_8														totə		tuː							
FINGERNAIL_1	kenʒe	kyːs	kynsi		kynz	kynsi	kø̆ɳʧ	keːnːʦ	ɡɯʒ	ɡɯʒ	kiːɲtʃ	kos	kyʧ	kətu	kɑʣːɑ	qɑtə	kəʣːɐ	kaʦːɛ	xədɑ	ɡiʒɯ	kʏnzʲ	ʧyːni	kˑyːʦʲˑ
FINGERNAIL_2				kɒrom																			
FINGERNAIL_3																		kʉɛhpɛrɛ					
FIRE_1												uʎɑ									læmɔi		
FIRE_2	tol	tuli	tuli	tyːz	tuli	tʊli		toːlː			tuˀʎ		tul	tuj	tɔlːɑ		tolːɐ	tɔlːɛ		tɯl		tuli	tˑuli
FIRE_3									bi	bi						tyː			tu				
FIRE_4												nɑːj											
FIRE_5							tø̆ɣət																
FISH_1									ʨeri	ʨeri										ʨorɯɡ			
FISH_2	kɑl	kɑlɑ	kɑlɑ		kɑlɑ	kɑlɑ	kul	kuːlʲː			kɑlɑː	χuːl	kol	kolɯ	kʊ̯ɔlːi	quə̠lə	kuɛlʲːɘ	kʉɛliɛ	xɑʎɑ		kɑlɑ	kɑlɑ	kˑɑlɑ
FIVE_1														səŋhəʎɑŋkə		sompəlæŋqə			səmʎɑŋɡ				
FIVE_2				øt								ɑt											
FIVE_3	vetʲe	viːs	ʋiːsi		viːz	viːsi	wet	vɨdː	vit	vit	viːʒ		βiʧ		vihtːɑ		vitːɐ	βɨjhtɛ		vitʲ	viʒ	viːs	viːsʲˑ
FLOWER_1			kukːɑ		kukːɑ	kʊkːɑ																kukː	
FLOWER_2											pucːkɨz~pusk												
FLOWER_3				viraːɡ					ʥoriʥ	ʥoriʥ		ɕoːri				sɯrkə							
FLOWER_4								raːsʲː							raːsːi		xɛarʲvʲːrʲaːsʲːɘ						
FLOWER_5																		rɨɛsɛɡɛ					
FLOWER_6																					ænik		
FLOWER_7	ʨeʨɑ																			ɕɑɕkɑ			
FLOWER_8	ʦvetkɑ																						
FLOWER_9		lilː					lɯjwə																lillʲ
FLOWER_10													peleðə̠ʃ	lukuðiɑj									
FLOWER_11																			ŋɑmdædʔŋæwɑ				
FLY_1				rɛpyl			ləɣəl																
FLY_2	ʎivtʲɑms	lenːɑtːɑ	lentæː		lentæː	lɛntyæ			lebɑvnɯ	lebɑvnɯ	lində									lobɯnɯ	lɛtɑ	lentæmæ	lintɑmɑ
FLY_3																		hæːliɛhtidh					
FLY_4								kɨrʲːte					ʧoŋeʃtem		kirtih		c͡çɛrʲdʲːɛd						
FLY_5														təirɕi					tʲirʦʲ				
FLY_6												tiɣli											
FLY_7																tiː							
FOOT_1							kø̆r			kok										kuk			
FOOT_2													jol	ŋoj					ŋæ				
FOOT_3		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ				jʊ̯ɔlɛki		ʝuɛlʲɟ͡ʝːɘ	jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
FOOT_4	piʎɡe											lɑːɣəl											
FOOT_5									kokpɯdɤs														
FOOT_6																				pɯd			
FOOT_7																topə							
FOUR_1														ʧətə					tʲeːt				
FOUR_2	ɲiʎe	neli	neljæ	neːɟ	neljæ	nɛlːæ	ɲələ	ɲieʎː	ɲoʎ	ɲoʎ	nɛːʎɑ	ɲilɑ	nə̠l		ɲe̯æʎːe	teːtːə	nɛʎːɐ	ɲiɛljiɛ		ɲɯʎ	nɛlʲː	neʎːe	neli
FULL_1	peʃkɕe													myntyɕɑ					pɑntɑ				
FULL_2															tiɛvːɑ			tɨɛβɛ					
FULL_3		tæis	tæysi	tɛlɛ	tæyz	tæysi	tel				tæuʒ	tɑːɣəl	tiʧ			tiːrəʎ					tæʊzʲ	tæynø	tˑæysʲˑ
FULL_4								tievːt															
FULL_5									tɯr	tɯr										tɯr			
FULL_6													temʃe										
FULL_7																	tiːudɒs						
FULL_8														dʲulsɯə									
GIVE_1							mə					miɣ		miɕi									
GIVE_2																mi							
GIVE_3	mɑksoms																						
GIVE_4																		βɛtːɛdh					
GIVE_5		ɑntɑ	ɑntɑː		ɑntɑː	ɑntʊɑ		anʲːte			ɑndə				ɑdtih						ɑntːɑ	ɑntɤmɑ	ɑntmɑ
GIVE_6									ɕetnɯ	ɕetnɯ			puem							ɕotɯnɯ			
GOOD_1													sɑj							umoj			
GOOD_2	pɑro							puːrʲː	bur	bur			poro		pʊ̯ɔrːe		puɛrʲːɘ	pʉɛriɛ					
GOOD_3				joː										ɲɑɡəː									hæː
GOOD_4		heɑ	hyʋæ		hyvæ	hyvæ	jəm	ʃiɡ		ʃɑɲ	jɨvɑː					somɑ	ʃiəɣːɐ		səwɑ	ʥeʨ	hʏvæ	yvæ~heːkː	
GOOD_5												jomɑs											
GRASS_1								raːsʲː							raːsːi		raːsʲːɘ	kʰræːsiɛ					
GRASS_2									turun	turun										turɯn			
GRASS_3		rohi	ruoɦo		roho																	roho	moro~ruːh
GRASS_4				fyː			pɑm					pum											
GRASS_5													ʃuðo	ɲotə		ɲuːʧə							
GRASS_6																			ŋɑmdæʔ				
GRASS_7	tʲikʃe																						
GRASS_8																							hɑin
GREEN_1	piʒe									veʒ		ɲɑːr								voʒ			
GREEN_2			ʋiçreæ			vihɑntɑ																viher	
GREEN_3		roheline			rohˑoin																	rohoin	rohilinɤ
GREEN_4								ruenː							rʊ̯ɔnaː		ruɐnːɐ						
GREEN_5									zeʎonɤj									kʰrɵana					
GREEN_6											oːʎɑz												
GREEN_7							kullø̆j																
GREEN_8														ɲotərəku									
GREEN_9													uʒɑr										
GREEN_10											mɨltsi					noræʎ							
GREEN_11														ŋindiɑʔsɯə									
GREEN_12				zøld																			
HAIR_1		kɑrv	kɑrʋɑ		kɑrvɑ																		kˑɑrv
HAIR_2									ɡɤn	ɡɤn										ɡon			
HAIR_3							ɑwət																
HAIR_4												ɑːt											
HAIR_5				hɒj									yp										
HAIR_6			hius		hiuz	hivʊs															hibʊz	ivuz	hiusˑ
HAIR_7											ibuːkst												
HAIR_8		juːs							jurɕi														
HAIR_9								vuːpːt							vʊ̯ɔktɑ	oːptə	vuəptɐ	βuʌptɛ					
HAIR_10	ponɑ						pun					pun	pun										
HAIR_11																tɑr							
HAIR_12										ɕi										ɕi			
HAIR_13	ʧerʲ			søːr																			
HAIR_14								sefs						ŋɑbtə					ŋæbt				
HAND_1														dʲyty					ŋudɑ				
HAND_2																utə							
HAND_3									ki	ki										ki			
HAND_4	kedʲ	kæsi	kæsi	keːz	kæzi	kæsi	køt	kiːdː			kɛˀʒ	kɑːt	kit		kiɛhtɑ		c͡çiətːɐ	kɨɛtɛ				ʧæsi	kˑæsˑi
HAND_5																					kæzitɛrɑ		
HEAD_1	prʲɑ	peɑ	pæː	fɛj	pæː	piæ					pæː										pæ	pæː	pˑæː
HEAD_2												puŋk	βuj										
HEAD_3							oɣ																
HEAD_4								vuejːv						ŋojbu	ɔ̯ɑivi		vuɛivʲːɘ	oæjːiɛ	ŋæwɑ				
HEAD_5									jur	jur										jɯr			
HEAD_6																olə							
HEAR_1														dʲinsiɕi									
HEAR_2																yntə							
HEAR_3	kuʎems	kuːltɑ	kuːlːɑ	hɒlː	kuːlːɑ	kuːlːɑ	kɔl	kulːe	kɯvnɯ	kɯvnɯ	kuːloː	χuːli	kolɑm		kʊlːɑh		kuːlːɐd	kuβlɛdh		kɯlɯnɯ	kʊldɑ	kuːlɤmɑ	kˑuːltmɑ
HEAR_4	mɑrʲɑms																		nɑmdəsʲ				
HEART_1															vaːjbmʊ			βɑːjmuʌ					
HEART_2								saːrʲːt															
HEART_3	ɕedʲej	sydɑ	sydæn	siːv	syæn			kuːtʲːk					ʃym			siːʨə	ʧɐːðʲɘ		sʲeːj		sʏdæin	syæ	sˑyæ
HEART_4							səm					sim											
HEART_5									ɕɤlɤm	ɕɤlɤm	sidɑːm									ɕulem			
HEART_6														səː									
HEAVY_1			pɑinɑʋɑ																			pɑinukɤz	
HEAVY_2									ɕɤkɯt	ɕɤkɯd										ɕekɯt			
HEAVY_3				ʃuːjoʃ		jykiɛ															jʏɡɛd		
HEAVY_4				nɛɦeːz				loːsʲːesʲ			læːlɑm		lele		lɔsːɑh	sɤʧːəm	losːɐd	leːβlɛs					
HEAVY_5							læɣərt																
HEAVY_6												tɑːrwitəŋ											
HEAVY_7														səŋkutuo					səŋɡoːwoːtɑ				
HEAVY_8		rɑske	rɑskɑs		rɑskɑz~rɑŋkːɑ																	rɑskɑˑ	rɑsːɤ
HEAVY_9	stɑkɑ																						
HEAVY_10																							kˑɑːlsˑɑ
HOLD_1				tɒrt																			
HOLD_2								ɒːnʲːe															
HOLD_3												tɑkti				orɑlpi							
HOLD_4															tɔ̯ɑlːɑh		tuɛrʲʝːeːd		ɲɑʔəmbəsʲ				
HOLD_5																		ʉtniɛdidh					
HOLD_6		hoitɑ	pitæː		pitˑæː	pityæ			viʥnɯ	viʥnɯ~kutnɯ	piˀdːə		kuʧem					steːrɛdh		voʑɯnɯ	pidɑdɑ	pitæmæ	hoitˑmɑ
HOLD_7														kəmiɑsɑ									
HOLD_8	kirʲdʲems																						
HOLD_9							kætl																
HOLD_10				foɡ																			
HORN_1		sɑrv	sɑrʋi		sɑrvi	sɑrvi					sɔːrɑ										sɑrʲv	sɑrvi	sˑɑrvʲ
HORN_2								ʧuerʲːv							ʧɔ̯ɑrɛvi		ʧuarʲvʲːɘ	ʧoærβiɛ					
HORN_3	ɕuro								ɕur	ɕur			ʃur							ɕur			
HORN_4														ŋɑmtə		ɑːmtə			ɲɑmd				
HORN_5												ɑːɲt											
HORN_6							ɑ̆ŋət																
HORN_7													tykø										
I_1				eːn								ɑm											
I_2														mənə		mɑn			mɑɲ				
I_3	mon	mɑ	minæ		miæ	miɛ	mæ	munː	me	me	minɑː		mə̠j		mʊn		monɐ	manːɛ		mon	minæ	miæ	mɑʔ
KILL_1				øl			wel					ɑli											
KILL_2		tɑpːɑ	tɑpːɑː			tɑpːʊɑ					tɑpːə											tɑpːɤmɑ	tˑɑpˑmɑ
KILL_3	mɑʃtoms~ʧɑvoms									kulɤdnɯ				kotudʲɑ				pʉβːɛdh	xɑdɑsʲ				
KILL_4								kɒːnʲːte					puʃtɑm		kɔdtih	quə̠t	kɔdʲːɛd						
KILL_5					surmɑd̥ɑ																	surmɑmɑ	
KILL_6									vijnɯ	vijnɯ										viɯnɯ	riktɑ		
KNEE_1	kumɑʒɑ						ʧæɳʧ					sɑːns											
KNEE_2		pɤlv	polʋi		polvi	pɔlvi		puːvːl			puːolɑ		pulβuj			puːlə	puəlvːɐ	puʌlβɛ	pulɨ		pɔlʲv	pɤlvi	pˑɤlvʲ
KNEE_3									piʥɤs	piʥɤs				həɑɡɑj	ʧibpi					pɯdʲes			
KNEE_4				teːrd																			
KNOW_1										kuʒnɯ		χɑːsi											
KNOW_2	sodɑms						tŏŋəmt																
KNOW_3							onəl						ʃiɲʧem										
KNOW_4								tiːdːe							tiɛhtih		tiɛtʲːɛd	tiɛtɛdh					
KNOW_5		teɑtɑ	tie̯tæː	tud	tiːtæː	tiɛtyæ		tomːte	tɤdnɯ	tɤdnɯ	tiːɛdə										tɛtɑ	tæːtemæ	tˑiːtmæ
KNOW_6														ʧənɯdʲi		tynəmə			tʲeːɲeːwɑsʲ	tosɯnɯ		tuntɤmɑ	
KNOW_7													pɑlem										
KNOW_8												wɑːɣ											
LAUGH_1				nɛvɛt								muwɑli											
LAUGH_2													βoʃtə̠lɑm		pɔ̯ɑkʊstih		pɔɣstɛd						
LAUGH_3	pejdʲems														ʧɑjbmɑh								
LAUGH_4									serɑvnɯ	ɕerɑvnɯ								føːrhkɛdidh		ɕerekjɑnɯ			nɑːrtmɑ
LAUGH_5		nɑertɑ	nɑwrɑː		nɑɡrɑː	nɑkrʊɑ		siːjːne			nɑˀɡrə										nɑɡrdɑ	nɑɡrɤmɑ	
LAUGH_6	rɑkɑms						ɭɯsəɣ							hidʲiɕi		pisəj			pʲisʲənzʲ				
LEAF_1									kor	kor										kuɑr			
LEAF_2														horɑðiɑj									
LEAF_3																ʨɑːpə			weːbɑ				
LEAF_4	lopɑ																						
LEAF_5												luːptɑ											
LEAF_6				lɛveːl			ɭɯwət																
LEAF_7		leht	leçti		lehti	lɛxti		leːsːt			lɛːɟ		lə̠ʃtɑʃ		lɑstɑ		ləstːɐ				lɛxtɛz	lehto	lehtʲˑ
LEAF_8										ʎis													
LEG_1																topə							
LEG_2																				pɯd			
LEG_3							kø̆r		kok	kok										kuk		koip	
LEG_4													jol	ŋoj					ŋæ				
LEG_5		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ				jʊ̯ɔlɛki		ʝuɛlʲɟ͡ʝːɘ	jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
LEG_6	piʎɡe											lɑːɣəl											
LIE_1		lɑmɑtɑ	mɑːtɑ																			lɑmɑmɑ	lɑmːɤmɑ
LIE_2											mɑˀɡːə												
LIE_3																	liɐʃːɐd						
LIE_4																						leʒimæ	
LIE_5	mɑdʲeʑɑʃtʲems													toɲdʲiɑjʧisɯ									
LIE_6				fɛksik											ve̯ælːaːh				jusʲeːdɑsʲ				
LIE_7								luvːe				χoji				ipːi							
LIE_8									kujlɯnɯ	kujlɯnɯ			kijem							kɯʎːɯnɯ			
LIE_9							ɑ̆lɑ																
LIVER_1	mɑkso	mɑks	mɑksɑ		mɑksɑ	mɑksɑ					mɑksɑː		mokʃ					mʉɛksiɛ			mɑks	mɑhs	mɑsː
