	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
SMALL_3					ʧikkadu								ɾikʋaːdi							
SMALL_4	kiʈʈiːʈ		ʧunak											kandeːk						
SMOKE (EXHAUST)_1	hoɡe	pəɡɡi	moːʃ	poja	hoɡe	poɡe	poɡ	peɡu		mosaɡa		puka	moːha	poaːɡ		pukai~puɡai	poɡa		poɡa	poɡe
SMOKE (EXHAUST)_2																		pukuɖti		
SMOKE (EXHAUST)_3									kumpoːɖ											
STAND_1		əːɭ		nil												nil				
STAND_2		əddənu iːɾ	salinɡ~ʤeːk salinɡ							iʤʤna									untaɾa	
STAND_3					nintiko			ninnatukə												
STAND_4	nippə					nində	niːmaːn		nilla~nilliman			nilkuɡa	hilpo		nilp		nilʧonu~nilabaɖu			ninʤo
STAND_5																		mukkaɖuɾil		
STAR_1	naʧʧatɾa				nakʂatɾ	nakʂatɾa		nakʂaʈiɾam				nakʂatɾam				naʧʧatiɾam	nakʂatɾamu	naʈʧatiɾam	nakʂatɾe	naʧʧatiɾa
STAR_2				sukku			sukka		ukka		huka				cukka		ʧukka			
STAR_3														puʈ		mĩn				
STAR_4	paːndmiːnə	miːnu								biːnko			biːnka							
STAR_5			isʈaːɾ																	
STONE_1	kallə	kallə	xal		kallu	kallə		kal				kallə		kanɖ	kel	kallə		kaɾs	kallu	kallu
STONE_2				baɳɖa			ɡunɖə						ɡuɡa							
STONE_3									ɾaːj	pakʰna	ʋali						ɾaːji			
SUN_1					suːɾja	suːɾja	suɾija	suːɾijan				suːɾjan				suːɾjan	suːɾjuɖu		suːɾje	ʧuːɾja
SUN_2																		suːɾijan		
SUN_3	ottə	pottə		poɾə			poddu	poɖutə	poɖudu	biːɖi	ʋeda		beːɾdu	ʋele			poddu			
SUN_4			de																	
SWIM_1				pohem			poːnim													maɳa
SWIM_2												neentuɡa				neentə				
SWIM_3	niːndə	niːnɖʒu	beʂolinɡ		iːʤo	miːɾodu		niːʧal	iːta	oːɡna			hoːɡpo				iːdu	niːʧal	miːndaɾa	
SWIM_4				naɾi																
TAIL_1			liʈʈik											kindiɾ				poːɾsam		
TAIL_2										kʰola			oli							
TAIL_3				tokoɾ			toːka		tokaːɾ						tõka		toːka			
TAIL_4	paːlə	baːlə			baːla	baːlə		ʋaːlə				ʋaːlə				ʋaːlə	vaːlamu		biːla	baːlu
THAT_1					aː							aː			aː		aː			
THAT_2			ae							huː										
THAT_3	adə	adə		adu	adhu	adə	ad	adhə	addu			adə	aːdu	adə		adhə	adi	adə	aʋu	aʋeː
THAT_4													haːd							
THAT_5											et									
THAT_6																anta				
THIS_1										iːd		iː			ĩ		ĩ			
THIS_2	idə	idə		id	idhu	idə	id	idhə	iddu		idu	idə	iːdu	idə		idhə	idi	idə		iʋeː
THIS_3																inta			undu	
THIS_4			daː																	
THOU_1			niː																i	
THOU_2														in	ĩn					
THOU_3	ni											ni				ni		ni		ni
THOU_4				nimme					nimma											
THOU_5		niːjə			niːnu	niːnə	niːnu	niːja		niːn	ninu		niːn~niːnu				niːʋu~nuʋʋu			
TONGUE_1	naːlanɡe	nelɡi	duʋiː		naːliɡe	naːʋu	naːlka	naːlɡə	naːlike			naːkə		naːnɡ	nevãɖ	naːkkə	naːluka	noːf	naːlaːji	naːʋu
TONGUE_2				ʋenʤeɾ							ʋenɖaːɾu		taɖta							
TONGUE_3										takkha										
TOOTH_1			dandaːn~dantaːn																	
TOOTH_2	hallə	pallə		pal	hallu	pallə	palku	pal	palk	pall	palu	pallə	paːldu	paːlkill	pel	pallə		paɾse	kuːli	pallu
TOOTH_3																	pannu			
TREE_1			dɾahkʰt														ʧeʈʈu			
TREE_2	moɾa	meɾi		maɾa	maɾa	maɾa		maɾam	maːɾa		paʈa	maɾam			meɾi	maɾam			maɾa	maɾa
TREE_3							maːk			mann								meːn		
TREE_4												vɾukʂam								
TWO_1	eɾaɖə		iɾat		jeɾaɖu			eɖu		iːɾəb					iɾ			eːɖə		
TWO_2				ɾeɳɖu		daɳɖə	duɖə		ɾeɳɖ		ɾinɖa	ɾendə	paːnɖa~maksa~ʤoːɖsa	iɾuɖu		ɾenɖə	ɾeɳɖu		ɾaɖɖu	iɾandə
TWO_3		əddu																		
WALK_1	naɖəʋadə	naɖi			naɖə	naɖa	naɖus	naɖʋu	naɖam			naɖakkuɡa				naɖə	naɖuʧu	naɖaɾɾə~naɖandə	naɖapaɾa	naɖa
WALK_2										eːkʰna			heːkpo							
WALK_3				taka																
WALK_4			ʧeɾɾinɡ																	
WARM_1													kuɖni							
WARM_2																		koɾtilije		
WARM_3	uppekke~uppe		baːsun							udum										
WARM_4		suːɖə							ʋeːɖ	oːɾʧka				ʋeʈal		suːɖə				
WARM_5				kaːsta	beʧʧaɡe	bekke	ʋekka					ʧeɾəʧuːɖə					ʋeʧʧa		beʧʧa	bekki
WARM_6																ʋedəʋedəppə				
WARM_7												uʂɳa								
WATER_1													hamdu			taɳɳi	niːɭɭu			
WATER_2	niːɾə	niːɾə	diːɾ	jeɾ	niːɾu	niːɾə	iːɾ	niːɾ	eːɾu		eju			niːɾ	nĩɾ	niːɾə	niːɾu	niːɾ	niːɾə	niːɾu
WATER_3												ʋellam~jalam								
WATER_4										amm										
WE_1					naːʋu					naːm		naːm	naːmu	aːm	aːm	naːm	meːmu	oːm		
WE_2	nanɡa	naɳɡə~jaɳɡə				nanɡa			manaːɖu~mamma		mambu					naːnɡa	manamu			nanɡa
WE_3				mammoʈ			amdə	amme				nammal								
WE_4																			jankulu	
WE_5			nan																	
WHAT_1							em										ẽmi			
WHAT_2											ena									
WHAT_3									baːta						naːto					
WHAT_4										jeːndɾa			indiɾdu~indɾaːn							
WHAT_5														ennaːʈ					enʧina	entai
WHAT_6	eːnə	ajindi	antə		jeːnu	jentə		etaːnə				endə				enne	eːɳʈi~eːmiʈi	inno		
WHAT_7				baʈʈal																
WHITE_1											pandi		sadaː							
WHITE_2					biɭi										vil					
WHITE_3	ʋeɭɭe	bəɭɭu		tellaɡ		boltadə	telluɖi	ʋellə	telup	paɳɖɾu	dumda~kumnɖi	ʋeɭuppə	ʤinpɾo			veɭɭə	vella~telupu	pelti	boldu	boltaji
WHITE_4			piːun																	
WHO_1									beːnonɖu											
WHO_2										ne										
WHO_3															ed			oɾi		
WHO_4	taːɾa	daːɾə	deːɾ	boɾ	jaːɾu	daːɾə		daːɾə				aːɾə	neːdu			jaaɾə	evaɾu		jeːɾu	jaːɾu
WHO_5											daat									
WOMAN_1					stɾĩ							stɾiː					stɾiː			
WOMAN_2										aːli										
WOMAN_3									naːtaʋaːd		kodoɡi pada									
WOMAN_4	emmaːti																aːɖadi			
WOMAN_5				muɾtad						mukka									ponʤa	
WOMAN_6							baːji		piːkiːɖ		ɖoli	peɳɳə	teldu			peɳ~poɳɳə	mahiɭa			paniʧi
WOMAN_7		pəɳakkən			henɡasu	ponnaːɭə		pemaɡu										tusmoːɡə		
WOMAN_8											aːnʋanli									
WOMAN_9			njaaɽi																	
YELLOW_1				kampal														aɾʤin		
YELLOW_2			puːʃkun	pivaːʰd			pijuda		pasap		toɡoɾi						pasupu			
YELLOW_3	manʤe	manʤəlaːnɡi				manʤa		manʤə		baːlka	hinɡeɾi	maɲa	balke			manʤaɭ			manʤalu	manʤe
YELLOW_4					haladi															
