	Chadian Arabic	Cypriot Arabic	Dhofari Arabic	Egyptian Arabic	Gulf Arabic	Hassaniya Arabic	Iraqi Arabic	Levantine Arabic	Maltese	Modern Standard Arabic	Moroccan Arabic	Najdi Arabic	North Mesopotamian Arabic	Sanaani Arabic	Sudanese Arabic	Tunisian Arabic
ROOT_2	ʔiriɡ				ʕirʤ	ʕɛrɡ	ʢɛrɛɡ	ʃɛrʃ	ɛːrʔ	ʕirq			ʕiriq		ʕɛrɢ	ʕirq
ROPE_1	habil	xɑpl	ħbaːl	ħabl	ħabɛl	ħbʌl	ʜabɛl	ħabl	ħɐbɛl	ħabl	ħbəl	ħabɛl	ħabil	ħabl	ħabl	ħbal
ROUND_1	mudawwar			mɛdɑwwɑr	mdawwɑr		mdawwar	mdɔwwɛr		mustadiːr	mdˤuwwər	mdawwɑr	mdawwiɣ	mdawwɑr~mukawwɑr	mudˤawwɑr	mdawwir
ROUND_2						mzʌɡnən										
ROUND_3		strɔnʤili														
SALT_1	mɛlh	milx	milħ	malħ	mɛlħ	məlħ	mɛlɛʜ	malħ	mɛlħ	milħ	məlħ	mɛlħ	miliħ	milħ	milħ	milħ
SAND_1	ramla		rɑmɑl	rɑmlɑ	rˤɑmɛl		rɑmulˤ	rɑml	rɐmɛl	raml	rəmlɑ	rˤɑməl	ɣɑməl	rɑml	rɑmlɑ	rmal
SAND_2						traːb										
SAND_3						ləħasˤ										
SAY_1	ɡaːl	kal	qaːl	ʔaːl	ɡaːl	ɡaːl	ɡɑːl	ʔɛːl	ʔɐːl	qɑːla	ɡal	ɡaːl	qɑːl	ɢaːl	ɢɑːl	qaːl
SEE_1		ra							rɐː	rɑʔaː						raː
SEE_2	ʃaːf		ʃaːf	ʃaːf	ʧɑːf	ʃaːv~rˤaːʕi v	ʃɑːf	ʃaːf			ʃaf	ʃaːf			ʃɑːf	ʃaːf
SEE_3													ɣiʃiʕ			
SEE_4														ʔibsɑr		
SEED_1												ʕaʤmah	ʕəʤɔ			
SEED_2							ʜabba			ħabba			ħʌbb	ħabbih		
SEED_3	tɛːraːb			taʔaːwi		ʒəɡraːʒ									tirɑːb~tɑɢɑːwi	
SEED_4									zɛrrɪːjɐ	zarʕ	zərriʕa					zurriːʕa
SEED_5	bizrɛ	pizr	biðara	bɛzr	bɑdɑr~bazir		bazra~bɑðrɑ	bɛzr		biðra~bizr			baziɣ	baðarih	bazr	
SEW_1		ʃall			ʃall	ʃəll								ʃall		
SEW_2	xajjat		xɛːtˤ	xɑjjɑtˤ	xɑːtˤ	xʌjjɑtˤ	xɑjjɑtˤ	xɑjjɛt	ħɪːt	xɑːtˤa	xəjjətˤ	xɑːtˤ	xʌjjitˤ	χɑjjɑtˤ	χɑjjɑtˤ	xɑjjitˤ
SHARP_1				ħaːmi	ħaːdd	ħaːdd	ʜaːdd	ħaːdd		ħaːdd			ħaːdd	ħaːdd	ħaːdd	
SHARP_2	mutarraɡ					mtˤarˤrˤaɡ										
SHARP_3						maːðˤi					mɑdˤi					mɑːdˤi
SHARP_4									ʔɐwwɪ							
SHORT_1	ɡisɑjjɑr		qasˤʕuːr~qasˤiːr	ʔɔsɑjjɑr	ɡasˤiːr	ɡsˤajjər	ɡsˤɑjjɛrˤ	ʔsiːr	ʔɐsiːr	qɑsˤiːr	qsˤirˤ	ɡəsˤiːr	qʌsˤijjəɣ	ɢasˤiːr	ɢusˤɑjjɑr	qsˤiːr
SHORT_2		xmiːn														
SIT_1	ɡaʔad	kaʕa		aʕ̞ad	ɡɛʕad	ɡʕʌd	ɡɛʢad	ʔɑʕɑd	ʔɐːt	qaʕada		ɡaʕad			ɢaʕad	qʕad
SIT_2			ɡlaːs		jɛlas					ʤalasa	ɡləs			ɡʲalas		
SIT_3													nɛbɛsˤ~bəʧɛx			
SKIN (HUMAN)_1					baʃara			baʃara		baʃarɑ				baʃarih		
SKIN (HUMAN)_2	ʤild		ɡild	ɡɛld	jɛld	ʒəll	ʤɛlɛd	ʒɛld	ʤɪldɐ	ʤild	ʒəld	ʤɛld	ʤilid	ɡʲild	ɡʲɛld	ʒilda
SKY_1				dɛnja			dɛnjɑ									
SKY_2	sama	sama	smaː	sama	sama	sma	sɛma	samɑ	sɛmɐ	samaːʔ	smɑ	sɛma	sama	samɛːʔ	sama	smaː
SLEEP_1	rɛɡɛd				raɡad	rɡəd			rɐʔɐt	raqɑda				raɢad		rqad
SLEEP_2	naːm	nam	naːm	naːm	nɑːm		nɑːm	naːm		naːma	nʕas	naːm	nɑːm		nɑːm	
SMALL_1	saxajjar	zɛʕiːr	sˤɑɣiːr	sɔɣɑjjɑr	zɑɣiːr~sˤɑɣiːr	sqiːr~sqajjər~sɣiːr~sɣajjər	zɣɑjjɛrˤ	sˤɣiːr~zɣiːr	zɛjr	sˤɑɣiːr	sˤɣirˤ	sˤuɣɛːr~sˤəɣiːr	əsˤɣɑjjəɣ	zɑɣiːr~zuɣajri	suɣɑjjɑr	sˤɣiːr
SMOKE (EXHAUST)_1	duxxaːn	tixxan	duxxaːn~duxxiːn	dɔxxaːn	dɛxxɑːn	dəxxaːn	duxxɑːn	dɔxxaːn	dʊħħɐːn	duxxaːn	duxxan	dəxxɑːn	dixxaːn	duχχaːn	duχχaːn	duxxaːn
SNAKE_1				tɛʕ̞baːn						θuʕbaːn					θuʕbɑːn	
SNAKE_2	daːbi~dɛbiːb				daːb							daːbb			dɑbiːb	
SNAKE_3			ħaniːʃ		ħanaʃ	ħnaʃ				ħanaʃ	ħənʃ			ħanaʃ		ħnaʃ
SNAKE_4							ʜajja~ʜjɑːjɑ	ħajji		ħajja		ħajjɛh	ħʌjji			
SNAKE_5			sˤɛll				sˤɛlˤlˤ									
SNAKE_6										ʔafʕa	lfʕa					
SNAKE_7		ʕɑfɑ							lɪfɐ							
STAND_1										qɑːma		ɡaːm				
STAND_2	wiɡif	ɛkɛf	wqaːf	wɛʔɛf	wuɡaf	uːɡəv	wuɡaf	wɑʔɑf		waqɑfa	wqəf	waɡf	wiqif	wiɢif	waɢaf	wqif
STAR_1									kɛwbɐ	kawkab				kawkab		
STAR_2	nɛʤma	naʒme	niɡma	nɛɡma	niːma	nʌʒma	naʤma~naʤɛm	naʒmɛ		naʤm	nəʒmɑ	naʤɛm	nʌʤmi	naɡʲm	naɡʲma	niʒma
STONE_1	haʤaraːj	xaʒra	ħaɡaːra	ħɑɡɑrɑ	ħijɑr	ħʌʒra	ʜʤɑːrˤa	ħɑʒrɑ		ħaʤɑrɑ	ħəʒra	ħaʤɑr	ħʌʤɑɣ	ħiɡʲɑːrɑh	ħɑɡʲɑr	ħɑʒrɑ
STONE_2							sˤalˤbuːx~sˤɑxrɑ			sˤɑxɑr		sˤəlˤbuːx		sˤɑχr		
STONE_3									ʤɛblɐ							
SUCK_1	mass	mɑss		mɑsˤsˤ	mɑsˤsˤ	mʌsˤsˤ	mɑsˤmɑsˤ~mɑsˤsˤ	mɑsˤsˤ~mɑʔʔ		mɑsˤsˤ	məsˤsˤ	mɑsˤsˤ	mɑsˤ	mɑsˤmɑsˤ~mɑsˤsˤ	mɑsˤsˤ	
SUCK_2	radiː		rðˤaːʕ			rðˤaʕ			rɛdɐ	rɑdˤiʕa						rðˤaʕ
SUN_1	ʃams	ʃimps	ʃims	ʃams	ʃams	ʃams	ʃamɛs	ʃams	ʃɛmʃ	ʃams	ʃəmʃ	ʃams	ʃamis	ʃams	ʃams	samʃ~ʃams
SWIM_1			sbaːħ				sɛbaʜ	sɛbɛħ		sabaħa		sɛbɛħ	sibiħ	sabaħ		
SWIM_2			ʕaːm	ʕ̞aːm	ʕaːm	ʕaːm			ɐːm	ʕaːm	ʕam			ʕaːm	ʕaːm	ʕaːm
SWIM_3		kalimpa														
SWIM_4	ʔarrad fi lalmɛ															
SWIM_5		tʌʕassɛl														
TAIL_1						nəwwaːʃa					ʃwwal					
TAIL_2			ðɛːl	dɛːl	ðɛːl		ðɪe̯l			ðajl			ðɛl	ðajl		
TAIL_3						aːɡilaːl										
TAIL_4						sbiːb					zɑntˤitˤ					
TAIL_5																baʕbuːsˤ
TAIL_6	danab							danɛb		ðanab		ðanab			danab	
TAIL_7		tumpjɛ							dɛmp							
THAT_1	daːk~diːk	aðak~aðik	haːðaːk~haːðiːk	dawwat~dajjat~dawwan~dawwak~dawwa	haðɑːk~haːðiːʧ	ðaːk~ðiːk	ðɑːkɑ~ðɪe̯ʧɛ	hajdiːk~hiːdɛːk		ðaːlika~tilka~tiːka	hadak~dak~hadik~dik	ðaːk~ðiːk	hʌðɛːk~hʌðiːk	ðˤɑjjik~tajjik	daːk~dɛːk	haːðaːka~haːðiːka
THEY_1	human~hinna		hum~hɛːn	hɔmma	hum~hɛn	huːmˤɑ~huːmaːti	humˤmˤɑ~hɛnˤnˤ	hɛnnɛː	ʊːmɐ	hum~hunna	humɑ	humm~hənn		hɔm~hɛn	hum~hun	huːma
THEY_2													immɛ			
THEY_3		innɛn														
THICK_1	samiːn							smiːk		samiːk						
THICK_2			matiːn~ɣliːðˤ	tɛxiːn	mɛtiːn	ɣliːðˤ~qliːðˤ	θəxiːn	ətxiːn	ɔħʃɔn	ɣɑliːðˤ~θaxiːn	ɣlidˤ	matɪe̯n	θʌxiːn	matiːn	tɑχiːn	xʃiːn~ɣliːðˤ
THICK_3		ʕɑpi														
THIN_1			ħatˤiːtˤ~ɡaʃuːf	nɛħiːf	ðˤʕiːf			nɑħiːf		naħiːf	nħif	ðˤəʕiːf		naħiːf	naħiːf	ðˤʕiːf
THIN_2		θkiːk		rɔfɑjjɑʕ̞	dɛʤiːʤ	rɡiːɡ~rɡɛjjəɡ	rɛfiːʢ	rʔiːʔ	rʔɪːʔ	rɑqiːq~rafiːʕ	rqiq	dəɡiːɡ	ɣʌqiːq	rafiːʕ	riɢɛjjiɢ	
THIN_3	bɑːtil															
THINK_1	fɛkɛr		fakkar	fɑkkɑr	fakkir		fakkɛr	fakkɛr		fakkara		fɛkɛr	fakkar	fakkar		fakkir
THINK_2						txʌmməm					xəmməm					xamməm
THINK_3									ħɐsɛp	ħasiba						
THINK_4							ʢtɛqɑd	ʕtɑʔɑd		ʔiʕtaqɑda						
THINK_5	dɑnn	ftaɛn		zˤɑnn	ðˤɑnn		tfɑtˤtˤan~ðˤɑnn			ðˤɑnna		ðˤɑnn		ðˤɑnn	zˤɑnn	
THIS_1	daː~diː	aðiː		da~di		ðɑ~ði			dɐːn~diːn			ða~ði			da~dɛ	
THIS_2		aða	haːðiː		hɑːða~hɑːði		hɑːðɑ~hiːaːtaː	hajdɑ~hajdɛ		haːðaː~haːðihiː	hada~hadi		haːðaː~haːðiː	ðˤɑjjɑːh~tajjih		haːða~haːði
THOU_1	inta~intɛ~inti	int~inti	intɑ~inti	ɛnta~ɛnti	ɛntɑ~ɛnti	nta~ntijja	ɛntɛ~ɛnti	ɛntɑ~ɛntɛ	ɪnt~ɪntɪ	ʔanta~ʔant	ntɑ~ntajɑ~nti~ntijɑ	ənta~ənti	ʌntɑ~ʌntɛː	ant~anti	intɑ~inti	inti
THREE_1	talaːta	tlaθɛ	θalaːθa	talaːta	θalɑːθa	θ̬laːθ̬a	tlɑːθa~t͡ɬɑːθa	tlaːtɛ~t͡ɬaːtɛ~klaːtɛ	tlɪːtɐ	θalaːθa	tlatɑ	θalaːθ	θaːθi	θalaːθah	talɑːtɑ	θlaːθa
THROW_1	rama	rma	ramaː	rama					rɛmɐ	ramaː				ramaː	rama	
THROW_2		ʃalax	lwaːħ			laːħ		ʃalaħ			laħ					lwaħ
THROW_3				ħɛdɛf	ħɛðaf							ħaðaf				
THROW_4					ðabb		ðabb	kabb						ðabal		
THROW_5											sijjəb					ʃajjaʕ
THROW_6	xatt							zatt				tˤɑʃʃ	tˤɛrr~zɛtt			
THROW_7									ʃɛħɛt							
TONGUE_1	lisaːn	san	lisaːn	lɛsaːn	lɛsɑːn	lsaːn	əlsɑːn	lsaːn	lsɪːn	lisaːn	lsan	lsaːn	əlsuːn	lisaːn	lisɑːn	lsaːn
TOOTH_1			ðars		ðˤɛrs	dˤars				dˤirs	dərsɑ	ðˤirs		ðˤirs		
TOOTH_2	sɛnn	sinn		sɛnna	sɛnn	sʌnn	sɛnn	sɛnn	sɪnnɐ	sinna	sənnɑ	sinn	sin	sɛnnih	sɛnn	sinna
TREE_1	ʃɑdɑrɑːj		ʃaɡara	ʃɑɡɑrɑ	ʃjɑrˤɑ		ʃaʤarɑ~ʃɛʤrɑ	siʒrɛ	sɪʤrɐ	ʃaʤarɑ	ʃəʒrˤa	ʃɛʤarɑ	siʤʌɣɑ	ʃɛɡʲarih	ʃɛɡʲɑrɑ	ʃuʒra~suʒra
TREE_2		ðɛntra														
TREE_3						sˤadrˤɑːja										
TWO_1									zɛwʧ		ʒuʒ					zuːz
TWO_2	tinɛːn~tittɛːn	xnajn	θnɛːn~θantɛːn	ɛtnɛːn	θnɛːn~θəntɛːn	iθ̬najn~θ̬intajn	θnɪe̯n~θəntɪe̯n	tnɛjn~tnɛːn~tintɛːn	tnɛjn	ʔiθnaːn~ʔiθnataːn~ʔiθnajn~ʔiθnatajn	tnin	əθnɛːn~θəntɪe̯n	θniːn~θintiːɛn	θnajn~θintajn	ɛtnɛːn	θniːn
VOMIT_1		raʒʒʕe						raʒʕɑ								
VOMIT_2			radd			rɔdd					rədd					rad
VOMIT_3							tqɑjjɑ			taqajjaʔa			tqɑjjɑ			
VOMIT_4									ʔɐlɐ							
VOMIT_5										istafrɑɣa			ʔəstənfʌʕ		istɑfrɑɣ	
VOMIT_6	dafaɡ					ɡðəf								ɢaðˤɑf	ɢidif	
VOMIT_7				tˤɑrrɛʃ										tˤɑrɑʃ		
VOMIT_8			zɑʕ		zɑːʕ		zɑwwɑʢ				ruwwəʕ		zɑwwɑʕ			
WALK_1	saːr				sˤɑːr						sˤɑr					
WALK_2						twaːtˤa~ɡɔwtˤarˤ								χɛtˤi		
WALK_3	maʃa	miʃɛ	mʃaː	mɛʃi	mɛʃɑ		mɛʃa	mɛʃi	mɛʃɐ	maʃaː	tməʃʃɑ	mɛʃa	məʃi		maʃa	mʃaː
WARM_1		sxun						sɔxn	sħʊːn							sxuːn
WARM_2	haːmi			daːfi	dɑːfi	ħaːmi~daːfi	ʜɑːmi~dɑːfi	dɛfjɛːn		daːfiʔ	dafi	daːfi	diːfi	daːfi~ħaːmi	daːfi	daːfi
WATER_1	almɛ					ʌlma			ɪlmɐ						ɛlmiː	
WATER_2	mɔːja	mɔɛ	maːj~miː	mɑjjɑ	mɑːj		mˤɑːj	mɑjj		maːʔ~mijaːh	ma	maː~mɔːja	mɑːj	mɛːʔ	mɔːja	maː
WE_1	ʔaniːna	naxni	naħana	ɛħna	nɛħɛn	ʌħna~ʌħnaːti	ɛʜnɛ	nɑħnɑː	ɐħnɐ	naħnu~ʔinnaː	ħnɑ~ħnajɑ	əħna~ənnaː	niħnɑː	əħnə	ɛħna	ħənaː
WET_1							nɑːɡɛʢ						mnɑqqɑʕ			
WET_2			xðˤɑr								fazəɡ			ɑχðˤɑr		
WET_3	mabluːl	maplul		mabluːl	mabluːl	mʌbluːl	mballal	mbɑllɑl		muballal		mabluːl		mabluːl	mabluːl	mabluːl
WET_4			rɑtˤb		rɑtˤəb					rɑtˤb		ratˤub				
WET_5									mʃɐrrɐp							
WHAT_1										maː~maːða				mɛh		
WHAT_2	ʃunu				ʃɛnu	ʃənhu	ʃɛnu		ʃɪnʊ		aʃnu				ʃinu	ʃnuwwa~ʃnuːma
WHAT_3				ʔɛː	ʃuː		ʃə	ʃu					ʌʃuː		ʔɛː	
WHAT_4		aʃ	ɛːʃ		ɛːʃ	ʃ~aːʃ		ʔɛːʃ	ʃ~ʃɪːʃ		aʃ	wɛʃ				
WHERE_1	wɛːn	ajn	fɛːn~ħɛːn	fɛːn	wɛːn	mnɛjn~wɛjn	wɪe̯n	wɛjn~wɛːn	fɛjn	ʔajna	fin	wɛin	wɛn	ajn	wɛːn	wiːn~fiːn
WHITE_1	ʔabjɛt	apkjað	bjɑːðˤ	ɑbjɑd	ɑbjɑðˤ	ʌbjɑðˤ	ʔɑbjɑðˤ	ʔɑbjɑdˤ	ɐbjɐt	ʔabjɑdˤ	bjədˤ	ɑbjɑðˤ	ʌbjɑðˤ	ʔabjɑðˤ	ɑbjɑdˤ	abjidˤ
WHO_1											ʃkun					ʃkuːn
WHO_2		mɛn	miːn	miːn	mɛn	mən~mənhu	manuː	miːn		man		mən	mənu	man	minu	
WHO_3	jaːtu															
WIDE_1	wasiː	fsiːʕi	waːsɛʕ	waːsɛʕ̞	wɑːsɛʕ	waːsəʕ	wɑːsɛʢ	wɛːsɛʕ	wɪːsɐ	waːsiʕ	wasɛʕ	waːsɛʕ	raːhi~wɛːsiʕ	fsaħ~waːsiʕ	wɑːsɑʕ	waːsɛʕ
WIDE_2			ʕɑriːð		ʕariːðˤ		ʢɑrˤiːðˤ	ʕɑriːdˤ		ʕɑriːdˤ		ʕariːðˤ				
WIDE_3										raħiːb						
WIND_1	riːh				riːħ	riːħ~arjaːħ			rɪːħ	riːħ	riħ	riːħ	ɣiːħ	riːħ	riːħ	riːħ
WIND_2		xava	habu	hawa	hbuːb		hɑwɑ	hɑwɑ		hawaːʔ				hawa		
WING_1	ʤɛnaːh			ɡɛnaːħ	ʤanaːħ	ʒnaːħ	əʤnɑːʜ	ʒɛːnɛħ	ʤɛwnɐħ	ʤanaːħ	ʒənħ	ʤanaːħ	əʤnɒːħ	ɡʲanaːħ	ɡʲɑnɑːħ	ʒnaːħ
WOMAN_1				wlɛjja			mrajja						mɑɣijji			
WOMAN_2					ħurma							ħɔrma		ħurma		
WOMAN_3	mara	mɑrɑ	mɑrɑ			mrˤɑ	mɑrɑ	mɑrɑ	mɐrɐ	imrɑʔa~almɑrʔa	mrˤɑ	mɑrɛ	mɑɣɑ	mɑrih	mɑrɑ	mra
WOMAN_4				sɛtt												
WORM_1	duːda	tut	duːd	duːda	duːd	duːd	duːd	duːdi	dʊːdʊ	duːda	duda	duːdah		duːdah	duːdɑ	duːda
WORM_2													ʌɣdɑ			
YEAR_1			ʕaːm			ʕaːm				ʕaːm	ʕam				ʕaːm	ʕaːm
YEAR_2	sana	sinɛ	sana	sana	sana	sna	sana	sɛnɛ	sɛnɐ	sana		sanah	sani	sanah	sana	
YELLOW_1	ʔasfar	asfar	sˤfɑːr	ɑsfɑr	ɑsˤfɑr	ʌsˤvɑr	ʔɑsˤfɑr	ʔɑsˤfɑr	ɪsfɐr	ʔasˤfar	sˤfər	ɑsˤfɑr	ʌsˤfɑɣ	ʔasˤfɑr	asfɑr	asˤfir
