ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
OldJapanese_GREEN_1-1	Old Japanese	oldj1239	ojp	GREEN	awoʃi	awoʃi	a w o ʃ i	a w o ʃ i	GREEN_1-1			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
OldJapanese_RED_2-1	Old Japanese	oldj1239	ojp	RED	akaʃi	akaʃi	a k a ʃ i	a k a ʃ i	RED_2-1			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
OldJapanese_FOOT OR LEG_4-1	Old Japanese	oldj1239	ojp	FOOT OR LEG	aʃi	aʃi	a ʃ i	a ʃ i	FOOT OR LEG_4-1			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
OldJapanese_HEAD_5-9	Old Japanese	oldj1239	ojp	HEAD	kaʃira	kaʃira	k a ʃ i r a	k a ʃ i r a	HEAD_5-9			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
OldJapanese_NEW_6-1	Old Japanese	oldj1239	ojp	NEW	ataraʃi	ataraʃi	a t a r a ʃ i	a t a r a ʃ i	NEW_6-1			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
OldJapanese_THICK_7-1	Old Japanese	oldj1239	ojp	THICK	atuʃi	atuʃi	a t u ʃ i	a t u ʃ i	THICK_7-1			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
OldJapanese_WARM_8-1	Old Japanese	oldj1239	ojp	WARM	atatakeʃi	atatakeʃi	a t a t a k e ʃ i	a t a t a k e ʃ i	WARM_8-1			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
OldJapanese_YOU_9-5	Old Japanese	oldj1239	ojp	YOU	na	na	n a	n a	YOU_9-5			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
OldJapanese_HE OR SHE_10-3	Old Japanese	oldj1239	ojp	HE OR SHE	?anuQtʃu	ʔanuʔʧu	ʔ a n u ʔ ʧ u	ʔ a n u ʔ tʃ u	HE OR SHE_10-3			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
OldJapanese_THEY_11-2	Old Japanese	oldj1239	ojp	THEY	kare-	kare	k a r e	k a r e	THEY_11-2			Jōdaigo Jiten Henshū Iinkai 上代語辞典編集委員会, 1967; Yasumoto & Honda, 1978
