	Aromanian	Asturian	Catalan (Castelló de la Plana)	Catalan (Central)	Catalan (Manises)	Catalan (Minorcan)	Catalan (Northwestern)	Catalan (Valencia)	Dalmatian	Emiliano (Carpigiano)	Emiliano (Ferrarese)	Emiliano (Reggiano)	Franco-Provençal	French	Friulian	Galician	Istro-Romanian	Italian	Ladin (Fassano)	Ladin (Gardenese)	Latin (Archaic)	Latin (Late Classical)	Ligurian (Genoa)	Ligurian (Rapallo)	Ligurian (Stella)	Lombard (Bergamo)	Lombard (Plesio)	Megleno-Romanian	Neapolitan	Occitan	Old French	Old Italian	Picard	Piedmontese (Barbania)	Piedmontese (Carmagnola)	Piedmontese (Lanzo Torinese)	Piedmontese (Turinese)	Piedmontese (Vercellese)	Portuguese	Romagnol	Romanian	Romansh (Grischun)	Romansh (Surmiran)	Romansh (Sursilvan)	Romansh (Vallader)	Sardinian (Campidanese)	Sardinian (Logudorese)	Sicilian (Catanian)	Sicilian (Messinese)	Sicilian (Palermitan)	Sicilian (Southeastern)	Spanish	Tuscan	Umbrian	Venetian (Bellunese)	Venetian (Primiero)	Venetian (Venice)	Walloon
BIRD_5				usˈeʎ					uʧˈul~oʧˈel	uzˈɛːl	uzˈɛl	uzˈɛl	ajʒˈo		uʧˈɛl			uʧʧˈɛllo	uʧˈel	uʧˈel			awʒˈellu	ɔwʒˈellu	ɔːwʒˈeː	oʦˈɛl	ulʧˈɛll		awʃjˈellə		ˈojzel	uʧʧˈɛllo		uzˈɛl	uzˈɛl	uzˈɛl	uzˈɛl	yzˈɛl		uzˈɛə̯l		uʧˈɛ	uʧˈel	uʧˈi	uʧˈɛ~uʃˈɛ								uʧʧˈɛllo	ʧˈellu	ozˈɛl	uzˈɛl	ozˈɛo	ɔʒeː
BIRD_6														wazo		ˈaβe						ˈavɪs											ɔzjo						ˈavɨ																			
BITE_1														mɔʁdʁ																			mɔʁd																									
BITE_2		moɾdˈeɾ											mˈøːrdre		mwˈardi	moɾðˈeɾ		mˈɔrdere	mˈorder	mˈɔrdər	mɔrdˈeːrɛ	mɔrdˈeːrɛ	mɔːrde	mˈɔrde	mˈɔːrde					mˈɔɾdɾe	mˈɔrdrə	mˈɔrdere		mˈɔrde	mˈɔrde	mˈɔrdi	mˈɔrde	mˈɔːrdi	muɾðˈeɾ	mursˈeə̯		mˈɔrdər	mˈɔrdər	mˈɔrdər	mˈɔrdər							moɾðˈeɾ			mˈɔrðar	mˈɔrðer		
BITE_3	mˈɨʃku~mˈuʃku		moseɣˈaɾ	musəɣˈa	moseɣˈaɾ	musəɣˈa	moseɣˈa	moseɣˈaɾ	morskwˈor	muzɡˈɛːr		muzɡˈɛːr					muʧkˈɒ											mˈuʧku	muʦʦəkˈa~murʦəkˈa												amuʃkˈa						mossiɡˈare	muʦʦikˈaɾi	muʦʦɨkˈaɾɨ	muʦʦikˈaɾi	muʦʦikˈaɾi		morsikˈare	moʧʧikˈa			morseɡˈar	
BITE_4																																														mussjˈaj												
BITE_5																										pˈia	kaɲˈa																															
BITE_6											zɡaɲˈar																																															
BITE_7																																																										aɲe
BLACK_1														nwaʁ																			nweʁ													njˈeddu	niɡˈeɖɖu~njˈeɖɖu											
BLACK_2																					ˈaːtɛr	ˈaːtɛr																																				
BLACK_3		nˈeɡɾo	nˈeɣɾe	nˈɛɣɾə	nˈeɣɾe	nˈɛɣɾə	nˈeɣɾe	nˈeɣɾe	njar	nˈeɡer	nˈɛɡar	nˈiːɡer	naj		nˈeri	nˈeɣɾo	nˈeɡru	nˈero	nˈejɡer				nˈeːjɡru	nˈejɡru	nˈɛːjɡru	nˈiɡɛr	nˈeɡru	nˈeɡru	nˈiɾə	nˈeɡɾe	nojr	nˈero		nɛjr	nɛjr	nɛjr	nɛjr	nˈeːru		nˈiɡar	nˈeɡru	najr	nˈeər	ner	najr			nˈiuɾu	nˈiuɾu	nˈivuɾu	nˈiviɾu	nˈeɣɾo	nˈero	nˈiru	nˈero	nˈeɡro	nˈero	nwaːʀ
BLACK_4	lˈajŭ																																																									
BLACK_5																																							pɾˈetu																			
BLACK_6																				foʃk																																						
BLOOD_1													sã	sɑ̃																			sɑ̃																									sã
BLOOD_2	sˈɨnʒe	sˈaŋɡɾe	saŋk	saŋ	saŋk	saŋk	saŋ	saŋk	swoŋɡ	sˈaŋɡev	saŋɡ	sˈaːŋɡov~sˈaːŋɡev			saŋk	sˈaŋɡe	sˈənze	sˈaŋɡwe	saŋk	saŋk	sˈaŋɡʷiːs	sˈaŋɡʷiːs	sˈaŋɡwe	sˈaŋɡwe	sˈaːŋɡwe	saŋk	saŋk	sˈɔnzi	sˈaŋɡə	saŋk	sãŋk	sˈaŋɡwe		saŋɡ	saŋɡ	saŋɡ	saŋɡ	saŋ	sˈɐ̃ŋɡɨ	sãŋɡv	sˈɨnʤe	saŋk	saŋk	sawŋk	saŋk	sˈaŋɡuni	sˈambene	sˈaŋɡu	sˈaŋɡu	sˈaŋɡu	sˈaŋku	sˈaŋɡɾe	sˈaŋɡwe	sˈaŋɡwe	sˈaŋɡwe	sˈaŋɡwe	sˈaŋɡwe	
BONE_1		ɡwˈeso							vwas						vwɛs																																											
BONE_2	ˈosŭ		ɔs	ɔs	ɔs	ɔs	ɔs	ɔs		ɔːs	ɔs	ɔːs		ɔs		ˈɔso	os	ˈɔsso	ɔs	ɔs	ɔs	ɔs	ˈøssu	ˈɔssu	ˈossu	ɔs	ɔss	wos	wˈossə	ɔs	ɔs	ˈɔsso	ɔʃ	ɔs	ɔs	ɔs	ɔs	ɔːs	ˈosu	ɔs	os	ɔs	ɔs	jes	ɔs~øs	ˈossu	ˈossu	ˈɔssu	ˈɔssu	wˈɔssu	wˈɔssu	wˈeso	ˈɔsso	ˈossu	ɔs	ɔs	ˈɔso	ɔʃ~ɔʃeː
BONE_3													ɔ																																													
BREAST_1																	kʎept							kaʃˈetta																																		
BREAST_2		pˈeʧo	pit	pit	pit	pit	pit	pit	pjat	pɛːt	pɛt			pwatʁin	pɛt	pˈejto		pˈɛtto	pjet	pjet			pˈettu		pˈɛːtu				pjˈettə	pejtɾˈino~pˈitɾe~pjɛs~pjes	piʦ	pˈɛtto	pwetʁɛ̃n	pɛt		pɛt	pɛt		pˈɐjtu	pɛə̯t	pjept	pɛʦ	pɛʦ	pɛʦ	pet	pittˈura	pettˈorra	pˈɛttu	pˈɛttu	pjˈɛttu	pjˈɛttu	pˈeʧo	pˈɛtto	pˈettu	pɛt	tˈete	pˈeto~pˈɛto	pwatʀin
BREAST_3																					pˈɛktʊs	pˈɛktʊs																																				
BREAST_4	cˈeptu																											cept																														
BREAST_5												stˈɔmeɡ	ɛstˈɔma													stomˈɛk	ʃtˈumɛk								stˈɔmi			stˈɔːmik																				
BREAST_6									sjaŋ																			sin																														
BURN (SOMETHING)_1	ˈardu																				ˈuːrɛrɛ	ˈuːrɛrɛ						art			ˈardrə										aˈarde	ˈardər	ˈardər		ˈardər													
BURN (SOMETHING)_2										bruzˈɛːr	bruzˈar	bruzˈer	bryːlˈaː	bʁyle	brusˈaː		palˈi	bruʧˈare	bruʒˈɛr	bruʒˈɛ			bryʒˈaː	bryʒˈa	bryːʒˈɛː	bryʦˈa	bryzˈa		abbruʃʃˈa	bɾylˈa		bruʃˈare~abbruʃˈare	bʁyle	bryzˈe	bryzˈe	bryzˈe	bryzˈe	bryzˈɛ		bruzˈeə̯				bərʃˈar		abruʒˈaj	brusjˈare	bɾuʧˈaɾi		abbɾuʧˈaɾi	abbɾuʃˈaɾi		bruʧˈare	vruʧˈa	bruzˈar	bruzˈar	bruzˈar	bʀyːle
BURN (SOMETHING)_3		kemˈaɾ	kɾemˈaɾ	kɾəmˈa	kɾemˈaɾ	kɾəmˈa	kɾemˈa	kɾemˈaɾ					kraːmˈaː			kejmˈaɾ														kɾemˈa									kɐjmˈaɾ													kemˈaɾ						
BURN (SOMETHING)_4																																																	bampˈaɾɨ									
CLOUD_1														nɥaʒ																			nɥaʒ																									nuwaʧ
CLOUD_2	niˈorŭ	nˈube	nˈuvoɫ	nˈuβuɫ	nˈuβoɫ	nivuɫˈat	nˈuβoɫ	nˈuβoɫ	nˈuvol	nˈuvla	nˈuval	nˈovla	ɲˈola		nuːl	nˈuβe		nˈuvola	nˈiɡola	nˈibla	nˈuːbɪs	nˈuːbeːs~nuːbˈiːɫũ	nˈyvia	nˈyvvua	nˈiːɡɥa	nˈiol	nˈiɡula	nor	nˈuvələ	nˈive~nˈivo~njew	nˈyə	nˈube~nˈuvola		nˈivula	nˈivula	nˈivula	nˈuvula	nˈiːwla	nˈuvɐ̃j̃	nˈuvla	nor	nˈivəl	nˈɛjvəl	nˈibəl	nˈyvlə	nuj	nˈue	nˈuvula	nˈuvula	nˈuvula	nˈuvula	nˈuβe	nˈuvola	nˈuola	nˈuvola	nˈuvola	nˈuvoe̯a	
CLOUD_3																	oblˈɒk																																									
COLD (OF WEATHER)_1														fʁwa																			fʁwe																									
COLD (OF WEATHER)_2	arˈaʦe																rˈɒʧe											rˈaʦi												ʤaʦˈeə̯	rˈeʧe																	
COLD (OF WEATHER)_3		fɾˈio											fraj			fɾˈio														fɾe									fɾˈiu							frˈiu						fɾˈio						fʀɛ
COLD (OF WEATHER)_4			fɾet	fɾɛt	fɾet	fɾɛt	fɾet	fɾet		frɛd	fred	frɛd			freːt			frˈeddo	frejt	frəjt	frˈiːɡɪdʊs	frˈiːɡɪdʊs	frˈejdu	frˈejdu	frˈeʤʤu	frɛʧ~frɛt	freʧʧ		frˈiddə		frojt	frˈeddo		frɛjd	frɛjd	frɛjd	frejd	frøʧ				frajt	frɛjt	frɛjt	frajt	frˈiðu	frˈittu	fɾˈiddu	fɾˈiddu	fɾˈiddu	fɾˈiddu			frˈiddu	fret	fret	frˈedo	
COLD (OF WEATHER)_5									ɡelwˈat																																																	
COLD (OF WEATHER)_6																																																					djˈaʧʧo					
COME_1										ɲiːr	ɲir	ɲiːr														ɛɲ												ɲiː							ɲir													
COME_2																				unˈi	wɛnˈiːrɛ																																					
COME_3																																											nɛkr															
COME_4			vˈindɾe		bˈindɾe		bˈindɾe	bˈindɾe																																																		
COME_5	ʑˈinŭ	benˈiɾ		bənˈi		vənˈi			venˈar					vəniʁ	viɲˈiː	biɾ	verˈi	venˈire	veɲˈir			vɛnˈiːrɛ	veɲˈiː	veɲˈi	veːɲˈi		veɲˈi	vin	vənˈi	venˈi	vənˈir	venˈire	vniʁ	vni	vni	vni	vˈeŋe		viɾ	vni~avnˈi	avenˈi	vəɲˈir		vəɲˈir		bɛnnˈi	bˈennere	vˈɛniɾi	vˈɛnɨɾɨ	vjˈɛniɾi	vˈɛniɾi	benˈiɾ	venˈire	vinˈi	venjˈar	vˈɛɲer	venˈir	vyny~vny
COME_6													mɲi																																													
DIE_1														muʁiʁ																			mweʁiʁ						muʁˈeɾ												mˈɔʐi							
DIE_2	mˈorŭ	morˈeɾ	moɾˈiɾ	muɾˈi	moɾˈiɾ	muɾˈi	moɾˈi	moɾˈiɾ	morˈar	murˈiːr	murˈir	murˈiːr	morˈi		murˈiː	morˈeɾ	murˈi	morˈire	morˈir	murˈi	mˈɔriː	mˈɔriː	muˈiː	muˈi	miˈi	mør	murˈi	mor	muɾˈi	muɾˈi	morˈir	morˈire		mˈøjre	mˈøjre	mˈøjre	mˈøjre	mˈøri		murˈi	amurˈi	murˈir	murˈɛkr	murˈir	murˈir	mɔrrˈi	mˈorrere	mˈɔɾiɾi	mˈɔɾɨɾɨ	mwˈɔɾiɾi		moɾˈiɾ	morˈire	murˈi	morˈir	morˈir	morˈir	mɔʀy
DOG_1													θɛ̃	ʃjɛ̃																	ʧjẽn																											ʧɛ̃
DOG_2			ɡos	ɡos	ɡos		ɡos	ɡos																																																		
DOG_3		pˈero															brek																																			pˈero						
DOG_4	kˈɨne					ka			kwoŋ	kaŋ	kan	kaːn			caŋ	kaŋ		kˈane	ɕaŋ	ɕaŋ	kˈanɪs	kˈanɪs	kaŋ	kaŋ	kaŋ	ka	kaŋ	kˈɔjni	kˈanə	ʧiŋ		kˈane	kjɛ̃	kaŋ	kaŋ	kaŋ	kaŋ	kaŋ	kɐ̃w̃	kãn	kˈɨjne	ɕawn	caŋ	ɕawn	ɕan	kˈai	kˈane	kˈani	kˈanɨ	kˈani	kˈani		kˈane	kˈane	kaŋ	kaŋ	kaŋ	
DRINK_1														bwaʁ																			bweʁ																									bwaːʀ
DRINK_2	be̯aw	bebˈeɾ	bˈewɾe	bˈɛwɾə	bˈewɾe	bˈɛwɾə	bˈewɾe	bˈewɾe	bar	bˈɛver	bˈɛar	bˈɛver	bˈajre		bˈɛvi	beβˈeɾ	bæ	bˈere	bˈejver	bˈevər	bˈɪbɛrɛ	bˈɪbɛrɛ	bˈɛjve	bˈeje	bˈɛjve	bif	beːf	be̯aw	vˈɛβəɾə~vˈeβəɾə	bˈewɾe	bˈojvrə	bˈere		bˈɛjve	bˈɛjve	bˈɛjve	bˈejve	bˈeːvi	bɨβˈeɾ	beː	abˈe̯a	bˈajvər	bˈevər	bˈɛjbər	bˈajvər	buffˈaj	buffˈare	vˈiviɾi~bˈiviɾi	bˈivɨɾɨ	vˈiviɾi	vˈiviɾi~bˈiviɾi	beβˈeɾ	bɛ	beː	bˈere	bˈever	bˈɛver~bˈever~bˈevar	
DRY_1	uskˈatŭ	sˈeko	sek	sɛk	sek	sɛk	sek	sek	swat~sot	sut~sɛk	sut	sot	sɛ	sɛk	sut	sˈeko	uskˈɒt	sˈekko	sut~sek	sut~sjəwt~sək	sˈɪkkʊs	sˈɪkkʊs	sˈekku	sˈekku	sˈekku	sɛk	syʧʧ	uskˈat	sˈikkə	se	sɛk	sˈekko	se	sɛk	sɛk	syjt~sɛk	sɛk	søk	sˈeku	sɛk	uskˈat	siɕ	sic	ʃeɕ	syt	sikkˈaw	sˈikku	sˈikku	sˈikku	sˈikku	sˈikku	sˈeko	sˈekko	sˈikku	sek	sut	sˈeko	sɛʧ
EAR_1	urˈe̯akʎe								orˈakla~rˈakla	urˈɛʧa	urˈɛʧa	urˈɛʧa					urˈækʎe	orˈekkjo~orˈekkja		urˈədla	ˈawrɪs	ˈawrɪs	wˈɛʤa	awˈeʤe	wˈɛʤʤa	orˈɛʤa	urˈeʤa	urˈe̯akʎə	rˈekkjə			orˈekkja						urˈøʤa		urˈɛʧa	urˈeke					orˈiɣa	orˈikkra	aɾˈikkju	ɾˈikkɨ	aɾˈikkju~aɾˈikkja	awɾˈiʧʧa	oɾˈexa	orˈekkjo	rˈekkja	rˈeʧa	rˈeʧa	rˈɛʧa~rˈeʧa	
EAR_2														ɔʁɛj																			ɔʁɛl																									
EAR_3		oɾˈeja	oɾˈeʎa	uɾˈɛʎə	oɾˈeʎa	uɾˈɛə	awɾˈeʎɛ	oɾˈeʎa					ˈɔrʎo		orˈɛle	oɾˈeʎa			urˈeja											awɾˈio	orˈɛʎə			urˈija	urˈija	urˈija	urˈija		oɾˈeʎɐ			urˈeʎə	urˈejə	urˈeʎə	urˈaʎə													ɔʀɛj
EARTH (SOIL)_1																	pemˈint																								pəmˈɨnt																	
EARTH (SOIL)_2	ʦˈarə	tjˈera	tˈɛra	tˈɛrə	tˈɛra	tˈɛrə	tˈɛrɛ	tˈɛra	tˈara~tjˈara	tˈɛra	tˈɛra	tˈɛra	tˈɛra	tɛʁ	tjˈɛre~tjˈare	tˈɛra		tˈɛrra	tˈera	tjˈəra	tˈɛrra	tˈɛrra	tˈɛra	tˈɛːra	tˈɛːra	tˈɛra	tˈɛra	ʦˈarə	tˈɛrrə	tˈɛʀo	tˈɛrə	tˈɛrra	tjɛʁ	tˈɛra	tˈɛra	tˈɛra	tˈera	tˈɛra	tˈɛʁɐ	tˈɛə̯ra		tˈɛrə	tˈerə	tjˈarə	tˈɛrə	tˈɛrra	tˈerra	tˈɛrra	tˈɛrra	tjˈɛʐa	tˈɛʐa	tjˈera	tˈɛrra	tˈɛrra	tˈɛra	tˈɛra	tˈɛra	tɛʀ
EAT_1		komˈeɾ														komˈeɾ																							kumˈeɾ													komˈeɾ						
EAT_2													bʤiː																																	pappˈaj												
EAT_3																					ˈeːdɛrɛ	ˈeːdɛrɛ																																				
EAT_4										maɲˈɛːr	maɲˈar	maɲˈɛːr							maɲˈɛr	majˈə																				maɲˈeə̯			məʎˈer	məʎˈar											maɲˈar	maɲˈar	maɲˈar	muɲe
EAT_5	mˈɨkŭ		meɲʤˈaɾ	məɲʒˈa	meɲʧˈaɾ	məɲʒˈa	meɲʤˈa	meɲʧˈaɾ	manˈajko					mɑ̃ʒe	manɟˈaː		məŋkˈɒ	manʤˈare					maŋʤˈa	maŋʤˈa	maŋʤˈɛ	maŋʤˈa	maŋʤˈa	mənˈank	maɲɲˈa	manʤˈa	mãnʤjˈer	manʤˈare	mɛ̃ʒe	maŋʤˈe	maŋʤˈe	maŋʤˈe	manʤˈe	maŋʤˈɛ			amɨŋkˈa	mənʤˈar			mənʤˈar		mandiɡˈare	manʧˈaɾi	manʧˈaɾɨ	manʧˈaɾi	manʧˈaɾi		manʤˈare	maɲɲˈa				
EGG_1													wa								ˈoːwũ												ɥe																									
EGG_2	ow		ɔw	ɔw	ɔw	ɔw	ɔw	ɔw																				wow		jɔw					øw						ow					ow								ˈɔu		ow		yː
EGG_3									juv	oːv	ɔv	oːv		œf	uːf	ˈɔβo	ov	wˈɔvo	ef	wef		ˈoːvũ	ˈøvu	ˈøvu	ˈøːvu	of	øːf		wˈovə		wœf	wˈɔvo		øv		øv	øv	øf	ˈovu	ɔə̯v		of	of	jef	øf		ˈovu	ˈɔvu	ˈɔvu	wˈɔvu	wˈɔvu	wˈeβo	ˈɔvo		ˈovo	ˈovo		
EGG_4																																																									vˈɔvo~vˈovo	
EGG_5		ɡwˈebo																																																								
EYE_1									vˈaklo						vˈoːli																																											
EYE_2			uʎ	uʎ	uʎ	uj	uʎ	uʎ						œj		ˈɔʎo			ˈeje											ɥɛj~ˈiwe~iw	wœʎ		œl	øj	øj	øj	øj		ˈoʎu			eʎ	iʎ	eʎ	øʎ													uːj
EYE_3																		ˈɔkkjo											wˈokkjə			ˈɔkkjo															ˈokkru	ˈɔkkju	ˈɔkkju	wˈɔkkju			ˈɔkkjo	ˈokkju				
EYE_4	ˈokʎu																ˈokʎu				ˈɔkʊɫʊs	ˈɔkʊɫʊs						wˈokʎu																														
EYE_5		ɡwˈejo																																																								
EYE_6										ɔːʧ	oʧ	ɔːʧ	ʒy~ʒyː										ˈøʤʤu	ˈøʤʤu	ˈøːʤʤu	øʧ	øʧʧ											øʧ		ɔʧ	okʲ					ˈoɣu					wˈɔʧʧu	ˈoxo			ˈɔʧo	ˈɔʧo	ˈɔʧo	
EYE_7																				wedl																																						
FAR_1																			dalˈonʧ	dalˈonʧ																						dəlˈunʃ			dəlˈœnʧ~dəlˈœnʃ													
FAR_2	dipˈarte																								distˈaːŋte			dipˈarti													depˈarte														distˈaŋte		distˈaŋte	
FAR_3		ʎˈonʃe			ʎunt			ʎunt	lontwˈoŋ	luntˈan	luntˈan	luntˈaːn			lontˈaŋ	lˈonʃe		lontˈano		lonʧ			luŋtˈan	luŋtˈan	luŋtˈan	luntˈa	luntˈaŋ		luntˈanə			lontˈano		luŋtˈaŋ	luŋtˈaŋ		luŋtˈaŋ	luŋtˈaŋ		luntˈãn			ʎˈunʃ	lunʃ				luntˈanu	luntˈanu	luntˈanu	luntˈanu		lontˈano	lontˈanu	loŋtˈaŋ	loŋtˈaŋ	loŋtˈaŋ~ɰoŋtˈaŋ	
FAR_4	lˈarɡu																lˈɒrɡo				ɫˈɔŋɡeː	ɫˈɔŋɡeː																	lˈõʒɨ								alˈarɡu					lˈexos						
FAR_5		ʎˈoɲe	ʎuɲ	ʎuɲ			ʎuɲ																							ljewˈeŋ~lɥeŋ~ljuŋ	lojɲ					løɲ																						
FAR_6													lwɛ̃~lwɛ	lwɛ̃																			lwɛ̃																									lɔ̃
FAR_7						ənfˈɔɾə																																																				
FAR_8																																														atˈezu												
FAT (ORGANIC SUBSTANCE)_1																	mɒst																														rˈassu	ɾˈassu	ɾˈassu	ɾˈassu	ɾˈassu			lˈardu				
FAT (ORGANIC SUBSTANCE)_2														ɡʁɛs																			kʁa																									
FAT (ORGANIC SUBSTANCE)_3	ɡrəsˈime	ɡɾˈasa	ɡɾejʃ	ɡɾeʃ	ɡɾejʃ		ɡɾejʃ	ɡɾejʃ	ɡres	ɡraːs	ɡras	ɡraːs	ɡrˈesa		ɡras	ɡɾˈaʃa		ɡrˈasso	ɡras	ɡras			ɡrˈassu	ɡrˈassu	ɡrˈaʃʃa~ɡrˈassu	ɡras	ɡrass	ɡrəsˈimi	ɡrˈassə	ɡɾas	krˈejsə	ɡrˈasso		ɡras	ɡras	ɡras	ɡras	ɡras	ɡuɾðˈuɾɐ	ɡras	ɡrəsˈime	ɡras	ɡras	ɡras	ɡras	ɡrˈassu						ɡɾˈasa	ɡrˈasso		ɡras	ɡras	ɡrˈaso	kʀaʃ
