	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
BIRD_2	ɡuʃ	qoʃ	qus~quʧɑq		quʃ	kus	køtør	kuʃ	qus		kuʃ~kus	qʊs	χus		quʃ	quʃ	qus	quʃ	quʃ	quʃ	quʃ	quʃ	quʃ	qoʃ	quˤʃqɑʃ	kuʃ	ɡuʃ	quʃ	quʃ	quʃ	qus~qos	køtør
BIRD_3				kɑjɤ̆ʷk																												
BITE_1	diʃlæ	teʃlɛ			tiʃle	tislɑ			tisle		tiʃle~ʧiʃle	tɘste				tiʃtø	tisle	tiʃte	tiʃle	ʧɯːʃle			tiʃte	teʃlɛ			diʃle		ʧiʃlɛ	tiʃlɑ	teste~tiste~tɯste	
BITE_2	ɡɑp		qɑp							qɑp		qɑp			χɑp		qɑp															
BITE_3				ɕɯrt			ɯtɯr	dɑlɑ					ɯzɯr								ɯzɯr				ɯˤsɯr	ɯsɯr		ɯzɯr				ɯtɯr
BLACK_1	ɡɑrɑ	qɑrɑ	qɑrɑ	χurɑ	qɑrɑ	kɑrɑ	kɑrɑ	kɑrɑ	qɑrɑ	qɑrɑ	kɑrɑ~qɑrɑ	qɑrɑ	χɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	qɑrɑ	kɑrɑ	ɡɑrɑ	qɑrɑ	qɑrɑ	qɔrɑ	qɑrɑ	χɑrɑ
BLOOD_1	ɡɑn	qɑn	qɑn	jun	qɑn	kɑn	kɑɑn	kɑn	qɑn	qɑn	kɑn~qɑn	qɑn	χɑn	qɑːn	qɑn	qɑn	qɑn	qɑn	qɑn	qɑn	qɑn	qɑn	qɑn	qɑn	qɑn	kɑn	ɡɑːn	χɑn	qɑn	qɔn	qɑn	χɑːn
BONE_1							oŋuok																									uŋuoχ
BONE_2	symyc	højɛk	søøk	ʃømø	kemik	souɑt		kemik	syjek	syjek	sivek~syjek	syjek	søøk		syjek	søøc	syjek	søøk~søk	syŋyk	seniχ	søːk	syøk	søøk	søjɛk	søøk	cemic	θyŋk	søøk	søŋɛk~syŋɛk~syjɛk	sujɑk	sɯmɯq	
BREAST_1	cøcs	kykrɛk		køɡør	kokys	køksuɡ~køɡis			køkyrek	køkyrek	køkrɛk~kekrek~køkrek~køkis~køχis	køkrek	køɡɘs~køksɘ		køkyrek	cøcyrøc	køkirek	køɡys	køɡyz	kyprɛχ		køkrɛk~kykrɛk	køɡys	kykrɛk			kykrek		køkrɛk~køksɛ	kokrɑk		
BREAST_2	døʃ	tyʃ	tøs			tos	tyøs	ɡyːs	tøs~ɡewde	tøʃ	tøʃ~tes	tøs~kewde		kiːes~køjs	tøʃ			tøʃ	tøʃ		tøʃ	tyʃ	tøʃ	tyʃ	tøʃ	ɟøːys	døʃ				ɡøs~tos~tus~tys	tyøs
BURN_1	jɑn	jɑn		ɕun	jɑn			jɑn	ʒɑn		jɑn	ʒɑn		kien	jɑn	ʤɑn	jɑn		kyn			jɑn		jɑn		jɑn	jɑn		jɑn	jɔn		
BURN_2											kyv~kiv~tiv														qɯˤp			qɯp				
BURN_3			koj			kyj	ɡydeːrij			kyj			køj			cyj		kyj	kyj	køj	køj		kyj						køj		kyj	umɑj
CLAW_1	ʤɑjnɑɡ	tɯrnɑq	tərɣɑq	ʧɘrne	tɯrnɑq	termɑk	tɑrbɑk	tɯrnɑk	tɯrnɑq	tɯrnɑq	tɯrnɑχ	tɯrnɑq	tɯrɣɑχ		tɯrnɑq	tɯrmɑq	tɯrnɑq	tɯrvɑq~tɯrbɑq			tɯrɣɑq		tɯrmɑχ	tɯrnɑq	dɯrbɑq	tɯrnɑk	dɯrnɑq	dɯrbɑq	tirmɑq	tirnɔq		tɯŋɯrɑχ
CLOUD_1	bulut	bolot	pulut	pɘ̆ʷlɘ̆ʷt	bulut	bulut	bɯlɯt	bulut	bult	bulut	bulut	bʊlt	pulut	bulɯt	bulut	buɫut	bulɯt	pulut	bulɯt	pulut~polut	pulut	polot~pulut	bulut	bolɯt	bulut	buɫut	bulut	bulut	bulut	bulut	pulut~pɯlɯt	bɯlɯt
COLD_1							tɯmnɯː																									tɯmnɯː
COLD_2	sojuɡ	hɯwɯq	sooq	sivɘ	suvuq			suːk	suwɯq	suwuq	suvuk~suvuχ	suɯq	sooχ	sovuq~buːz	suwuq	suuq	suwɯq	sooq	soɣɯq	soχ	soːq		sooq	suɯq	sooq	soːuk	θowuq	sooq	soɣuq	sɔvuq	tot	
COLD_3						sɑoɡh																										
COME_1	ɟæl	kil	kæl	kil	kel	kel	kel	ɡel	kel	kel	kel	kel	kil	kɛl	ɡel	cel	kel	kel	kel	ɡel	kel	kël	kel	kil	kel	ɟelʲ	ɡel	kel	kɛl	kel	kel	kel
COUNT_1							ɑk																									ɑːχ
COUNT_2	sɑj	hɑnɑ	sɑnɑ		sɑj			sɑj	sɑnɑ	sɑnɑ	sɑj~sɑn	sɑnɑ	sɑnɑ	sɑːɑnɑ	sɑnɑ	sɑnɑ	sɑnɑ	sɑnɑ	sɑnɑ	sɑnɑʲ				sɑnɑ	sɑnɑ	sɑj	θɑnɑ	sɑnɑ	sɑnɑ	sɑnɑ	sɑnɑ	
DIE_1	øl	yl	øl	vil	øl	ol	øl	øl	øl	øl	øl	øl	øl		øl	øl	øl	øl	øl	ul	øl	øl	øl	yl	øl	ølʲ	øl	øl	øl	ol	jul	øl
DIRTY_1	bulɑʃɯɡ				bulɑʃɯq			bulɑʃɯk			bɯlɑʃɯq																					
DIRTY_2		bɯsrɑq																						pɯʧrɑq								
DIRTY_3			kɘrlɘɣ		kirli		kirdeːk		kirli	kir			kɘrlɘɡ			cir	kirli	kir~kirliɡ	kirliɡ		kirliɡ		kirly~kyrly			cirlʲi	kirli	χirliɡ	kir	kir	ker~kerlʲe	kirdeːχ
DIRTY_4						sɑsi																										
DIRTY_5																									hɘrlɘɣ							
DOG_1	it	et	ɑdɑj	jɯdɤ̆ʷ		it	ɯt		ijt	it	it	it	ɑdɑj	it	it	it	ijt	ijt~it	ɯt	iʃt	ɑdɑj	it	it	et			it	ɯt	iʃt	it	ɯʃt~eʃt	ɯt
DOG_2					køpek			køpek																	ʧɯdɯɣ	cøpec						
DRINK_1	iʧ	es	iʧ	ɘɕ	iʧ	yʃ~iʃ~yʧ~iʧ	is	iʧ	iʃ	iʧ	iʧ~iʦ	ɘʃ	ɘs	iʧ	iʧ	iʧ	iʃ	iʧ	iʧ	iʧ	iʃ	ëʧ	iʧ	eʧ	iʃ	iʧ	iʧ	iʃ	iʧ	iʧ	iʧ~iʃ~eʧ	is
DRY_1	ɡuru	qoro	keːbɘɣ	tibɘ	quru	kuru~kɑk	kurɑːnɑk	kuru~kurɑk	qurɣɑq	qurɣɑq~quru	kurɣɑk	qʊrɣɑq	χuruɣ	qurruɣ	quru	qurɣɑq	qurɯ	kuru	quruɣ	kuru	quruɣ	qɑq	qurɣɑχ	qorɯ	qurɣɑɣ	kuru	ɡurɯ	qurɣɑɣ	quruq	quruq	qurlyɣ	kurɑːn
EAR_1	ɡulɑɡ	qolɑq	qulɑq	χølɣɑ	qulɑq	kulɑɡ	kulɡɑːk	kulɑk	qulɑq	qulɑq	kulɑk~kulɑχ~qulɑq	qulɑq	χulɑχ	qulɑːq	qulɑq	quɫɑq	qulɑq	qɯlɑq~qulɑq	qulqɑq	qulɑχ	qulɑq	qolɑq~qulɑq	qulɑq	qolɑq	qulɑq	kuɫɑk	ɡulɑq	qulɑq	qulɑq	qulɔq	qulɑq	kulɡɑːχ
EARTH (SOIL)_1	torpɑɡ	tuprɑq	toβrɑq	tøprɑ	toprɑq			toprɑk	topɯrɑq	toprɑq	toprɑq	topɯrɑq	tobɯrɑχ	turpɑq	topurɑq	topurɑq	topɯrɑq	toprɑq	toprɑq		tobrɑq		tobrɑq	tufrɑq	toˤprɑq	toprɑk	toprɑq	dovurɑq	toprɑq	tuprɔq	torvɑq~tɯrvɑq	
EARTH (SOIL)_2	jer	jer	ʧɛr	ɕɘr	jer	ier~jer	hir~buor	jer	ʒer	ʤer	jer	ʒer	ʧir	jer	jer	ʤer	jer	cer~ɟer~jer	jer		ʧer	jer	ɟer	ʤir	ʧer	jer	jer		jɛr	jer	jer	sir~buor
EAT_1																									nemne			ʧemne				
EAT_2	je	ɑʃɑ	ʧi	ɕi	ɑʃɑ	ɑʃɑ	ɑhɑː~hie	i	ʒe	ɑʃɑ	ɑsɑ~ɑʃɑ	ʒe	ʧɘ	jeːe	ɑʃɑ	ʤe	ɑʃɑ~je	ci	ɑʃɑ~je	je~ji	ʧiː	ɑʃɑ~jë	ɑʒɑn~ɟi	ɑʃɑ	ʧi	je	ij	ʧi	ji	je	je~ji~ʤi	ɑhɑː~sie
EGG_1																															ojɑ~ujɑ	
EGG_2													nɯmɯrχɑ												ɲumurhɑ							
EGG_3																												ʧuurɣɑ				
EGG_4							hɯmɯːt																									sɯmɯːt
EGG_5			ʧumurtqɑ	ɕømɑrdɑ								ʒʊmɯrtqɑ				ʤumurtqɑ		ɲurtqɑ~ɲɯmɯrtqɑ			nɯbɯrtqɑ		ɟɯmɯrtχɑ									
EGG_6	jumurtɑ	jomortqɑ			jɯmɯrtɑ	jumurtkɑ		jɯmɯrtɑ			jumurtχɑ			jumurqɑ	jɯmɯrtqɑ		jumɯrtqɑ		jumurɣɑ	jomurtɑ~jumotor		jomɯrtqɑ		jomɯrqɑ		jumurtɑ	jumurtɡɑ					
EYE_1	cøz	kyð	qɑrɑq	kuɕ	køz	køʃ	kɑrɑk	ɡøz	køz	køz	køz~kez	køz	χɑrɑχ	køz	ɡøz	cøz	køz	køs	køz	koz	qɑrɑq	køz	køs	kyz	qɑrɑq	ɟøz	ɡøð	qɑrɑq	køz	koz	kyz~køz	χɑrɑχ
FALL_1																				ʃɑŋkulɑ~ʃøŋ kol												
FALL_2			ɑŋnɑl										ɑŋdɑrɯl																			
FALL_3		jɯɣɯl		yk	jɯqɯl						jɯɣɯl	qulɑ			jɯɣɯl		jɯɣɯl			jɯχɯl		jɯɣɑl		jɯɣɯl			jɯqɯl			jiqil		
FALL_4	dyʃ					tuʃ	tys	dyʃ	ʒɯɣɯl	ʤɯɣɯl~tyʃ	ʧyʃ	ʒɯɣɯl~tys	tys	tiʃ		ʤɯɣɯɫ~tyʃ		tyʃ	tyʃ	ʤyʤ	ʧɯɣɯl	tyʃ	tyʃ		tyˤʃ	dyʃ		dyʃ	ʒiqil~ʧyʃ	tokil	toqrɑ	tys
FALL_5											kis tyʃ																					
FAR_1									qɑʃɯq			qɑʃɯq																				
FAR_2	uzɑɡ	jɯrɑq	ərɑq		uzɑq	yrɑk	ɯrɑːk	uzɑk~jɯrɑk	uzɑq	uzɑq	irɑχ~jɯrɑq		ɯrɑχ	hɯrɑɑq	jɯrɑq	ɯrɑɑq	uzɑq	uzɑq~rɑq~ɯrɑɑq	jɯrɑq	jɯrɑχɑr	ɯrɑq	jɯrɑq	uzɑq~ɯrɑɑq	jɯrɑq	ɯrɑq	uzɑk	uðɑq	ɯrɑq	uzɑq~ʒirɑq	uzoq	uzɑq	ɯrɑːχ
FAR_3				inʑe																												
FAR_4						yrɑh																										
FAT (ORGANIC SUBSTANCE)_1		mɑj							mɑj			mɑj			mɑj	mɑj	mɑj					mɑj		mɑj					mɑj			
FAT (ORGANIC SUBSTANCE)_2	jɑɣ				jɑɣ	jɑv		jɑː			jɑv			jɑːɑɣ				jɯɣ	jɑɣ	jɑɣ						jɑː	jɑɣ		jɑɣ	jɔɣ		
FAT (ORGANIC SUBSTANCE)_3			ʧɑɣ	ɕu			hɯɑ			ʤɑw			ʧɑɣ~ys								ʧɑɣ		ɟu		ʧɑɣ			ys				sɯɑ
FAT (ORGANIC SUBSTANCE)_4																															tønɑχ	
FEATHER_1	tyc		tyk	tɘ̆ʷk			tyː	tyj			tik		ʧyɡ		tyk			tyk	tysi		ʧyɡ				tyk	tyj		ʧyɡ				tyː
FEATHER_2	lælæc					junɡ																					jelek					
FEATHER_3					qɑnɑt																		qɑnɑt									
FEATHER_4										qɑnɑtlɯ tyk																						
FEATHER_5																				mimiluχ												
FINGERNAIL_1	dɯrnɑɡ	tɯrnɑq	tərɣɑq	ʧɘrne	tɯrnɑq	termɑk	tɯŋɯrɑk	tɯrnɑk	tɯrnɑq	tɯrnɑq	tɯrnɑk	tɯrnɑq	tɯrɣɑχ	tɯrnɑq	tɯrnɑq	tɯrmɑq	tɯrnɑq	tɯrɣɑq~tɯrbɑq	tɯrŋɑq~tɯŋrɑq	tɯrnɑχ	tɯrbɑq		tɯrmɑχ	tɯrnɑq	dɯrbɑq	tɯrnɑk	dɯrnɑq	dɯrɣɑq	tirmɑq	tirnɔq	tɑrmɑq~tɯrmɑq~tɯrvɑq	tɯŋɯrɑχ
FIRE_1	od	ut	ot	vut		ot	uot		ot	ot	ot	ot	ot	huːot	ot	ot	ot	ot	ot	ot	ot	ot	ot	ut	ot		oːt	ot	ot		ot	uot
FIREWOOD_1	odun	utɯn	oːduŋ		odun	odim		odun	otɯn	otun	otun	otɯn	odɯŋ	huːotun		otun	otɯn		otuŋ	otɯn~oʦɯn~uʦɯn	oduŋ	otɯn	odɯn	utɯn		odun	odun		otun	otin	otun~otɯn	
FIREWOOD_2				vudɤ̆ʷ		ɑɡɑʧ									ɑɣɑʧ		ɑɣɑʃ								neʃ			ɯjɑʃ				mɑs
FIREWOOD_3							mɑstɑr																									
FISH_1	bɑlɯɡ	bɑlɯq	pɑːləq	pulɤ̆ʷ	bɑlɯq	bɑlik~bɑluk	bɑlɯk	bɑlɯk	bɑlɯq		bɑlɯk~bɑlɯq	bɑlɯq	pɑlɯχ		bɑlɯq	bɑɫɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑluχ	pɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑlɯq	bɑɫɯk	bɑlɯq	bɑlɯq	beliq	bɑliq		bɑlɯk
FISH_2										ʧɑbɑq																						
FIVE_1	beʃ	beʃ	pɛs	pilɘk	beʃ	bes	bies	bulɑʃɯq	bes	beʃ	beʃ	bes	pis	biːeʃ~beːeʃ	beʃ	beʃ	bes	peʃ	beʃ	peʃ	peʃ	pëʃ	beʃ	biʃ	beʃ	beʃ	bɛʃ	beʃ	bɛʃ	beʃ	pis~pes	bies
FLOWER_1							ot																		ɑqɑʃ							
FLOWER_2	ʧiʧæc	sɛskɛ			ʧiʧek	ʧiʧek		ʧiʧek			ʧeʧɛɡi				ʧeʧek		ʃeʃekej	ʧeʤek	ʧeʧek	ʧiʧeχ		ʧiʧɛk	ʧeʧek	ʧɛʧɛk~ʧɛʧkɛ		ʧiʧec		ʧeʧek	ʧeʧɛk		ʧyʧyɡ	
FLOWER_3													ʧɑχɑjɑχ																			
FLOWER_4																					ʧɑqkijek											
FLY (MOVE THROUGH AIR)_1	uʧ	os	uʧ		uʧ	uʧ		uʧ	uʃ	uʧ	uʧ~uʦ	ʊʃ	uʧuχ	uʧ	uʧ	uʧ	uʃ	uʧ~uʃ	uʧ	uʧ~uʃ~yʧ	uʧuq	oʧ~uʦ	uʧ	oʧ	uˤʃ	uʧ	uʧ	uʃ	uʧ	uʧ	uʃ~uʧ~yʧ	
FLY (MOVE THROUGH AIR)_2				vɘ̆ʷɕ			køt																									køt
FOOT OR LEG_1	ɑjɑɡ	ɑjɑq		orɑ	ɑjɑq	ɑjɑk~ɑjɑk~ɑjɑk		ɑjɑk	ɑjɑq	ɑjɑq	ɑjɑk	ɑjɑq			ɑjɑq	ɑjɑq	ɑjɑq			ɑjɑχ		ɑjɑq		ɑjɑq		ɑjɑk	ɑjɑq		ɑjɑq	ɔjɔq		
FOOT OR LEG_2			ɑzɑq				ɑtɑk			but			ɑzɑχ	hɑdɑq	but	but		but	ɑdɑq~but		ɑzɑq		but		but			but			ɑzɑq	ɑtɑχ
FOUR_1	dørd	dyrt	tørt	tøvɑttɤ̆ʷ~tøvɑdɤ̆ʷ~tøvɑt	dørt	tort	tyørt	dørt	tørt	tørt	dørt	tørt	tørt	tøːørt~tyːørt	dørt	tørt	dørt	tørt	tørt		tørt	tørt	tørt	dyrt	dørt	dørt	dørt	dørt	tørt	tort	dyrt~tyrt~tørt	tyørt
FULL_1	dolu	tulɯ	toldərɑ	tulli	tolu	tolu	toloru	dolu	tolɣɑn~tolɯq	tolu	tolu	tolɯ	toldɯrɑ	tuolɑ	tolu	toɫturɑ	tolɯ	toltɯrɑ	tolu	tolu	toldurɑ	tol	tolo	tulɯ	dolu	doɫu	dolɯ	dolu	toluq~tolɑ	tolɑ	tolo~tolu	toloru
GIVE_1	ver	bir	pɛr	pɑr	ber	ber	bier	ver	ber	ber	ber~ver	ber	pir	vier	ber	ber	ber	per~ber	ber	per~ver~ber	per	ber~bɛr	ber	bir	ber	ver	ber	ber	bɛr	ber	per	bier
GOOD_1	jɑχʃɯ	jɑqʃɯ	ʧɑqsə		jɑχʃɯ	jɑksi			ʒɑqsɯ		jɑχʃɯ~jɑχsɯ	ʒɑqsɯ	ʧɑχsɯ		jɑχʃɯ	ʤɑqʃɯ	jɑχʃɯ	cɑqʃɯ~ɟɑqʃɯ		jɑχʃi~jɑχʃɑrɑ	ʧɑqʃɯ	jɑqʃɯ	ɟɑχʃɯ	jɑχʃɯ			jɑɡʃɯ		jɑχʃɯ	jɑχʃi	jɑχʃɯ	
GOOD_2							yʧyɡej			ɑʃχɯ																						yʧyɡej
GOOD_3					eji	ejɡi		iji		iɡi							ijɡi		edɡy						eˤkkɘ	iji		eki				
GRASS_1	ot	ylɛn	ot		ølen~ot		ot	ot			ot		ot	oot	ot		ølen	øløŋ			øleŋ~ot	ylɛŋ	øløŋ	ylɛn		ot	ot	oˤt	ot	ot	oht	ot
GRASS_2				kurɤ̆ʷk		kukel			ʃøp		jɑʃot	ʃøp				ʧøp				ʧøp~ʧyp					køk			siɡen	ʧøp			
GREEN_1	jɑʃɯl	jɛʃel			jeʃil	jɑs		jeʃil		ʤɑʃɯl	jesil	ʒɑsɯl			jɑʃɯl	ʤɑʃɯɫ	jɑsɯl	cɑʒɯl	jɑʃɯl	jɑːʃɯl	ʧɑʒɯl	jiʃil	ɟɑʒɯl	jɛʃel		jeʃilʲ	jɑʃɯl		jeʃil	jɑʃil	jɑsɯl	
GREEN_2			kok				kyøk		køk				køk	kyøk~kiek											køk				køk			kyøχ
GREEN_3				simɘs																												
HAIR (HEAD)_1	sɑʧ	sɛs	ʧɑʧ	ɕyɕ	sɑʧ	zɑk	ɑs	sɑʧ	ʃɑʃ	ʧɑʧ	sɑʧ~seʧ~ʦɑʦ~ʧɑʧ	ʃɑʃ	sɑs	sɑʧ	ʧɑʧ~tyk	ʧɑʧ	ʃɑʃ	ʧɑʧ~ʃɑʃ	sɑʧ	sɑʧ	ʃɑʃ	ʦɑʦ	ʧɑʧ	ʧɛʧ	ʧeˤʃ	sɑʧ	θɑʧ	dyk	ʧɑʧ	sɔʧ	sɛʤ~ʃɑʤ~sɑʧ	ɑs
HEAD_1	bɑʃ	bɑʃ	pɑs	puɕ	bɑʃ	bɑs	bɑs	bɑʃ		bɑʃ	bɑʃ~bɑs	bɑs	pɑs	bɑːʃ	bɑʃ	bɑʃ	bɑs	bɑʃ~pɑʃ	bɑʃ	pɑʃ~bɑʃ	pɑʃ	pɑʃ~bɑʃ	bɑʃ	bɑʃ	bɑˤʃ	bɑʃ		bɑʃ	bɑʃ	bɔʃ	pɑʃ	bɑs
HEAR_1																									dɯŋnɑ			dɯŋnɑ			tinnɑ	
HEAR_2	eʃit	iʃet	ɛs	ilt	eʃit	esit~eʃit	ihit	iʃit	esit	eʃit	esit~eʃit	esɘt	is	iʃyt	eʃit	uq	esit	uq	eʃit	iʃti	uq	iʃit~eʃit~uq~oq	uq	iʃet		iʃit	eʃit		iʃit	eʃit		ihit
HEART_1	yræc	jørɛk	ʧyrek	ʧɘre	jyrek		hyrek	yrek	ʒyrek	ʤyrek	jirek	ʒyrek	ʧyrek	jirɛk	jyrek	ʤyrec	jyrek	dyrek	jyrek	jiriɡ	ʧyrek	jorɛk	ɟyrek	jørɛk	ʧyrek		jyrek	ʧyrek	ʒyrɛk~jyrɛk	jurɑk	jyrek~jørek	syreχ
HEAVY_1	ɑɣɯr	ɑwɯr	ɑɑr	jɯvɤ̆ʷr	ɑɣɯr	ɑɡer	ɯɑr	ɑɑr	ɑwɯr	ɑwur	ɑvur	ɑwɯr	ɑɑr	ɑɣir	ɑwur	oor	ɑwɯr	ɑɑr	ɑɣɯr	ɑɣɯr	ɑːr	ɑwɯr	uur	ɑwɯr	ɑɑr	ɑːɯr	ɑɣɯr	ɑɑr	eɣir	ɔɣir	ɑɣɯr	
HEAVY_2																																ɯɑrɑχɑn
HORN (ANATOMY)_1	bujnuz	møɡøð	myys	møjrɑɡɑ	bojnuz	munɡus	muos	bujnuz	myjiz	myjyz	myŋyz~miviz	myjɘz	myys		myjyz	myjyz	myjiz	myys	myjyz	moŋus	myːs		myys	møɡez	miis	bojnuz		mɯjɯs	myŋɡyz		moŋus	muos
HOT_1	isti	eθe	izɘɣ			issi	itiː		ɯssɯ	issi	issi	ɯstɯq	ɘzɘɡ		issi	ɯsɯq	issi	iziɡ~yzyɡ	isiɡ	ɯssɯ	iziɡ	isy	izy	esse	iˤsɘɣ			iziɡ	issiq	issiq	issɯɡ	itiː
HOT_2					sɯʤɑq			sɯʤɑk												qɯzɯɡu						sɯʤɑk	ɡɯðɡɯn		qiziq			
HOT_3				vɘri																												
I_1	mæn	min	mɛn	ebɘ	men	men	min	bɛn	men	men	men	men	min	mɛn	men	men	men	men	ben	men	men	min	men	min	men	ben	men	men	mɛn	men	men	min
KILL_1	øldyr	ylter	øːlyr		øldyr		ølør	øldyr	øltir	øltyr	øldir	øltɘr	ødɘr		øltyr	øltyr	øltir	øltør~øltyr	ølyr	ølter	ødyr	øjtir	øltyr	yter	ølyr	ølʲdyr	øldyr	ølyr	øltyr	oldir	julur	ølør
KILL_2				vɘ̆ʷler										hilɛːr																		
KILL_3						jɑrɑ et																										
KNEE_1	diz	tubɯq			tiz	tizɡi~kesi	tobuk	diz	dize	tobuq	tyz~tiz~kiz	tɘze	tɘzek	tiːiz	tobuq	tize	tiz	tize	tiz	tizeχ	tize	tizi~tiz	tize	tez	tɘskek	diz	dɯð	dis	tiz	tiz	tez~tiz	tobuk
KNEE_2			təsβɑːzə																													
KNEE_3				ʧɘrɡuɕɕi																												
KNOW (SOMETHING)_1	bil	bel	pɘl	pɘl	bil	bil	bil	bil	bil	bil	bil	bɘl	pɘl	bil	bil	bil	bil		bil	bel	pil	pil	bil	bel	bil	bilʲ	bil	bil	bil	bil	pel~pɯl~bel	bil
KNOW (SOMETHING)_2																		oŋnɑ														
LAUGH_1	ɟyl	køl	kulʲ	kul	kulʲ	kul	kyl	ɡyl	kyl	kyl	kyl~kul~kil	kyl	kyl	kil	kyle	cyl	kyl	kyl		kulli		køl		køl		ɟylʲ	ɡyl		kyl	kul	kyl~kul~kulʲ	kyl
LAUGH_2													χɑtχɯr								qɑtqɯr		qɑtχɯr		qɑˤqqɯr			qɑttɯr				
LEAF_1							hebirdek																									sebirdeχ
LEAF_2			pyyr										pyr								pyr				byr			byry				
LEAF_3				ɕulʑɤ̆ʷ																												
LEAF_4									ʒɑpɯrɑq	ʧɑprɑq		ʒɑpɯrɑq				ʤɑɫbɯrɑq		cɑlbɯrɑq~qɑvɑq				qɑvɑq	ɟɑlbrɑχ									
LEAF_5	jɑrpɑɡ	jɑprɑq			jɑprɑq	jɑprɑk~jɑbuldrɑk		jɑprɑk			jɑprɑq				jɑpɯrɑq		jɑpɯrɑq		jɑpɯrɣɑq	jɑrfɑq		jɑprɑq		jɑfrɑq		jɑprɑk	jɑprɑq		jopurmɑq			
