	Chadian Arabic	Cypriot Arabic	Dhofari Arabic	Egyptian Arabic	Gulf Arabic	Hassaniya Arabic	Iraqi Arabic	Levantine Arabic	Maltese	Modern Standard Arabic	Moroccan Arabic	Najdi Arabic	North Mesopotamian Arabic	Sanaani Arabic	Sudanese Arabic	Tunisian Arabic
BREAST_3	dɛːd	suðr	θawiːd~diːdaʕ	sɛdr	dɛːd~sˤɑdɛr		θɛdɑ	sˤɛdr	sɪdɛr	θadij~sˤidr		sˤɑdur	sˤɑdɛɣ	sˤɑdr	sˤɑdr~ʃɑtˤur	
BURNING_1							ʃɛʢal			ʃaʕala						
BURNING_2	haraɡ	xɑrɑk	ħraːq	ħaraʔ	ħaraɡ	ħrʌɡ	ʜɛraɡ	ħɑrɑʔ	ħɐrɐʔ	ħarɑqa	ħrəq	ənħaraɡ	ħaɣʌq	ħaraɢ	ħaraɢ	ħraq
CLOUD_1	sahaːbaːj			saħaːba	saħaːb				sħɐːbɐ	saħaːba	sħaba	saħaːbah		saħaːb		sħaːb
CLOUD_2		ʕajara	ɣɛːm	ɣɛːma	ɣɛːm		ɣɪe̯ma	ɣɛjmɛ~ɣɛːma		ɣamaːma~ɣɑjm	ɣmama	ɣɛːm	ɣiːm	ɣamaːm	ɣɛːm~ɣamaːm	
CLOUD_3						nɔww										
CLOUD_4						məzna										
COLD_1	baːrid	pɛrɛt	baːrid		bɑːrˤɛd	baːrəd	bɑːrˤɛd	bɛːrɛd	bɪːrɛt	baːrid	barɛd	baːrɛd		baːrid	baːrid	baːrid
COLD_2				saːʔɛʕ̞									sˤqiːʕ			
COME_1	ʤaː	ʒa	ɡaː	ɡɛ	jɑ	ʒa		ɛʒɑ	ʤɪː	ʤaːʔa	ʒa	ʤa	ʤiː	ɡʲɛːʔ	ɡʲa	ʒaː
COME_2							ʔʤɑː									
COUNT_1				ʕ̞add					ɐːt							
COUNT_2	hasab	ʕadd	ħsaːb		ʕadd~ħɛsˤɑ	ħsəb~ʕədd	ʜɛsab~ʢadd	ʕadd		ʕadda~ħasiba	ħsəb	ʕadd~ħasab	ħasab~ʕʌdd	ʕadd~ħasab	ʕadd~ħasab	ħsib
COUNT_3										ʔaħsˤɑː						
DIE_1	maːt	mat	maːt	maːt	mɑːt	maːt	mɑːt	maːt	mɪːt	maːta	mat	maːt	mɑːt	mɑːt	mɑːt	maːt
DIRTY_1	wasix		ʃaxal	wɛsɛx	wasˤəx		wasˤix	wɛsɛx		wasix			wisˤix	wasiχ	wasχaːn~wasiχ	
DIRTY_2			ħatak													
DIRTY_3						mˤmˤʷassəx					mmʷssəx					mmassix
DIRTY_4							naɡɛs			naʤas						
DIRTY_5		mʌʕaθθi														
DOG_1	kɛlib	kilp	kɛlb	kalb	ʧalb	kʌlb	ʧalɛb	kalb	kɛlp	kalb	kəlb	ʦalb~kalb	kalib	kalb	kalib	kalb
DRINK_1	ʃɛrɛb	ʃirɛp	ʃraːb	ʃɛrɛb	ʃɛrɛb	ʃrəb	ʃɛrab	ʃɛrɛb	ʃɔrɔp	ʃariba	ʃrəb	ʃɛrɛb	ʃiɣib	ʃirib	ʃɛrɛb	ʃrab
DRY_1				naːʃɛf	nɑːʃɛf		nɑːʃɛf	nɛːʃɛf	nɪːʃɛf			naːʃɛf	niːʃif	naːʃif	nɑːʃif	
DRY_2	jaːbis	jɛpɛs	jaːbis			jaːbəs	jɑːbis			jaːbis	jabəs	jaːbis		jaːbis	jaːbis	
DRY_3																ʃaːjɑħ
EAR_1					ʔɛðɛn		ʔiːðɑːn~ʔɛðɛn			ʔuðun		ʔɛðɛn		ʔɛðn~ʔuðn		
EAR_2	udɛn	iðn	ðin	wɛdn		uːðɔn		ɛdn	wɪdnɐ		wdən		əðin		ɑdɑːn	wðin
EARTH (SOIL)_1			lqaːʕ				ɡaːʢ							ɢaːʕ		
EARTH (SOIL)_2	ard	ɑrt			ɑrðˤ				ɐrt		arədˤ	ɑrðˤ			ɑrdˤ	
EARTH (SOIL)_3	turaːb		tˤiːn	ʔɑrd~tɔrɑːb		ʌtraːb~tˤiːn	trɑːb	trɑːb~ʔɑrɛdˤ		ʔardˤ~tˤiːn			tˤəɣaːb		turɑːb	ʔɑrðˤ~trɑːb
EAT_1	akɛl	kɛl	kil	kal	kal	kaːl	iːaːkuːl	ʔɑkɑl	kɪːl	ʔakala	kla	akal	ʔʌkal	kal	ʔakal	klaː
EGG_1	bɛːda	pɛð	bɛːðˤa	bɛːdˤɑ	bɛːðˤa	bajðˤɑ	bɪe̯ðˤɑ	bɑjdˤɑ	bɐjdɐ	bajdˤɑ	bidˤɑ	bɪe̯ðˤah	bɛðˤa	bajðˤɑh	bɛːdˤɑ	ʕaðˤma
EYE_1	ʔɛːn	ʕɑjn	ʕɛːn	ʕ̞ɛːn	ʕɛːn	ʕʌjn	ʢɛːn	ʕɑjn	ɐːjn	ʕajn	ʕin	ʕɛːn	ʕɛɛn	ʕajn	ʕajn	ʕiːn
FALL_1		vɑkʕɑ	sqɑːtˤ							saqɑta			ʃʌqləb			
FALL_2			tˤɑːħ		tˤɑːħ	tˤɑːħ					tˤɑħ	tˤɑːħ		tˤɑːħ		tˤaːħ
FALL_3	waɡaː			wɛʔɛʕ̞	wuɡaʕ		wuɡaʢ	wɑʔɑʕ	wɐʔɐ	waqɑʕa					waɢaʕ	
FAR_1	bɛʔiːd	pɛʕiːt	baʕuːd	bɛʕ̞iːd	baʕiːd	bʕiːd	bʢiːd	bɛʕiːd	bɛjt	baʕiːd	bʕid	baʕiːd	bʕiːd	biʕiːd	baʕiːd	bʕiːd
FAT (ORGANIC SUBSTANCE)_1	dihin			dɛhn	dɛhɛn		ʃaʜam	dahn		dahn		dɛhɛn		duhn	dihn	
FAT (ORGANIC SUBSTANCE)_2	samɛn	tɔxn		ʃaħm	ʃaħam	ʃħam	dasam	ʃaħm	ʃɐħɐm~sɪmnɐ	samn~ʃaħm	ʃħɛm	ʃaħm	ʃəħim	ʃaħm	ʃaħm	ʃħam
FAT (ORGANIC SUBSTANCE)_3			maʃaħ													
FAT (ORGANIC SUBSTANCE)_4			qatˤmiːm													
FEATHER_1	riːʃa		riːʃa	riːʃa	riːʃa	riːʃa	riːʃa	riːʃɛ	riːʃɐ	riːʃa	riʃa	riːʃah	ɣiːʃaːji	riːʃah	riːʃ	riːʃa
FINGERNAIL_1	dufr	ðufr	ðˤɑːfuːr	dɑːfɛr~dɔfr	ðˤufɛr	ðˤfər	ʔɛðˤfɛr	dɛfr	dɪfɛr	ðˤifr~ðˤufr	dˤfər	ðˤəfɛr	ʔəðˤfɛɣ	ʔuðˤfur~ðˤufr	dˤufur	ðˤfar
FIRE_1			ħariːq	ħariːʔa	ħariːʤa		ʜariːq~ʜariːɡ	ħariːʔ		ħariːq	ħriqɑ			ħariːɢ		
FIRE_2	naːr		naːr	nɑːr	ðˤɑwˤ~naːr	nɑːr	nˤaːr	nɑːr	nɐːr	naːr		ðˤɑwˤ~naːr	nɑːɣ	naːr	nɑːr	nɑːr
FIRE_3		ɔkit														
FISH_1			samaka	samaka	smiʧɑ		sɛmʧa	sɛmkɛ		samaka		samakah	sʌmʌki	samakih	samaka	
FISH_2	huːt		sˤɛːd			ħuːt			ħʊːtɐ	ħuːt~sˤɑjd	ħutɑ			sˤɑjd~ħuːtih		ħuːta
FIVE_1	xamsa	xampsɛ	xumsa	xamsa	xamsɑ	xʌmsa	xumˤsɑ	xɑmsɛ	ħɐmsɐ	xamsa	xəmsɑ	xams	xʌmsi	χamsih	χamsɑ	xamsa
FLOWER_1			zɑhɑrɑ		zahra			zɑhrɑ		zahrɑ		zahrah		zahrah	zahra	
FLOWER_2		vɑrte	warada	warda			warɛd~warda			ward			wʌɣdaːji			
FLOWER_3	nuwaːr					nəwwɑːr					nuwwɑrˤɑ				nɑwwɑːr	nawwaːra
FLOWER_4									fjʊːrɐ							
FLY (MOVE THROUGH AIR)_1	taːr		tˤaːr	tˤɑːr	tˤɑːr	tˤɑːr	tˤɑːr	tˤɑːr	tɐːr	tˤɑːra	tˤɑr	tˤaːr	tˤɑɣ	tˤɑːr	tˤɑːr	tɑːr
FOOT_1			qadam		ʤadam					qɑdam				ɢadam		
FOOT_2	riʤl	iʒr		rɛɡl	riːl	rʒəl	rɛʤɛl	ɛʒr		riʤl	rʒəl	riʤil	ɣiʤil	riɡʲl	rɛɡʲl	
FOOT_3	kuraː					kraːʕ			sɪːʔ						kurɑːʕ	saːq
FOUR_1					ʔɑrbɑʕa			ʔɑrbʕɑ		ʔarbaʕa		ʔarbaʕ		ʔɑrbɑʕɑh		
FOUR_2	arba	arpʌʕa	arbaʕa	ɑrbɑʕ̞ɑ		ʌrbʕa	ɑrbʢɑ		ɛrbɐ		rˤəbʕa		uːbaʕ		ɑrbɑʕɑ	rbʕaː
FULL_1			mʕabbiː				mqɑppatˤ	mʕabbɛː								mʕɛbbi
FULL_2										kaːmil	ʕamər		kaːməl	kaːmil		
FULL_3										mumtaliʔ		məntɛli				
FULL_4	mɛlaːn			maljaːn		mlaːn		maljaːn		malaːn				maljaːn	maljɑːn	
FULL_5		mplan	matruːs		matruːs		matruːs	mɛtlɛːn						matruːs		
GIVE_1	ʔanta	tɑ	ʕtˤɑː	ɛdda	ʕɛtˤɑ	ʕtˤɑ	nɛtˤɑ	ʕɑtˤɑː	tɐː	ʔaʕtˤɑː	ʕtˤɑ~əddɑ	ʕətˤɑ	ʕʌtˤɑː	ʔidda	adda	ʕtˤaː
GOOD_1								mniːħ					mliːħ			
GOOD_2		taɛp		kwajjɛs				tˤɑjjɪb	tɐjjɛp	tˤɑjjib				kwajjis	kuwajjis	
GOOD_3	zɛːn		zɛːn		zɛːn~xɔːʃ	zajn	zɪe̯n~xɔːʃ					zɪe̯n	xɔːʃ			
GOOD_4											məzjan					
GOOD_5																baːhi
GRASS_1					rɑbiːʕ	rbiːʕa					rbiʕ	rabiːʕ				
GRASS_2				nɛɡiːla											naʤiːla	
GRASS_3	ɡɛʃ		ħaʃiːʃ		ʕɛʃɛb~ħaʃiːʃ		ʢɛʃɛb	ħaʃiːʃ~ʕɔʃb	ħɐʃiːʃ	ʕuʃb~ħaʃiːʃ		ʕɛʃb	ħʌʃiːʃ	ħaʃiːʃ~ʕuʃb	ɢaʃʃ	ħʃiːʃ
GRASS_4		ʃxex														
GRASS_5		tʃɛʕiːr														
GREEN_1	ʔaxadar						ʔɑxðˤɑr	ʔɑxdˤɑr		ʔaxdˤɑr				ʔaχðˤɑr		
GREEN_2		xɔðɛr	xðɑːr	ɑɣdɑr	xɑðˤɑrˤ				ɐħdɐr		xdˤər	xɑðˤɑrˤ	ʌxðˤɑɣ		ɑχdˤɑr	axdˤir
GREEN_3						ʌxðˤɑr nɛʕnaːʕ										
HAIR_1	ʃaʔur	ʃaʕar	ʃaʕar	ʃɑʕ̞r	ʃaʕar	ʃʌʕra	ʃaʢar	ʃɑʕɛr	ʃɐːr	ʃaʕr	ʃəʕrɑ	ʃaʕar	sɑʕɛɣ	ʃaʕr	ʃɑʕr	ʃʕɑr
HAND_1				ʔiːd				ʔiːd							ʔiːd	
HAND_2	id	it	jadd		iːd~jɛd	ɛjd	iːd		iːt	jadd	jədd	iːd~jəd	iːd	jad	jad	jid
HEAD_1				dɛmaːɣ			sˤmɑːx									
HEAD_2	ras	mɔx	raːs	rɑːs	rˤɑːs	rˤɑːsˤ~rˤɑːs	rɑːs	rɑːs	rɐːs	rɑʔs	rɑs	rˤɑːs	ɣɑːsˤ	rɑʔs~rɑːs	rɑːs	raːs
HEAR_1	sɛmiː	simʕe	smaːʕ	sɛmɛʕ̞	sɛmaʕ	smʌʕ	sɛmaʢ	sɑmɑʕ	sɛmɐ	samiʕa	sməʕ	samiʕ	simiʕ	simiʕ	sɛmɛʕ	smaʕ
HEART_1	ɡɛlb	kɑlp	qɑlb	ʔalb	ɡalˤb	ɡʌlb	ɡalˤubˤ	ʔalb	ʔɐlp	qɑlb	qəlb	ɡalˤb	qʌlib	ɢalb	ɢalb	qalb
HEART_2							fˤfˤɑːd			fuʔaːd			ffɑːd			
HEAVY_1	tɑɡiːl	θkiːl	θiqiːl	tɛʔiːl	θaɡiːl	əθ̬ɡiːl	θɛɡiːl	tʔiːl	tʔiːl	θaqiːl	tqil	θaɡiːl	θʌqiːl	θaɢiːl	tɑɢiːl	θqiːl
HOLD_1			qbaːðˤ					kamaʃ		ʔaxaða		ɡabɑðˤ				
HOLD_2	karab					krəd			ħɐː		rfəd					ʃad
HOLD_3		pisek	masak	mɛsɛk						masika		mɛsak	misik		misik	
HOLD_4					lɛzam		lɛzam		zɐmm					lazam		
HOLD_5						ħkam										
HORN (ANATOMY)_1	ɡurn		qaran	ʔɑrn	ɡɑrn	ɡʌrˤn	ɡɛrɛn	ʔɑrn	ʔɐrn	qɑrn	qərn	ɡarn~ʣarn	qʌɣin	ɢarn	ɢɑrn	ɡarn
I_1	ana	ana	aːnaː	ana~dana	ɑːna	aːna	ʔɑːniː	ʔɑnɑ~ʔana	jɪːn	ʔanaː	anɑ~anajɑ	ana	anɑː	ʔanɛ	ana	ɛːnɛ~aːna
KILL_1					ðɛbaħ					ðabaħa		ðɛbaħ				
KILL_2	katal		qtaːl	ʔatal	ɡɛtal	ktəl	kɛtal	ʔɑtɑl	ʔɐtɛl	qɑtala	qtal	kɛtal	qʌtal	ɢatal	katal	qtal
KILL_3		maɛt		mawwɛt	mawwat											
KNEE_1	rukba		rikba	rɔkba	riʧba~rukba	rɔkba	rukbɑ	rɛkbɛ	rkɔppɐ	rukba	rukbɑ	rikbah	ɣəkbaj	rukbih	rukba	rukba
KNOW (SOMETHING)_1												xabar			χɛbɛr	
KNOW (SOMETHING)_2	ʔarɛf	ʕirɛf	diraː~ʕrɑːf	ʕ̞ɛrɛf	dɛrɑ~ʕɛrɑf	ʕrɑf	dɛrɑ~ʢɛrɑf	ʕarɛf~ʕɛrɛf~dɛri		darɑ~ʕalima~ʕarifa	ʕrəf	dara~ʕarif	ʕiɣif	dɛri~ʕirif~ʕilim	ʕirif	ʕraf
KNOW (SOMETHING)_3									jɐːf							
LAUGH_1			kɑrkɑr	karkaʕ̞			kɑrkɑr				kakɑ					
LAUGH_2	dɛhɛk	taxak	ðˤħaːk	daħak	ðˤɛħaʧ	ðˤħʌk	ðˤɛʜak	dˤɑħɑk	dɐħɐk	dˤɑħika	dˤħak	ðˤaħʦ~ðˤaħak	ðˤiħik	ðˤiħik	daħik	ðˤħak
LEAF_1	warʃaːl~warɡa				wruɡa	warˤɡa	warɡa	wɑrʔɑ	wɛrʔɐ	waraqɑ	wərˤqɑ	waraɡah	waɣʌqɑ	waraɢih	waraɢa	warqa
LEAF_2		varka	ħuːsˤɑ													
LEAF_3				waraʔɛt ʃɑɡɑr												
LEG_1	kuraː				krɑːʕ	kraːʕ	krɑːʢ								kurɑːʕ	
LEG_2	saɡ		saːq			sˤaːɡ				saːq			sˤaːq	saːɢ		
LEG_3		iʒr	riɡl	rɛɡl	riːl		rɛʤɛl	ɛʒr~rɛʒl	rɪʤɛl	riʤl	rʒəl	riʤil		riɡʲl	rɛɡʲl	rʒil
LIE (REST)_1			mtadd				nʤɛtˤɑl		mtɛt					mtadd		
LIE (REST)_2					ntˤɛrɑħ							ənʤɛdɛʕ			inbɑtˤɑħ	
LIE (REST)_3							nbutˤɑʜ									
LIE (REST)_4	rɛɡɛd									raqɑda					rɑɢɑd	
LIE (REST)_5	takka		tkaː			tkɑ					təkkɑ			tke		
LIE (REST)_6				ɛtmaddɛd		tmadda				tamaddada	tmədd		tmaddʌd			tmad
LIE (REST)_7				ɛtsɑltˤɑħ				tsˤɑtˤtˤɑħ								
LIE (REST)_8		nnajm														
LIVER_1	kɛbd		kibda	kɛbd~kɛbda	ʧabd	kʌbda	kabɛd	kɛbɛd		kabad~fuʔaːd	kəbdɑ	ʦabd~kabd	kabad	kabid	kibdɑ	kibda
LIVER_2		kaspe														
LIVER_3									fwɪːt							
LIVER_4							mɛʢlaːɡ									
LIVER_5													mɛʕlaːq lʌħmɑɣ			
LONG_1	tɑwiːl	tviːl	tˤɑwiːl	twiːl	tˤɑwiːl	ətˤwiːl	tˤɑwɪe̯l	tˤɑwiːl	twiːl	tˤɑwiːl	tˤwil	tˤuwiːl	tˤʌwiːl	tˤɑwiːl	tˤɑwiːɛl	twiːl
LOUSE_1	ɡɛmɛl	kamplɛ		ʔamlaːja	ɡamla	dʌmla	ɡamlˤa	ʔamlɛ	ʔɐmlɐ	qamla	qəmlɑ	ɡamlah	qʌmli	ɢummalih	ɢamla	qamla
LOUSE_2			ʃniːt													
MAN_1	raʤul~raːʤil		riɡɡiːl~riɡɡaːl	rɑːɡɛl		rɑːʒəl	rɛʤʤɑːl	rɛʒʒaːl	rɐːʤɛl	rɑʤul	rˤaːʒəl	raʤʤaːl	ɣiʤiːl	raɡʲɡʲaːl	rɑːɡʲil	raːʒil
MAN_2					rajjɑːl											
MAN_3		intsan														
MANY_1	katiːr	xtiːr	kiθiːr	kɛtiːr				ktiːr		kaθiːr		kəθiːr	ksiːɣ		katiːr	
MANY_2			waːɡid		wɑːjɛd	jaːsər						waːʤid				
MANY_3											bəzzaf					barʃa
MANY_4														χɑjrɑːt~zijaːdih		
MANY_5							hwɑːja									
MEAT_1	lɛham	laxm	laħam	laħma	laħam	lħʌm	laʜam	lɑħm	lɐħɐm	laħm	lħam	laħam	laħim	laħm	laħm	lħam
MOON_1	ɡamar	kamar	qmaːr	ʔɑmɑr	ɡumɑr	qʌmʌrˤ~ɡamrˤa	ɡumɑr	ʔɑmɑr	ʔɐmɐr	qɑmɑr	qəmr	ɡumɑr~ɡɛmar	qʌmʌɣ	ɢamɑr	ɢɑmɑr	ɡamra
MOUNTAIN_1		ʒipɛl	ɡabiːl	ɡabal	jɛbal		ʤɛbal	ʒabal		ʤabal	ʒbal	ʤɛbal	ʤabal	ɡʲabal	ɡʲabal	ʒbal
MOUNTAIN_2						kədja										
MOUNTAIN_3	haʤar															
MOUNTAIN_4									ɔːljɐ							
MOUNTAIN_5									mʊntɐnjɐ							
MOUTH_1		xank		ħanak	ħalʤ		ʜalɛɡ		ħɐlʔ			ħalɡ				
MOUTH_2				bɔʔʔ	buːz											
MOUTH_3	xaʃɛm		θɔːm		θamm	vˤumm		tɛmm	fɔmm	famm	fumm	θɛmm~famm	θimm	fumm	χaʃm	fum
NAME_1	ʔusm	ism	ism	ɛsm	asɛm	ism	ɛsm	ʔɛsɛm	ɪsɛm	ʔism	səm	ɛsm	isim	ʔism	ism~sammu	ism
NEAR_1					jamm		jamm						jʌmm			
NEAR_2						ħða		ħadd	ħdɛjn		ħdɑ					ħðɛː
NEAR_3	ɡariːb	ʒump	qurb~qɑriːb	ʔɔrɑjjɛb~ɡamb	ɡarˤiːb	ɡrʌjjəb	qɑrˤiːb	ʔariːb	ʔriːp	qɑriːb	qrib	ʣəriːb	qʌɣiːb	ɢariːb~ɡʲamb	ɢariːb	qriːb
NEAR_4										biqurb						
NECK_1	rɛɡaba	raɣbe	raqba	raʔaba	rɡuba	raɡba	ruɡbɑ	rɑʔbɛ		raqaba			ɣʌqqabi	raɢabih~ruɢbih	raɢaba	raqbaː
NECK_2							ʢunɛɡ		ɔːnʔ	ʕanq	ʕənq					
NECK_3												ʕɛlba				
NEW_1	ʤɛdiːd	ʒtiːt	ɡadiːd	ɡɛdiːd	jadiːd	ʒdiːd	ʤɛdiːd	ʒdiːd	ʤdiːt	ʤadiːd	ʒdid	ʤədiːd	ʤdiːd	ɡʲadiːd	ɡʲadiːd	ʒdiːd
NIGHT_1	llɛːl	lajl	lɛːl	lɛːla	lɛːl	lɛjl	lɪe̯l	lɛjlɛ~lɛːla	lɛjl	lajla	lil	lɛːl	lɛl	lajlih	lɛːla	liːl
NOSE_1	muxɛr	mɑxur		maraxiːr				manxɑr	mnɪːħɛr		nif			nuχrih	nɑχrɑ	mnɛːxɛr
NOSE_2			xuʃum		xaʃɛm		xaʃɛm					xaʃim	xʌʃim			xʃam
NOSE_3						xnaːvɛr				ʔanf						
NOT_1	maː	la~ma~maj	maː~lɔːb~lɑː	mɛʃ~mɔʃ~ma   ʃ	mu~mɔːb~ma~laː	maː~laː~maːhu	muː~mɑ~lɑː	mɛʃ~mu~mɑ	mʊːʃ	maː~laː~lam~lan	maʃi~ma   ʃ	muː~ma~la	mɒː	maːʃ~ma   ʃ~lɑː	ma~muʃ	muːʃ~ma   ʃ
OLD_1	ʃɛːb		ʃɛːb				ʃaːjɛb	ʃɛjb	ʃɪːħ	ʃajb~ʃajx		ʃaːjɛb	ʃiːb			
OLD_2	ɡɛdiːm		qɑdiːm	ʔadiːm	qɑdiːm~kabiːrˤ	kbiːr	qɑdiːm	ʔadiːm	ʔɐdiːm	qɑdiːm	qdim~kbir	ɡədiːm	qʌdiːm	ɢadiːm~kabiːr	ɢadiːm	qdiːm~kbiːr
OLD_3		ʕɑtiːk		ʕ̞aɡuːz			ʢatiːɡ	ʕatiːʔ		ʕatiːq~ʕaʤuːz			ʕʌtiːq	ʕaɡʲuːz	ʕatˤiːɢ~ʕaɡʲuːz	
ONE_1	waːhid~wahdɛ	ɛxɛn~ɛxtɛ	waːħad~waːħada	waːħɛd~waħda	wɑːħɛd~wɛħdɛ	waːħid~waħda	wɑʜɛd~wɛʜdɛ	wɑːħɑd~wɑħdɛ	wɪːħɛt	waːħid~waːħida	waħɛd~wɛħdɑ~wɛħdin	waːħid~wɛħdɛ	wiːħəd~wiħdi	waːħid~waːħidih	wɑːħɛd~wɛħdɛ	waːħid~wɛːħda
PERSON_1					ʔɛbɛn ʔɑːdam					ʔibn ʔaːdam						
PERSON_2	naːdum			baniʔaːdam	ʔɑːdmi	mnaːdəm	ʔɑːdmi~banjɑːdam	bənɛːdɑm	bnɪːdɛm		bnadɛm	ʔaːdmi	ʔaːdmi	ʔaːdami		
PERSON_3			aːdami													
PERSON_4							baʃɑr	bɑʃɑr		baʃɑr	bɑʃɑr	baʃar	bɑʃɑr	baʃar		
PERSON_5				ʔɛnsaːn	ʔɛnsɑːn		ʔɛnsɑːn	ʔɛnsaːn		ʔinsaːn		ʔɛnsaːn		ʔinsaːn	ʔinsɑːn	
PERSON_6				ʃɑxsˤ				ʃaxsˤ		ʃɑxsˤ		ʃaxɛs				ʃɑxsˤ
PERSON_7		intsan		nɑfɑr	nafs					nafɑr~nafs	nsan		ənsaːn		nɑfɑr	insaːn
RAIN (PRECIPITATION)_1	matar	ʃite	mɑtˤɑr	mɑtɑr~ʃɛta	mutˤɑr		mutˤɑr	ʃɛti~ʃitɛː	ʃɪtɐ	mɑtˤɑr	ʃtɑ	mutˤɑr	mɑtˤɑɣ	matˤɑr	mɑtˤɑr	ʃtaː
RAIN (PRECIPITATION)_2						ʌsħaːb										
RED_1							ʔɑʜmɑr	ʔɑħmɑr		ʔaħmɑr				ʔaħmɑr		
RED_2	ahmar	ɑxmɑr	ħmaːr	ɑħmɑr	ħɑmɑrˤ	ʌħmɑr			ɐħmɐr		ħmər	ħɑmɑrˤ	ʌħmɑɣ		aħmɑr	aħmar
ROAD_1				sɛkka											sikka	
ROAD_2	dirib~tariːɡ	tɑrp~triːk	tˤɑriːq	tɑriːʔ	darɛb~tˤɑriːɡ	tˤriːɡ	darɛb	tɑriːʔ~darb	trɪːʔ	tˤɑriːq~darb	tˤriq	darəb~tˤɑriːɡ	tˤriːq~daɣib	darb	tˤɑriːɢ	tˤriq
ROOT_1			ɡiðar	ɡɛdr	ʤaðɛr					ʤaðr	ʒdər	ʤaðɛr	ʤʌðiɣ	ɡʲiðr	ɡʲazr	
