# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
#
2	Badga	ALL	e l l a	7 5 5 7	XMBZ	ELLA	1	1.E.V 1.L.c 1.L.C 1.A.V	1.5 1.1 1.75 0.8	ella	0	1
103	Betta Kurumba	ALL	oː ʈ ə j a	7 1 7 6 7	XBYBZ	UTEJA	2	2.U.V 2.T.C 2.E.V 2.J.C 2.A.V	1.5 1.75 1.3 1.75 0.8	oːʈəja	0	2
224	Brahui	ALL	k u l l	1 7 5 5	AXLN	KYLL	3	3.K.C 3.Y.V 3.L.c 3.L.c	2.0 1.5 1.1 0.8	kull	0	1
331	Gondi	ALL	b o t t i ɡ	1 7 1 1 7 1	AXMBYN	PUTTIK	4	4.P.C 4.U.V 4.T.c 4.T.C 4.I.V 4.K.c	2.0 1.5 1.1 1.75 1.3 0.8	bottiɡ	0	4
439	Kannada	ALL	e l l a	7 5 5 7	XMBZ	ELLA	5	5.E.V 5.L.c 5.L.C 5.A.V	1.5 1.1 1.75 0.8	ella	0	1
570	Kodava	ALL	e l l a	7 5 5 7	XMBZ	ELLA	6	6.E.V 6.L.c 6.L.C 6.A.V	1.5 1.1 1.75 0.8	ella	0	1
673	Kolami	ALL	m aː k	4 7 1	AXN	MAK	7	7.M.C 7.A.V 7.K.c	2.0 1.5 0.8	maːk	0	7
772	Kota	ALL	e l l aː m	7 5 5 7 4	XMBYN	ELLAM	8	8.E.V 8.L.c 8.L.C 8.A.V 8.M.c	1.5 1.1 1.75 1.3 0.8	ellaːm	0	1
866	Koya	ALL	a n t aː	7 4 1 7	XMBZ	ANTA	9	9.A.V 9.N.c 9.T.C 9.A.V	1.5 1.1 1.75 0.8	antaː	0	9
867	Koya	ALL	m o t t a m	4 7 1 1 7 4	AXMBYN	MUTTAM	9	9.M.C 9.U.V 9.T.c 9.T.C 9.A.V 9.M.c	2.0 1.5 1.1 1.75 1.3 0.8	mottam	0	17
987	Kurukh	ALL	m a j i n	4 7 6 7 4	AXBYN	MAJIN	10	10.M.C 10.A.V 10.J.C 10.I.V 10.N.c	2.0 1.5 1.75 1.3 0.8	majin	0	7
1092	Kuwi	ALL	h a ɾ a	3 7 5 7	AXBZ	HARA	11	11.H.C 11.A.V 11.R.C 11.A.V	2.0 1.5 1.75 0.8	haɾa	0	11
1160	Malayalam	ALL	e l l a	7 5 5 7	XMBZ	ELLA	12	12.E.V 12.L.c 12.L.C 12.A.V	1.5 1.1 1.75 0.8	ella	0	1
1294	Malto	ALL	ɡ oː ʈ a h iː	1 7 1 7 3 7	AXBYBZ	KUTAHI	13	13.K.C 13.U.V 13.T.C 13.A.V 13.H.C 13.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ɡoːʈahiː	0	13
1295	Malto	ALL	ɡ iː ʈ e n iː	1 7 1 7 4 7	AXBYBZ	KITENI	13	13.K.C 13.I.V 13.T.C 13.E.V 13.N.C 13.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ɡiːʈeniː	0	20
1533	Tamil	ALL	e l l aː m	7 5 5 7 4	XMBYN	ELLAM	16	16.E.V 16.L.c 16.L.C 16.A.V 16.M.c	1.5 1.1 1.75 1.3 0.8	ellaːm	0	1
1678	Telugu	ALL	a n t a	7 4 1 7	XMBZ	ANTA	17	17.A.V 17.N.c 17.T.C 17.A.V	1.5 1.1 1.75 0.8	anta	0	9
1679	Telugu	ALL	m o t t a m u	4 7 1 1 7 4 7	AXMBYBZ	MUTTAMY	17	17.M.C 17.U.V 17.T.c 17.T.C 17.A.V 17.M.C 17.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	mottamu	0	17
1680	Telugu	ALL	a n n i	7 4 4 7	XMBZ	ANNI	17	17.A.V 17.N.c 17.N.C 17.I.V	1.5 1.1 1.75 0.8	anni	0	22
1826	Toda	ALL	o ʋ ʋ o ɖ i m o	7 6 6 7 1 7 4 7	XMBYBYBZ	UWWUTIMU	18	18.U.V 18.W.c 18.W.C 18.U.V 18.T.C 18.I.V 18.M.C 18.U.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	oʋʋoɖimo	0	16
1928	Tulu	ALL	m aː t a	4 7 1 7	AXBZ	MATA	19	19.M.C 19.A.V 19.T.C 19.A.V	2.0 1.5 1.75 0.8	maːta	0	17
2027	Yeruva	ALL	n a n ɡ aː ɭ ə	4 7 4 1 7 5 7	AXMBYBZ	NANKALE	20	20.N.C 20.A.V 20.N.c 20.K.C 20.A.V 20.L.C 20.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	nanɡaːɭə	0	18
#
3	Badga	ASH	k o l a b uː d i	1 7 5 7 1 7 1 7	AXBYBYBZ	KULAPYTI	1	1.K.C 1.U.V 1.L.C 1.A.V 1.P.C 1.Y.V 1.T.C 1.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kolabuːdi	0	23
104	Betta Kurumba	ASH	p iː d i	1 7 1 7	AXBZ	PITI	2	2.P.C 2.I.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	piːdi	0	23
225	Brahui	ASH	h i s	3 7 3	AXN	HIS	3	3.H.C 3.I.V 3.S.c	2.0 1.5 0.8	his	0	25
332	Gondi	ASH	n iː ɾ	4 7 5	AXN	NIR	4	4.N.C 4.I.V 4.R.c	2.0 1.5 0.8	niːɾ	0	26
440	Kannada	ASH	b uː d i	1 7 1 7	AXBZ	PYTI	5	5.P.C 5.Y.V 5.T.C 5.I.V	2.0 1.5 1.75 0.8	buːdi	0	23
571	Kodava	ASH	b uː d i	1 7 1 7	AXBZ	PYTI	6	6.P.C 6.Y.V 6.T.C 6.I.V	2.0 1.5 1.75 0.8	buːdi	0	23
674	Kolami	ASH	b u ɡ ɡ i	1 7 1 1 7	AXMBZ	PYKKI	7	7.P.C 7.Y.V 7.K.c 7.K.C 7.I.V	2.0 1.5 1.1 1.75 0.8	buɡɡi	0	29
