ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	ALL	omnis	ˈɔmnɪs	ˈɔ m n ɪ s	ˈɔmn-ɪs	ALL_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	ASH	cinis	kˈɪnɪs	k ˈɪ n ɪ s	kˈɪnɪs	ASH_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BARK	liber	lˈɪbɛr	l ˈɪ b ɛ r	lˈɪb-ɛr	BARK_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BELLY	venter	wˈɛntɛr	w ˈɛ n t ɛ r	wˈɛntɛr	BELLY_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BIG	magnus	mˈaŋnʊs	m ˈa ŋ n ʊ s	mˈaŋn-ʊs	BIG_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BIRD	avis	ˈawɪs	ˈa w ɪ s	ˈaw-ɪs	BIRD_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BITE	mordere	mɔrdˈeːrɛ	m ɔ r d ˈeː r ɛ	mɔrd-ˈeː-rɛ	BITE_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BLACK	ater	ˈaːtɛr	ˈaː t ɛ r	ˈaːtɛr	BLACK_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BLOOD	sanguis	sˈaŋɡʷiːs	s ˈa ŋ ɡʷ iː s	sˈaŋgʷiː-s	BLOOD_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BONE	os	ɔs	ɔ s	ɔs	BONE_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BREAST	pectus	pˈɛktʊs	p ˈɛ k t ʊ s	pˈɛktʊs	BREAST_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	BURN (SOMETHING)	urere	ˈuːrɛrɛ	ˈuː r ɛ r ɛ	ˈuːr-ɛ-rɛ	BURN (SOMETHING)_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	CLOUD	nubis	nˈuːbɪs	n ˈuː b ɪ s	nˈuːb-ɪs	CLOUD_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	COLD (OF WEATHER)	frigidus	frˈiːɡɪdʊs	f r ˈiː ɡ ɪ d ʊ s	frˈiːgɪd-ʊs	COLD (OF WEATHER)_1	FALSE		
ArchaicLatin_1	Latin (Archaic)	oldl1238	qbb	COME	venire	wɛnˈiːrɛ	w ɛ n ˈiː r ɛ	wɛn-ˈiː-rɛ	COME_1	FALSE		
