# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
#
1	Bemba	ANIMAL	i n a m a	7 4 7 4 7	XBYBZ	INAMA	1	1.I.V 1.N.C 1.A.V 1.M.C 1.A.V	1.5 1.75 1.3 1.75 0.8	inama	0	4
97	Bulu	ANIMAL	t i t	1 7 1	AXN	TIT	2	2.T.C 2.I.V 2.T.c	2.0 1.5 0.8	tit	0	2
192	Fang	ANIMAL	ʦ i t	2 7 1	AXN	CIT	3	3.C.C 3.I.V 3.T.c	2.0 1.5 0.8	ʦit	0	2
292	Ganda	ANIMAL	e n ɲ a m a	7 4 4 7 4 7	XMBYBZ	ENNAMA	4	4.E.V 4.N.c 4.N.C 4.A.V 4.M.C 4.A.V	1.5 1.1 1.75 1.3 1.75 0.8	enɲama	0	4
386	Gogo	ANIMAL	n i m u	4 7 4 7	AXBZ	NIMY	5	5.N.C 5.I.V 5.M.C 5.Y.V	2.0 1.5 1.75 0.8	nimu	0	4
485	Haya	ANIMAL	e ɲ a m a i ʃ w a	7 4 7 4 7 7 3 6 7	XBYBYYBCZ	ENAMAISWA	6	6.E.V 6.N.C 6.A.V 6.M.C 6.A.V 6.I.V 6.S.C 6.W.C 6.A.V	1.5 1.75 1.3 1.75 1.3 1.3 1.75 1.5 0.8	eɲamaiʃwa	0	4
584	Kalanga	ANIMAL	ɲ a m a	4 7 4 7	AXBZ	NAMA	7	7.N.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	ɲama	0	4
670	Kamba	ANIMAL	ɲ a m a	4 7 4 7	AXBZ	NAMA	8	8.N.C 8.A.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	ɲama	0	4
771	Kikuyu	ANIMAL	ɲ a m a	4 7 4 7	AXBZ	NAMA	9	9.N.C 9.A.V 9.M.C 9.A.V	2.0 1.5 1.75 0.8	ɲama	0	4
871	Kimbundu	ANIMAL	ɲ a m a	4 7 4 7	AXBZ	NAMA	10	10.N.C 10.A.V 10.M.C 10.A.V	2.0 1.5 1.75 0.8	ɲama	0	4
939	Koongo	ANIMAL	m b i s i	4 1 7 3 7	ACYBZ	MPISI	11	11.M.C 11.P.C 11.I.V 11.S.C 11.I.V	2.0 1.5 1.3 1.75 0.8	mbisi	0	11
1038	Lingala	ANIMAL	n j a m a	4 6 7 4 7	ACXBZ	NJAMA	12	12.N.C 12.J.C 12.A.V 12.M.C 12.A.V	2.0 1.5 1.5 1.75 0.8	njama	0	4
1134	Lozi	ANIMAL	n a m a	4 7 4 7	AXBZ	NAMA	13	13.N.C 13.A.V 13.M.C 13.A.V	2.0 1.5 1.75 0.8	nama	0	4
1219	Luba-Katanga	ANIMAL	m w i t a	4 6 7 1 7	ACXBZ	MWITA	14	14.M.C 14.W.C 14.I.V 14.T.C 14.A.V	2.0 1.5 1.5 1.75 0.8	mwita	0	14
1283	Luba-Lulua	ANIMAL	m u ɲ i ɲ e	4 7 4 7 4 7	AXBYBZ	MYNINE	15	15.M.C 15.Y.V 15.N.C 15.I.V 15.N.C 15.E.V	2.0 1.5 1.75 1.3 1.75 0.8	muɲiɲe	0	15
1381	Makhuwa	ANIMAL	i n a m a	7 4 7 4 7	XBYBZ	INAMA	16	16.I.V 16.N.C 16.A.V 16.M.C 16.A.V	1.5 1.75 1.3 1.75 0.8	inama	0	4
1480	Meru	ANIMAL	ɲ a m a	4 7 4 7	AXBZ	NAMA	17	17.N.C 17.A.V 17.M.C 17.A.V	2.0 1.5 1.75 0.8	ɲama	0	4
1579	Ndonga	ANIMAL	o n j a m a	7 4 6 7 4 7	XBCYBZ	UNJAMA	18	18.U.V 18.N.C 18.J.C 18.A.V 18.M.C 18.A.V	1.5 1.75 1.5 1.3 1.75 0.8	onjama	0	4
